task	split	trial	idx	truth	formF	sha256
colorconst	ctrl	r2n_colorconst_100998	100998	DIFFERENT	SAME_SURFACE	4ed2d9bd10728ca6aa0989eb283dfbc84ee6c019eaaf07caf0f370d1228883b9
colorconst	ctrl	r2n_colorconst_100999	100999	DIFFERENT	DIFFERENT	47ad1ca667fa33935cffc38c368f8e83c0b3883984d85200f2a5089e6f372c82
timbredisc	adv	r2a_timbredisc_200001	200001	RICH	DARK	f3e168c0a74544e0c61209a3a5395397d5c272bfd3af7c4e6d1888d938df0d5a
timbredisc	adv	r2a_timbredisc_200003	200003	DARK	PURE	b064f47c8e6e1e8a2cdf59b4e5b1f7a997b7c6378cc421d453b81c760b6dfb7d
timbredisc	adv	r2a_timbredisc_200005	200005	RICH	BRIGHT	d64b08846604f6b8d37e5870f448bbb06dece4a3ba9a085d1e9fff2f1a8fd588
timbredisc	adv	r2a_timbredisc_200006	200006	RICH	BRIGHT	951e3e21668ff43b3367b67ea26f6fdcc013a0f88457bd7a6bd57a4baa9285dc
timbredisc	adv	r2a_timbredisc_200009	200009	DARK	RICH	2680fc603e7bdefa3c81a52b3d26f2a26f46d8a2b09ca695fffb60865b6894ce
timbredisc	adv	r2a_timbredisc_200011	200011	DARK	PURE	8e82b494713e792f27297cde70e244ef08246bb5c5f11093f8e22a733c955097
timbredisc	adv	r2a_timbredisc_200012	200012	DARK	PURE	b9d5def5498e47667b06ba4e8e86f41091071f5aa6a5e0ce52a53e28ef0a0bf9
timbredisc	adv	r2a_timbredisc_200013	200013	RICH	PURE	b8817e31e75e4754e426eb97b519c45dba15542b58957c321b8c7b73dff014df
timbredisc	adv	r2a_timbredisc_200015	200015	RICH	BRIGHT	f54c73fad375754c9c74412d0825dc5afff337c7a89a11ad3f5398bf9327117e
timbredisc	adv	r2a_timbredisc_200016	200016	RICH	PURE	ba148063d953263667aef47951041d8a41c97938d774879e0546d8559fa5972c
timbredisc	adv	r2a_timbredisc_200017	200017	DARK	PURE	a623b9c0b8c4e1ac66b8a1b57b6dfd3e5f7142b996537a033a235cc3d8444c16
timbredisc	adv	r2a_timbredisc_200019	200019	RICH	PURE	5aba3aa41da1aafb4c04d6f5699be4b2b08a018d1f92013c16e1cb4af962be96
timbredisc	adv	r2a_timbredisc_200020	200020	DARK	PURE	28240b24b12dcfc38d13461370f562f78fdfdd8c9276cf91bec150ff11bfd4db
timbredisc	adv	r2a_timbredisc_200022	200022	RICH	DARK	079933b19f7c0a86f6d3123812154c7de7d0b2c0c941d1b9a4b23993d12cd9a7
timbredisc	adv	r2a_timbredisc_200023	200023	DARK	PURE	a4cd3bdf49853ac95401cbf82539d11b5dd74dff5bae7edc31e2fe1719b4be51
timbredisc	adv	r2a_timbredisc_200025	200025	RICH	DARK	dc0aa82a2d933c8e3469ebece1a19352c3fe1c8e94bd679507efa4a0e485d9ce
timbredisc	adv	r2a_timbredisc_200026	200026	RICH	PURE	b446c9089055fdb48c6f7b350cba3937d57c63ef1adfc87bb2bdf185d51591f6
timbredisc	adv	r2a_timbredisc_200027	200027	DARK	RICH	0912efd82dd918243e37aea5c51bf82771829472aeebb6fd349bb8dac3d97b31
timbredisc	adv	r2a_timbredisc_200028	200028	RICH	DARK	5d813210c11f6fc6ec695b63c2380940db8708129366b1995d0a13c633560682
timbredisc	adv	r2a_timbredisc_200030	200030	DARK	RICH	c90f6a21aa113bb6c3660470f7533dcac4f3e3fbdad0083feb7343b3fa2f39a8
timbredisc	adv	r2a_timbredisc_200031	200031	RICH	DARK	ee36e2b635388f709843364c0e5a0c98001b8cb27cd3bf7b31fd48348fec70b4
timbredisc	adv	r2a_timbredisc_200032	200032	RICH	BRIGHT	370851495b74a02e3896a66e47c5554f5bf5872f0e555a425b09901ce398e308
timbredisc	adv	r2a_timbredisc_200034	200034	RICH	DARK	3a6744f4af0d2b2a2aa29bdb0a26a6777d6a7eaa5ec49bcdddd703db520bc1ab
timbredisc	adv	r2a_timbredisc_200036	200036	DARK	BRIGHT	662de218f4037b5e00e206a7c9073a852aaef381ccd694a7e5be6315484fc979
timbredisc	adv	r2a_timbredisc_200037	200037	RICH	DARK	0ba22c3f4d9d2be2fe7eaeba38ef58f0f0d91994866a200ff59649c7e2ecfaef
timbredisc	adv	r2a_timbredisc_200038	200038	RICH	PURE	92ca5ce62e451170b244f6c79151eb2138721313f206f5200918be53eb421b3e
timbredisc	adv	r2a_timbredisc_200039	200039	DARK	PURE	e5360a0f9d7818599ac7a78344b0e65eac894e7cac267c6db32386a06ebe22d1
timbredisc	adv	r2a_timbredisc_200040	200040	RICH	PURE	7526687a821e1919bd3b2f5dd3c766699c71747b96a8c9fc0af5de282d57b9c8
timbredisc	adv	r2a_timbredisc_200041	200041	RICH	BRIGHT	79cf08b946b0d1800fd5e8dca2eba6ace0dd00c53acd0ed939c9438d039ea9ed
timbredisc	adv	r2a_timbredisc_200042	200042	DARK	PURE	7c88184c217081a3852c2b8f7fb1a8d9a1b3bf4a84f1313b0dcea0abde7adfd6
timbredisc	adv	r2a_timbredisc_200044	200044	RICH	DARK	87c2253d9f30ea0145c088fd95827d1a88f8f7373d8585155521833346394975
timbredisc	adv	r2a_timbredisc_200045	200045	DARK	RICH	f79ccb3e54f1e877915fdad45a4a0d0a6b0246ce35cf48bce6ddb999706ff02c
timbredisc	adv	r2a_timbredisc_200046	200046	RICH	PURE	5cd9fc10ae2c668fc1e38e9fa41ef42eb6e251d745d5ff310549e6872279dc95
timbredisc	adv	r2a_timbredisc_200047	200047	DARK	PURE	b4e80b0d003655d58eea8828956ccb70687b4333b5b3564d0f3260801c964397
timbredisc	adv	r2a_timbredisc_200049	200049	RICH	PURE	4cdb7834e33616c7787bf6e4cfe6484a38bd96c1400d64cd48999c59b09957db
timbredisc	adv	r2a_timbredisc_200050	200050	DARK	PURE	d51793319c5c9ad1ca278b7b518e08cca40c39f47c5b1ca8ed8165f1b1c2d439
timbredisc	adv	r2a_timbredisc_200051	200051	DARK	RICH	b8520ff6368a2b345cf45d73a0f5d509ce24fcfeea6815ff97f9f0d9a522a20a
timbredisc	adv	r2a_timbredisc_200052	200052	RICH	PURE	107cfa4a96c13544a5085bb395a3360a190f0241d9d3be295fd99a4db2e7c0f0
timbredisc	adv	r2a_timbredisc_200053	200053	RICH	PURE	ea227aa3f6828fa5d5f34bd9a898cd2d9167776be9fb53d4b0af42df4017784c
timbredisc	adv	r2a_timbredisc_200054	200054	DARK	PURE	fbf981fba051e54382f7620b2cef3f4490aeae0e01b22b360a9fe694206e4da3
timbredisc	adv	r2a_timbredisc_200055	200055	RICH	PURE	1cd3cdb0db3be2cc77c268e7582059b34d693a9fa7f393279a94fc99fb60b82b
timbredisc	adv	r2a_timbredisc_200056	200056	RICH	PURE	9dcd283578f039f0a368a6eee4486f501fe24fd0797af601d65f0ee9759c34dd
timbredisc	adv	r2a_timbredisc_200057	200057	RICH	BRIGHT	a5781a64b0a2e5b7c5c20200049231dd9110b00a18bae85ecbda1ff210cd307a
timbredisc	adv	r2a_timbredisc_200058	200058	RICH	DARK	50abfb1126bcc3eccec689f91a3602d23a90720c40fa34b537bfd82399332ca3
timbredisc	adv	r2a_timbredisc_200059	200059	BRIGHT	PURE	149e192408e5d2767a1c1a8879875335a017c0feb91842452b8156fa545185fb
timbredisc	adv	r2a_timbredisc_200061	200061	RICH	PURE	b4e5f8c8e35b54e1eb8993e7e6aea7f4e21e95bcc687481e858d04e3c9ae794c
timbredisc	adv	r2a_timbredisc_200062	200062	RICH	BRIGHT	dfc053fa4c219510f29de6e6ec741bbde64563afb04cdccb87fbd0d2cad67c56
timbredisc	adv	r2a_timbredisc_200063	200063	PURE	DARK	151ee903b304e3e398604a15b62f84ec807cfe8fc06dd48054aa07bd599a5094
timbredisc	adv	r2a_timbredisc_200064	200064	RICH	PURE	4b484021152edd027a00a51d210d4b163c09406970b3aa6e1b00dddf38fe18c4
timbredisc	adv	r2a_timbredisc_200066	200066	DARK	RICH	06b55f9139c6fef9ea44ed1056c2cce660e844f039dcca4ec913e8ca1a93c79d
timbredisc	adv	r2a_timbredisc_200067	200067	RICH	PURE	627801b58f68ff8918ca35c09292d5b1673cdc9902000cbb1b17865318115d9a
timbredisc	adv	r2a_timbredisc_200068	200068	RICH	PURE	94985b62e5d9a69d82270972cd028a769f1a5d05efa154397b91e8e8909fb0c5
timbredisc	adv	r2a_timbredisc_200069	200069	RICH	BRIGHT	d3b4c72f5e37d048cbf221032ff2e5cebaf2fa557658635229cda7392b45818d
timbredisc	adv	r2a_timbredisc_200071	200071	RICH	BRIGHT	8ee83227486c51b5bace3e4efe4fbe4b2ba92e26ba6988f2b478817f3edd4d1e
timbredisc	adv	r2a_timbredisc_200072	200072	DARK	PURE	910d429526c0ce402795a9e28e7716370fe8a7128017d337a9ce5cc5d034bccb
timbredisc	adv	r2a_timbredisc_200074	200074	BRIGHT	PURE	da08b6a3da11a71d7155f748e3f9f5e5734165ac32922b995bfa1a20e85e7382
timbredisc	adv	r2a_timbredisc_200075	200075	DARK	PURE	d6cb96aa3e52744acfa842851dbeff4c8623a40f215b7159dea4063e504c7096
timbredisc	adv	r2a_timbredisc_200076	200076	RICH	PURE	00122416bdf7dbf67b4ef278a24bfc2669ee9835f2b0194cada5632d6e42f670
timbredisc	adv	r2a_timbredisc_200078	200078	RICH	BRIGHT	da6a13aee92f83b6eecd35e26ad5760cd72b56ac75158e951e708f19429b20a6
timbredisc	adv	r2a_timbredisc_200079	200079	RICH	DARK	aa3cbff7ac5391153cc178c442cdadbbfc76203fc3a376c1d5d15c019cfe1dd5
timbredisc	adv	r2a_timbredisc_200080	200080	RICH	PURE	86471c50c1b4065cddfebc4d7a9cee1c2f5b80a258d4edd4c7a3f66bc4e00dd9
timbredisc	adv	r2a_timbredisc_200082	200082	RICH	PURE	090f74b20397a33d03849cbb33db8cd9a7b71d39bdcc96d84c3320580a3d3523
timbredisc	adv	r2a_timbredisc_200083	200083	RICH	DARK	6c7753d9756ab4c587eec4580bb2ac25290e140ad3c357af28506610371372b6
timbredisc	adv	r2a_timbredisc_200084	200084	DARK	RICH	c8861ef12428714872b86aaf4e38d8d94a157dfcbb1218c44e4afb62c4604251
timbredisc	adv	r2a_timbredisc_200085	200085	RICH	PURE	adef67860cb4af59ef8d6cce865f99563d98b98048ea910722b5539414051ade
timbredisc	adv	r2a_timbredisc_200086	200086	RICH	DARK	b70412d235371fc109944b4efb4154309cb2c106fced7b8aab7afeb479cd94ee
timbredisc	adv	r2a_timbredisc_200087	200087	RICH	PURE	44adb927b1262ebe76135ffe75c665128a8d5813b4aab89ff2d214ad28175322
timbredisc	adv	r2a_timbredisc_200088	200088	RICH	PURE	dbe1f5430fd55a3f181193cc852fd96e570de3b5bd7ebe7aef26eafab89eed83
timbredisc	adv	r2a_timbredisc_200090	200090	DARK	PURE	f5045cafb4ca9d5672c84c4be7e6a4254455dae276e860c1a9aa2ec0bd483361
timbredisc	adv	r2a_timbredisc_200091	200091	RICH	PURE	ff9b033690ef384b4f84ac1948816791d69f97cc5133ccffe21cd4c4098c05ec
timbredisc	adv	r2a_timbredisc_200092	200092	RICH	PURE	adbf6a61fd0c6b23971f1bcbd7bd5dd71b8467f2afab367b87434f83f2002409
timbredisc	adv	r2a_timbredisc_200094	200094	RICH	PURE	4ad1416e663269b2cf60067663c5c0fc97b44d8cc656b2df42d1b965d22dec43
timbredisc	adv	r2a_timbredisc_200095	200095	RICH	BRIGHT	352de19ce86218679a10e7236e135837906fa37600debf163e98c9aa5df89db4
timbredisc	adv	r2a_timbredisc_200097	200097	RICH	PURE	1053c168b6719bfca2a2a9b19eb800c4df22a0ecee538a48dc203a1edf8e1cd6
timbredisc	adv	r2a_timbredisc_200098	200098	DARK	PURE	baea108fd7e2236f1e079f200971b591101e099f074c0df71d6ccf3cfbb0f1d3
timbredisc	adv	r2a_timbredisc_200099	200099	RICH	BRIGHT	a262945d729107d4b32f5aba4e3228e3a1649fe013b87c70ad283b2d7c39dca7
timbredisc	adv	r2a_timbredisc_200104	200104	RICH	BRIGHT	3ef2535f470d7d5f8a9f127698655d5b2cc7fc085bd2a85d0828cb5dffb5a458
timbredisc	adv	r2a_timbredisc_200105	200105	DARK	BRIGHT	c4fb74dc5098ecb0eabc8228b15c06e24ce7e071c25398b57500f10525efe6d6
timbredisc	adv	r2a_timbredisc_200106	200106	RICH	PURE	28bc0968450667cc18d4d79ad8cac1328c77dd5731d4c522645a0287189b2e91
timbredisc	adv	r2a_timbredisc_200107	200107	DARK	PURE	34edbc59bb2f30137fbb385859d55b3c5308b2bf610eae67a38c8709fd9df411
timbredisc	adv	r2a_timbredisc_200109	200109	RICH	PURE	dfc4db7f36c15b4dad397a123b47389c0575745ac78d26647e5e74de65346626
timbredisc	adv	r2a_timbredisc_200112	200112	RICH	PURE	d2043265f9e4a0f51b440a4139beddf49aad0a63d3652f512a731f19f0dc12a1
timbredisc	adv	r2a_timbredisc_200114	200114	PURE	DARK	cafb3c71c3432640455b7f955222c5177d774cce5d879e9fa4981c719a0996a8
timbredisc	adv	r2a_timbredisc_200115	200115	RICH	DARK	868e1c5189b9c8d3f0fbbecdd6fba599a3b0a2d89c4531e2ae1a116120116211
timbredisc	adv	r2a_timbredisc_200117	200117	PURE	BRIGHT	52eec97d72fe3751cb8c7c9e4125d3808f23b29421803f8201559aaf7a759fe4
timbredisc	adv	r2a_timbredisc_200118	200118	RICH	DARK	ee02ff207cd2a39d1e53d1d970567c5fd2449ea3d0193ab5368773f691a57cf1
timbredisc	adv	r2a_timbredisc_200119	200119	RICH	PURE	30848457b4cad9bdcdbc9ef54b8a82264a4641f6a04b8cdeca85faecb64a2c7d
timbredisc	adv	r2a_timbredisc_200120	200120	RICH	BRIGHT	4b4fde3819863b543f30543365baaeb705e975565d1e77b39bf080f505307ef7
timbredisc	adv	r2a_timbredisc_200121	200121	RICH	PURE	f17151780376cc06fafe0aa9ceacb6edd360b3d27f9b2ede2355858ba9fca797
timbredisc	adv	r2a_timbredisc_200126	200126	RICH	BRIGHT	48ff5d2de11381c95ebf0611232d2bbddaccf0ae47229c8679f9692bad8f70c7
timbredisc	adv	r2a_timbredisc_200130	200130	RICH	PURE	42d3201c046d4db26676b1ff3c004da36aec696bf98fbbe4aafdb6ca889aec79
timbredisc	adv	r2a_timbredisc_200131	200131	RICH	BRIGHT	31052bc7e1c45506bdd130a776db7c55c7e71fe198552d4505b97ac1b3e9d74e
timbredisc	adv	r2a_timbredisc_200132	200132	DARK	RICH	f3cd6b0e2cd9167db3bc23a4ae1f7f3d64531104ade68944b67c00f68da1c7b1
timbredisc	adv	r2a_timbredisc_200133	200133	RICH	DARK	6a464d04ce6d2ca97df2cf0687bd3043ae496f1c1ba1d99e5549edb2846bf3c9
timbredisc	adv	r2a_timbredisc_200134	200134	BRIGHT	PURE	93b5d70b7146f1a88d4a1513e651e7c5a36b453827f97d5462a03f0a42238f1e
timbredisc	adv	r2a_timbredisc_200135	200135	DARK	PURE	8de631cf6b9231e65c46cbdb1dee250eff5016117fc85a1affe013f0b2d95543
timbredisc	adv	r2a_timbredisc_200137	200137	RICH	BRIGHT	af8ffcf84cfbe0b29a769857d99669a1a5d31b9079dfcd7bfa261b9a95fef7fa
timbredisc	adv	r2a_timbredisc_200138	200138	DARK	RICH	c725cb008dfc164f6e550751dd475bcb8831c81768486c27cee4e0f5e7315c5a
timbredisc	adv	r2a_timbredisc_200139	200139	RICH	PURE	e7b50263cb7eb1c34190d9a7b04c76df344bd906adfec0dc3784709e5ae70dc8
timbredisc	adv	r2a_timbredisc_200140	200140	DARK	PURE	ef9b5c992b131a009cb548896651fba26cbcfe14746bb32c7fa4cb28a1529dd3
timbredisc	adv	r2a_timbredisc_200141	200141	RICH	BRIGHT	57f72aa978a648fb7e2e2817df32bc43089d0eeabcab36bb68565db9dd522016
timbredisc	adv	r2a_timbredisc_200143	200143	RICH	BRIGHT	050924e9f56de50ea581deec2938fbd7b043259968510bb009884e0378457057
timbredisc	adv	r2a_timbredisc_200144	200144	DARK	PURE	6be8bd5cb18f10419ba526e7cfea021a56691619ace50bec4f069d32f1fbb0fe
timbredisc	adv	r2a_timbredisc_200145	200145	RICH	PURE	d1572d1504e3a04a082a6bfd27d86476adbbf35bd3b4bcd237b046c37c63bb3d
timbredisc	adv	r2a_timbredisc_200147	200147	RICH	BRIGHT	a43610f6b5dd02737368c7582f035e7776777db3c71c2b5fd9a8a5d9938761c3
timbredisc	adv	r2a_timbredisc_200150	200150	PURE	BRIGHT	d1c8fb4c6584d4b361bc087ce4ff2ccf048843fc7dd7b7936714db1905ce4dc3
timbredisc	adv	r2a_timbredisc_200151	200151	RICH	PURE	37d4ca8489cf32a5e4596b47de812fd822ab508fbde034e451674a0b7f5c7c83
timbredisc	adv	r2a_timbredisc_200153	200153	RICH	BRIGHT	1b5afa26bdfce1054c8334d2462136cde2cc368fa0648ee3e2a97eb242f0dd9e
timbredisc	adv	r2a_timbredisc_200154	200154	RICH	PURE	f3f32183521cf17cf87c5575c51abc82e85c14e16644d740e53ee778ce2d3bda
timbredisc	adv	r2a_timbredisc_200155	200155	RICH	BRIGHT	7832881c7712a09ed2e9751646b65df43c286a53b0b9eacff4a08eeddb75fa45
timbredisc	adv	r2a_timbredisc_200156	200156	DARK	RICH	5352bac1d53c4a17820cd502382ca92191c83c2f69574593af530efca9d205f3
timbredisc	adv	r2a_timbredisc_200157	200157	RICH	PURE	396f2cbea4afa6ef45be5ac1a020da968d2b4012fc83377cd7d4e2b29cebc406
timbredisc	adv	r2a_timbredisc_200158	200158	RICH	BRIGHT	b0831ce7e55ef1a78cf3a05611387478736bab4797e466afcab36db80f517b1d
timbredisc	adv	r2a_timbredisc_200159	200159	DARK	PURE	d8057cf8fd715f95fa4749f7d975bf09ad902662e0074910cb4278db091df85f
timbredisc	adv	r2a_timbredisc_200160	200160	RICH	PURE	7a0e32e0cf4e693556211415ebb12f5a25cd6b3addac485d141600c49366d9bb
timbredisc	adv	r2a_timbredisc_200161	200161	DARK	PURE	86c6a4cbb647002be9f1aecaa9c3a6624f8b1fc567dbe61ef2c7fb231066e02a
timbredisc	adv	r2a_timbredisc_200163	200163	RICH	PURE	0b87994c2840c79257ee86708c6cd9b277ec0abf75f5acfa570dd6f3d23fe1b9
timbredisc	adv	r2a_timbredisc_200164	200164	DARK	PURE	3461976a68f1e01e2c61015ae9ecb66ec2e591fb5b62a3a4a967966adda40737
timbredisc	adv	r2a_timbredisc_200165	200165	RICH	BRIGHT	b6890defd59471ae75dc56fce8b06cf129852081cbca655e42af87d6ba630e35
timbredisc	adv	r2a_timbredisc_200166	200166	RICH	PURE	ff7df30f92fe24750c70f999732fa49fce98b574703b2bc123a926d2c8e6ba21
timbredisc	adv	r2a_timbredisc_200167	200167	RICH	PURE	f32467df18fd0026f2074a5192bbc423603e6b02dc089a57b4c2a20f18303f74
timbredisc	adv	r2a_timbredisc_200168	200168	DARK	RICH	b5d0dfd7ef8e53a67b2af2b626698f3e399c970d2bb7d009b07939284b373df9
timbredisc	adv	r2a_timbredisc_200170	200170	DARK	PURE	bc6a6c3ad028e6752b29fa80fb55dac4835fa8ca17715477bb8f919185fb26d2
timbredisc	adv	r2a_timbredisc_200173	200173	RICH	PURE	903a603a550baf1b01b9ff8cc75b1b26d3b3ea517250b7edf6837455a934d44e
timbredisc	adv	r2a_timbredisc_200174	200174	RICH	BRIGHT	3cacc564ca3e833f398a2a201678bd8289b7820cf0ee3f3da1aedece1bd5e7e9
timbredisc	adv	r2a_timbredisc_200175	200175	RICH	DARK	edf0ff4a51ab3cf19f0f62e09eabc6bbcea255270a81ceb51e2029ef404482f5
timbredisc	adv	r2a_timbredisc_200176	200176	RICH	DARK	489ef378f8a88aee2a99fe5a6ca8d7683b464ff989c764cc29294dabb122fa01
timbredisc	adv	r2a_timbredisc_200177	200177	RICH	PURE	acbaa814b0d7a1375f446fed0466b51a54b477650c04279a30c724a38b2ec554
timbredisc	adv	r2a_timbredisc_200178	200178	RICH	DARK	10ebb4b0bcc144d378ce3ae914c298113098257bbe735855dd9b0cd6e830d14f
timbredisc	adv	r2a_timbredisc_200179	200179	RICH	BRIGHT	b2043de2639c1fdb46e011838418b290b7a1dee2e70d93efc07d69e9e60da2d8
timbredisc	adv	r2a_timbredisc_200180	200180	RICH	PURE	b667b1927eee42a49707ca08675c152b6162ef169c1aa62025b1886eb4e248eb
timbredisc	adv	r2a_timbredisc_200181	200181	RICH	DARK	def0289feb7df17a0dbd67b9327b989986d031c79a1c31747a2eef60c0e4e929
timbredisc	adv	r2a_timbredisc_200182	200182	RICH	DARK	06528ece97a37735616a8f437f04f308b4c0e3814e5d756ab67fd81fbacdb9bb
timbredisc	adv	r2a_timbredisc_200183	200183	RICH	BRIGHT	04c23b4e109cfddabdb9e0dd8c99cff44b3441a97af67bfcbce1001b3329b049
timbredisc	adv	r2a_timbredisc_200184	200184	RICH	DARK	172cdde75a6d96a122851e247691daf7196d4ec3f96b77741e9d277c8bc81cc3
timbredisc	adv	r2a_timbredisc_200185	200185	BRIGHT	PURE	401d0833c083ac8fe175b8cbd8a3ce3fed53991093c796ed65f99aaac34f1ad4
timbredisc	adv	r2a_timbredisc_200187	200187	RICH	DARK	9665e6962188bde45d2702a98ed5e47b76cd7fab983905e2b63e5486535b54d9
timbredisc	adv	r2a_timbredisc_200188	200188	DARK	PURE	83600f2f1a5f61b26177761156359f58e0ad00f3793e347a2c388cf8a98cfaa3
timbredisc	adv	r2a_timbredisc_200189	200189	DARK	BRIGHT	654710797a71c608035bfdf37c7f38c71c0068ba969ee44e41195baf2413df54
timbredisc	adv	r2a_timbredisc_200191	200191	DARK	PURE	c792be59802f26ddb05fa76860b566c1b3c0c4b86537dc8cb6bdba49e154bdc2
timbredisc	adv	r2a_timbredisc_200194	200194	RICH	PURE	39bdb754fa900764fb3144dba9db2b18dab6d475c1dd029fb0cc39a9c3f28e20
timbredisc	adv	r2a_timbredisc_200195	200195	DARK	RICH	366e79c335eea96652110322c087830fba6bf07b1dcd0538b2076311bdb96563
timbredisc	adv	r2a_timbredisc_200196	200196	RICH	PURE	d11068733e368513218f821f757dd668aae8c9dc43edbf25785643d1eec8d566
timbredisc	adv	r2a_timbredisc_200197	200197	RICH	DARK	83f5c753ec51027179bdd9ba104e8b3085797a94d0fd3fb6a2d44439c0b39657
timbredisc	adv	r2a_timbredisc_200198	200198	DARK	PURE	b59886060a90641cb15156d5bfc2b335dcf29eb5a7bf0b9b26491f7bba03141c
timbredisc	adv	r2a_timbredisc_200201	200201	DARK	PURE	85654273619b95617a7ddeee2234b4711ef5b18354134b7a9fed4c02ed0ce702
timbredisc	adv	r2a_timbredisc_200202	200202	RICH	PURE	916bf8bb0a05d544f39958d17e3c05341de457e8bedbbb7e9c73df9efa9e5598
timbredisc	adv	r2a_timbredisc_200203	200203	RICH	PURE	12f548af28ca3873cf80450fab32c8f358e2705e43dd1f0c049a7e274a741cdf
timbredisc	adv	r2a_timbredisc_200204	200204	DARK	BRIGHT	53279f72a8d88f81c9e48bdf1b96fbc7bc90847a47de5d3e96cf29fa11bd5577
timbredisc	adv	r2a_timbredisc_200205	200205	RICH	PURE	1f0a9410ea79223f5f855abf2878ef9b2099e64c6fdb302c9c0dec263be6e6b2
timbredisc	adv	r2a_timbredisc_200206	200206	DARK	PURE	00d4db5efce32aa20393e727e028a442b4e22f7e33ffb73da26da2eff301bd93
timbredisc	adv	r2a_timbredisc_200207	200207	RICH	BRIGHT	43e948b41b361f2ee56a497749b290a6db69970c261a19cddd3d4860bb141a50
timbredisc	adv	r2a_timbredisc_200208	200208	RICH	DARK	2d9c01f30eed7ae0d47525d2f6a7b4cf9ec5eb4e7ecb4104f0fb42a9f7789d02
timbredisc	adv	r2a_timbredisc_200209	200209	RICH	BRIGHT	69137a13b84f2897b5cd8346657bba6909bd3c210481875533d856593bc89b0c
timbredisc	adv	r2a_timbredisc_200212	200212	RICH	PURE	c78cfe70710e1a8c7e9923126a8c44bf6a72fc2fa45dc9b65f2b870be346db4c
timbredisc	adv	r2a_timbredisc_200213	200213	RICH	BRIGHT	c2813a327f0a6828e8bad58236dd7c35886186e7b60796b6b346829d6df47e91
timbredisc	adv	r2a_timbredisc_200214	200214	RICH	DARK	96fe5e60f1a26bad0b84613341f91248096c27d1f24d217fe76e5cfb459ceb37
timbredisc	adv	r2a_timbredisc_200215	200215	RICH	DARK	422796c30d3f9a65d3a205fc5a30565c1ddddac5f71c1c2656e51194bc2cf3b0
timbredisc	adv	r2a_timbredisc_200216	200216	DARK	RICH	b8d7026bdce6cc3fdc8ddfbee52b2afacb6b9fa4936289e14bce95decf4475fe
timbredisc	adv	r2a_timbredisc_200217	200217	RICH	PURE	495ad50c9fb098a531cc9db99695f3079d59b8e629358ec543b339b6c15d7c72
timbredisc	adv	r2a_timbredisc_200218	200218	RICH	PURE	f0f26b039a16c776f786515f897bf780b03cc98318b6046a3223ff0499925a87
timbredisc	adv	r2a_timbredisc_200219	200219	DARK	PURE	13c2339efe1ceed1f8847b6cd6e882ae5d8624413010e5ced70be792eff8443a
timbredisc	adv	r2a_timbredisc_200220	200220	RICH	PURE	56b83d8a3f452517c38cbaeba89d230da848d83cc6fe9ca4c1a026bf95c9f48d
timbredisc	adv	r2a_timbredisc_200221	200221	RICH	PURE	eed1b8ace468f8a05d920d2257739a1beee9e462f6039c271128f8147be4fd89
timbredisc	adv	r2a_timbredisc_200222	200222	PURE	BRIGHT	e80a3ecadbb78d4d788d8699a7ecc64f90e97f21d9f2fe0d70bfa11f0d7abe99
timbredisc	adv	r2a_timbredisc_200223	200223	RICH	PURE	41a4ac75bee11bb5a707630886524ff16476855b7923619382021c559d7c3cf0
timbredisc	adv	r2a_timbredisc_200224	200224	BRIGHT	PURE	1c41d65cb628b6ca653056d8072c6b757dac068dec670cdf560ca668fac9bc50
timbredisc	adv	r2a_timbredisc_200226	200226	RICH	PURE	6b13e793d9044276f62e51bf704c227ff2a369418ce4e0bfec19daa0ce79f82c
timbredisc	adv	r2a_timbredisc_200227	200227	DARK	BRIGHT	74f414adb2df0d0e7250b7982f91190cced6bf5fbdb608ebc002163b1993fb22
timbredisc	adv	r2a_timbredisc_200228	200228	PURE	DARK	d2b586a4f57042ae8373a5e4d09f47a9bee821017f37b6f51e58323a179403c9
timbredisc	adv	r2a_timbredisc_200229	200229	RICH	PURE	0419c4912b23145afcc91c27af92b93739264e4691c1bd43f4847f39d26f0d68
timbredisc	adv	r2a_timbredisc_200231	200231	DARK	RICH	dba5b8c8195a9422fd56d6e29fb6efeaca19a35ae47555d1c54a9fc2a1d3aa5b
timbredisc	adv	r2a_timbredisc_200232	200232	RICH	PURE	bb458a52588e74b6f79e541d46f526768fc24467462f1636140763c08671a11a
timbredisc	adv	r2a_timbredisc_200233	200233	RICH	PURE	9ad5df593e611262b0386d13af69e42eca4718e3b956337cc0b43d336d992c6f
timbredisc	adv	r2a_timbredisc_200235	200235	RICH	DARK	3435529b956bb8f71133792cfa3e7530d77349034ac15b41df92b59a68268c78
timbredisc	adv	r2a_timbredisc_200236	200236	RICH	BRIGHT	c5065078feddd101ac32e68ceba32a6771bcc26bdb005fdf0e67feb4d1ef1bca
timbredisc	adv	r2a_timbredisc_200237	200237	RICH	BRIGHT	03893f4809db8e79fab1b529dd419135f2e0b7dea0ef878f69f156aed1da7661
timbredisc	adv	r2a_timbredisc_200238	200238	RICH	DARK	1cd5c5cbb9203470eeb1ff41b3d938899dbaf63172719348c349357c9b194ac6
timbredisc	adv	r2a_timbredisc_200242	200242	DARK	PURE	a99622faafaa3c358c6dc485f647db1cd4251e5e0de61e5c2dcab8e94da15561
