# D5 frozen fixture manifest — extracted by script from fixtures/MANIFEST.sha256 (2026-09-24)
# columns: class	path	sha256	truth-path	truth-sha256
false	r2a_colordisc_0770.img	1ea6aeab271ae4a01090082150479dba1a061fb3daa6ae49d57cce2cc2918e89	r2a_colordisc_0770.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0771.img	2006b3da80dbcd8f7db331d434a616f3793a92f956bdf2029fcdab9d3665c54e	r2a_colordisc_0771.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0772.img	94007b121f72e9130d151cd3f817103948f274a900107db91450105e0d45ebad	r2a_colordisc_0772.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0773.img	4f6460e67a06971f3224ad57918d1b8b8ed66ddb7b32823ad0177dba1084e026	r2a_colordisc_0773.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0774.img	f22657151fa8f83360b69f78e00f32c8090d1d9cf54c8fd80203d8e36e92f9f2	r2a_colordisc_0774.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0775.img	1e2eec049190e7516a1411f9ee196230b255abef40f4cf607248492962e8b57b	r2a_colordisc_0775.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0776.img	ad34e7d9f04c3eef28df96d33d4de728ed422d7b3ad70df710dafb4da99357bd	r2a_colordisc_0776.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0777.img	96bc44ec4b761d8c8994ad1bfe38cdf0789039d01276c9851e3a84eb9cbb4010	r2a_colordisc_0777.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0778.img	a68524b5c3e155d7451c39ca603a7b36f74fa3118a7dc2e510081b16b658455b	r2a_colordisc_0778.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0779.img	3e92e43ee769cb1866375492938df67e38de80f15eaf7f398331a46699f0f6e9	r2a_colordisc_0779.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0780.img	aa5f547c6dc98382b6a9de9486e81542c5ced3588e93190c43fbcceaf9bad27d	r2a_colordisc_0780.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0781.img	0eb8e86f1f40e8a7442bc1d62445833c4f0e2fe81ceb5f83692f0d7be1e6b62d	r2a_colordisc_0781.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0782.img	91a905eb20a4f2e755d9be6f64ee2a20975cb3addc3d46fcfd457a5b27f44206	r2a_colordisc_0782.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0783.img	b22cbfa465e05a4eca2137f4b94e8e68f8839b64750fd2b3354fb45590565655	r2a_colordisc_0783.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0784.img	141e347eafa9c81ba67f6e76ad6592733c2c6c3055eceecd4210f28e45d15fc2	r2a_colordisc_0784.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0785.img	663fa7a6843edf0e5d5ad201f1b60e1557f4a1f44739f98d7156a9174d9cf1d7	r2a_colordisc_0785.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0786.img	a8c8f2a641df15537cc8c26886c7e015b92faf0453de3aad0d91162955c4d9de	r2a_colordisc_0786.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0787.img	677c6fdbe76540ed93fee91974920856e6abe8c8fd0b1a5e5fa5748c0fd73db2	r2a_colordisc_0787.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0788.img	32afc2641385b61a13865aaf9901045d055ea3e9c10301705c6138464baf60ed	r2a_colordisc_0788.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0789.img	3363c1fed17950025c8db1d0c94098382811abff5172195b165bdbf6acc25de2	r2a_colordisc_0789.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0790.img	c2a9d1fcb0b5cf94b50daec47465eb7ba49fc916f6e656cdf732e26a434f946b	r2a_colordisc_0790.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
false	r2a_colordisc_0791.img	46e23288bbde7cd1153fe9750eb18b89d39e42b0881ec80ed9a868a492edf7b3	r2a_colordisc_0791.img.truth	9235c3624d375ba4c17afdbe4fcf72227c84b1ddafcc4ce522f65d59d2fbe398
