C events parsed: 2
C regions=3 starts: 0 44100 617400
C rg=2 rb=325 g=65536 m=7107 T=7087 st=0
C rg=2 rb=326 g=65536 m=7827 T=7087 st=0
C rg=2 rb=327 g=65536 m=6797 T=7087 st=0
C rg=2 rb=328 g=65536 m=7833 T=7087 st=0
C rg=2 rb=329 g=65536 m=7087 T=7087 st=0
C rg=2 rb=330 g=65536 m=7533 T=7087 st=0
C rg=2 rb=331 g=65536 m=7299 T=7087 st=0
C rg=2 rb=332 g=65536 m=7294 T=7087 st=0
C rg=2 rb=333 g=65536 m=7465 T=7087 st=0
C rg=2 rb=334 g=65536 m=7155 T=7087 st=0
C rg=2 rb=335 g=65536 m=7810 T=7087 st=0
C rg=2 rb=336 g=65536 m=6804 T=7087 st=0
C rg=2 rb=337 g=65536 m=7844 T=7087 st=0
C rg=2 rb=338 g=65536 m=7036 T=7087 st=0
C rg=2 rb=339 g=65536 m=7582 T=7087 st=0
C rg=2 rb=340 g=65536 m=7300 T=7087 st=0
C rg=2 rb=341 g=65536 m=7295 T=7087 st=0
C rg=2 rb=342 g=65536 m=7420 T=7087 st=0
C rg=2 rb=343 g=65536 m=7198 T=7087 st=0
C rg=2 rb=344 g=65536 m=7789 T=7087 st=0
C rg=2 rb=345 g=65536 m=6820 T=7087 st=0
C rg=2 rb=346 g=65536 m=7852 T=7087 st=0
C rg=2 rb=347 g=65536 m=6985 T=7087 st=0
C rg=2 rb=348 g=65536 m=7630 T=7087 st=0
C rg=2 rb=349 g=65536 m=7298 T=7087 st=0
C rg=2 rb=350 g=65536 m=7301 T=7087 st=0
C rg=2 rb=351 g=65536 m=7380 T=7087 st=0
C rg=2 rb=352 g=65536 m=7234 T=7087 st=0
C rg=2 rb=353 g=65536 m=7762 T=7087 st=0
C rg=2 rb=354 g=65536 m=6845 T=7087 st=0
C rg=2 rb=355 g=65536 m=7856 T=7087 st=0
C rg=2 rb=356 g=65536 m=6937 T=7087 st=0
C rg=2 rb=357 g=65536 m=7674 T=7087 st=0
C rg=2 rb=358 g=65536 m=7289 T=7087 st=0
C rg=2 rb=359 g=65536 m=7314 T=7087 st=0
C rg=2 rb=360 g=65536 m=7348 T=7087 st=0
C rg=2 rb=361 g=65536 m=7262 T=7087 st=0
C rg=2 rb=362 g=65536 m=7730 T=7087 st=0
C rg=2 rb=363 g=65536 m=6878 T=7087 st=0
C rg=2 rb=364 g=65536 m=7858 T=7087 st=0
C rg=2 rb=365 g=65536 m=6894 T=7087 st=0
C rg=2 rb=366 g=65536 m=7714 T=7087 st=0
C rg=2 rb=367 g=65536 m=7273 T=7087 st=0
C rg=2 rb=368 g=65536 m=7335 T=7087 st=0
C rg=2 rb=369 g=65536 m=7323 T=7087 st=0
C rg=2 rb=370 g=65536 m=7281 T=7087 st=0
C rg=2 rb=371 g=65536 m=7692 T=7087 st=0
C rg=2 rb=372 g=65536 m=6918 T=7087 st=0
C rg=2 rb=373 g=65536 m=7857 T=7087 st=0
C rg=2 rb=374 g=65536 m=6858 T=7087 st=0
C rg=2 rb=375 g=65536 m=7749 T=7087 st=0
C rg=2 rb=376 g=65536 m=7249 T=7087 st=0
C rg=2 rb=377 g=65536 m=7364 T=7087 st=0
C rg=2 rb=378 g=65536 m=7307 T=7087 st=0
C rg=2 rb=379 g=65536 m=7293 T=7087 st=0
C rg=2 rb=380 g=65536 m=7650 T=7087 st=0
C rg=2 rb=381 g=65536 m=6964 T=7087 st=0
C rg=2 rb=382 g=65536 m=7853 T=7087 st=0
C rg=2 rb=383 g=65536 m=6830 T=7087 st=0
C rg=2 rb=384 g=65536 m=7778 T=7087 st=0
C rg=2 rb=385 g=65536 m=7216 T=7087 st=0
C rg=2 rb=386 g=65536 m=7401 T=7087 st=0
C rg=2 rb=387 g=65536 m=7298 T=7087 st=0
C rg=2 rb=388 g=65536 m=7298 T=7087 st=0
C rg=2 rb=389 g=65536 m=7604 T=7087 st=0
C rg=2 rb=390 g=65536 m=7013 T=7087 st=0
C rg=2 rb=391 g=65536 m=7847 T=7087 st=0
C rg=2 rb=392 g=65536 m=6810 T=7087 st=0
C rg=2 rb=393 g=65536 m=7802 T=7087 st=0
C rg=2 rb=394 g=65536 m=7176 T=7087 st=0
C rg=2 rb=395 g=65536 m=7444 T=7087 st=0
C rg=2 rb=396 g=65536 m=7296 T=7087 st=0
C rg=2 rb=397 g=65536 m=7298 T=7087 st=0
C rg=2 rb=398 g=65536 m=7555 T=7087 st=0
C rg=2 rb=399 g=65536 m=7064 T=7087 st=0
C rg=2 rb=400 g=65536 m=7838 T=7087 st=0
C rg=2 rb=401 g=65536 m=6799 T=7087 st=0
C rg=2 rb=402 g=65536 m=7821 T=7087 st=0
C rg=2 rb=403 g=65536 m=7129 T=7087 st=0
C rg=2 rb=404 g=65536 m=7491 T=7087 st=0
C rg=2 rb=405 g=65536 m=7297 T=7087 st=0
C rg=2 rb=406 g=65536 m=7296 T=7087 st=0
C rg=2 rb=407 g=65536 m=7506 T=7087 st=0
C rg=2 rb=408 g=65536 m=7115 T=7087 st=0
C rg=2 rb=409 g=65536 m=7825 T=7087 st=0
C rg=2 rb=410 g=65536 m=6798 T=7087 st=0
C rg=2 rb=411 g=65536 m=7835 T=7087 st=0
C rg=2 rb=412 g=65536 m=7079 T=7087 st=0
C rg=2 rb=413 g=65536 m=7540 T=7087 st=0
C rg=2 rb=414 g=65536 m=7299 T=7087 st=0
C rg=2 rb=415 g=65536 m=7294 T=7087 st=0
C rg=2 rb=416 g=65536 m=7458 T=7087 st=0
C rg=2 rb=417 g=65536 m=7162 T=7087 st=0
C rg=2 rb=418 g=65536 m=7807 T=7087 st=0
C rg=2 rb=419 g=65536 m=6806 T=7087 st=0
C rg=2 rb=420 g=65536 m=7845 T=7087 st=0
C rg=2 rb=421 g=65536 m=7028 T=7087 st=0
C rg=2 rb=422 g=65536 m=7589 T=7087 st=0
C rg=2 rb=423 g=65536 m=7300 T=7087 st=0
C rg=2 rb=424 g=65536 m=7296 T=7087 st=0
C rg=2 rb=425 g=65536 m=7413 T=7087 st=0
C rg=2 rb=426 g=65536 m=7204 T=7087 st=0
C rg=2 rb=427 g=65536 m=7785 T=7087 st=0
C rg=2 rb=428 g=65536 m=6824 T=7087 st=0
C rg=2 rb=429 g=65536 m=7852 T=7087 st=0
C rg=2 rb=430 g=65536 m=6978 T=7087 st=0
C rg=2 rb=431 g=65536 m=7637 T=7087 st=0
C rg=2 rb=432 g=65536 m=7297 T=7087 st=0
C rg=2 rb=433 g=65536 m=7303 T=7087 st=0
C rg=2 rb=434 g=65536 m=7375 T=7087 st=0
C rg=2 rb=435 g=65536 m=7238 T=7087 st=0
C rg=2 rb=436 g=65536 m=7758 T=7087 st=0
C rg=2 rb=437 g=65536 m=6850 T=7087 st=0
C rg=2 rb=438 g=65536 m=7856 T=7087 st=0
C rg=2 rb=439 g=65536 m=6930 T=7087 st=0
C rg=2 rb=440 g=65536 m=7681 T=7087 st=0
C rg=2 rb=441 g=65536 m=7288 T=7087 st=0
C rg=2 rb=442 g=65536 m=7317 T=7087 st=0
C rg=2 rb=443 g=65536 m=7343 T=7087 st=0
C rg=2 rb=444 g=65536 m=7265 T=7087 st=0
C rg=2 rb=445 g=65536 m=7725 T=7087 st=0
C rg=2 rb=446 g=65536 m=6884 T=7087 st=0
C rg=2 rb=447 g=65536 m=7857 T=7087 st=0
C rg=2 rb=448 g=65536 m=6889 T=7087 st=0
C rg=2 rb=449 g=65536 m=7720 T=7087 st=0
C rg=2 rb=450 g=65536 m=7270 T=7087 st=0
C rg=2 rb=451 g=65536 m=7339 T=7087 st=0
C rg=2 rb=452 g=65536 m=7320 T=7087 st=0
C rg=2 rb=453 g=65536 m=7284 T=7087 st=0
C rg=2 rb=454 g=65536 m=7687 T=7087 st=0
C rg=2 rb=455 g=65536 m=6924 T=7087 st=0
C rg=2 rb=456 g=65536 m=7856 T=7087 st=0
C rg=2 rb=457 g=65536 m=6854 T=7087 st=0
C rg=2 rb=458 g=65536 m=7754 T=7087 st=0
C rg=2 rb=459 g=65536 m=7244 T=7087 st=0
C rg=2 rb=460 g=65536 m=7369 T=7087 st=0
C rg=2 rb=461 g=65536 m=7305 T=7087 st=0
C rg=2 rb=462 g=65536 m=7294 T=7087 st=0
C rg=2 rb=463 g=65536 m=7643 T=7087 st=0
C rg=2 rb=464 g=65536 m=6971 T=7087 st=0
C rg=2 rb=465 g=65536 m=7852 T=7087 st=0
C rg=2 rb=466 g=65536 m=6826 T=7087 st=0
C rg=2 rb=467 g=65536 m=7783 T=7087 st=0
C rg=2 rb=468 g=65536 m=7210 T=7087 st=0
C rg=2 rb=469 g=65536 m=7407 T=7087 st=0
C rg=2 rb=470 g=65536 m=7298 T=7087 st=0
C rg=2 rb=471 g=65536 m=7299 T=7087 st=0
C rg=2 rb=472 g=65536 m=7596 T=7087 st=0
C rg=2 rb=473 g=65536 m=7021 T=7087 st=0
C rg=2 rb=474 g=65536 m=7846 T=7087 st=0
C rg=2 rb=475 g=65536 m=6808 T=7087 st=0
C rg=2 rb=476 g=65536 m=7805 T=7087 st=0
C rg=2 rb=477 g=65536 m=7169 T=7087 st=0
C rg=2 rb=478 g=65536 m=7450 T=7087 st=0
C rg=2 rb=479 g=65536 m=7296 T=7087 st=0
C rg=2 rb=480 g=65536 m=7298 T=7087 st=0
C rg=2 rb=481 g=65536 m=7547 T=7087 st=0
C rg=2 rb=482 g=65536 m=7072 T=7087 st=0
C rg=2 rb=483 g=65536 m=7836 T=7087 st=0
C rg=2 rb=484 g=65536 m=6799 T=7087 st=0
C rg=2 rb=485 g=65536 m=7823 T=7087 st=0
C rg=2 rb=486 g=65536 m=7122 T=7087 st=0
C rg=2 rb=487 g=65536 m=7498 T=7087 st=0
C rg=2 rb=488 g=65536 m=7298 T=7087 st=0
C rg=2 rb=489 g=65536 m=7296 T=7087 st=0
C rg=2 rb=490 g=65536 m=7498 T=7087 st=0
C rg=2 rb=491 g=65536 m=7122 T=7087 st=0
C rg=2 rb=492 g=65536 m=7823 T=7087 st=0
C rg=2 rb=493 g=65536 m=6799 T=7087 st=0
C rg=2 rb=494 g=65536 m=7837 T=7087 st=0
C rg=2 rb=495 g=65536 m=7072 T=7087 st=0
C rg=2 rb=496 g=65536 m=7548 T=7087 st=0
C rg=2 rb=497 g=65536 m=7300 T=7087 st=0
C rg=2 rb=498 g=65536 m=7294 T=7087 st=0
C rg=2 rb=499 g=65536 m=7450 T=7087 st=0
C rg=2 rb=500 g=65536 m=7168 T=7087 st=0
C rg=2 rb=501 g=65536 m=7805 T=7087 st=0
C rg=2 rb=502 g=65536 m=6808 T=7087 st=0
C rg=2 rb=503 g=65536 m=7846 T=7087 st=0
C rg=2 rb=504 g=65536 m=7020 T=7087 st=0
C rg=2 rb=505 g=65536 m=7597 T=7087 st=0
C rg=2 rb=506 g=65536 m=7300 T=7087 st=0
C rg=2 rb=507 g=65536 m=7296 T=7087 st=0
C rg=2 rb=508 g=65536 m=7407 T=7087 st=0
C rg=2 rb=509 g=65536 m=7209 T=7087 st=0
C rg=2 rb=510 g=65536 m=7782 T=7087 st=0
C rg=2 rb=511 g=65536 m=6827 T=7087 st=0
C rg=2 rb=512 g=65536 m=7852 T=7087 st=0
C rg=2 rb=513 g=65536 m=6970 T=7087 st=0
C rg=2 rb=514 g=65536 m=7644 T=7087 st=0
C rg=2 rb=515 g=65536 m=7296 T=7087 st=0
C rg=2 rb=516 g=65536 m=7304 T=7087 st=0
C rg=2 rb=517 g=65536 m=7370 T=7087 st=0
C rg=2 rb=518 g=65536 m=7243 T=7087 st=0
C rg=2 rb=519 g=65536 m=7753 T=7087 st=0
C rg=2 rb=520 g=65536 m=6854 T=7087 st=0
C rg=2 rb=521 g=65536 m=7856 T=7087 st=0
C rg=2 rb=522 g=65536 m=6924 T=7087 st=0
C rg=2 rb=523 g=65536 m=7687 T=7087 st=0
C rg=2 rb=524 g=65536 m=7285 T=7087 st=0
C rg=2 rb=525 g=65536 m=7319 T=7087 st=0
C rg=2 rb=526 g=65536 m=7340 T=7087 st=0
C rg=2 rb=527 g=65536 m=7269 T=7087 st=0
C rg=2 rb=528 g=65536 m=7719 T=7087 st=0
C rg=2 rb=529 g=65536 m=6889 T=7087 st=0
C rg=2 rb=530 g=65536 m=7857 T=7087 st=0
C rg=2 rb=531 g=65536 m=6883 T=7087 st=0
C rg=2 rb=532 g=65536 m=7726 T=7087 st=0
C rg=2 rb=533 g=65536 m=7267 T=7087 st=0
C rg=2 rb=534 g=65536 m=7342 T=7087 st=0
C rg=2 rb=535 g=65536 m=7318 T=7087 st=0
C rg=2 rb=536 g=65536 m=7286 T=7087 st=0
C rg=2 rb=537 g=65536 m=7680 T=7087 st=0
C rg=2 rb=538 g=65536 m=6931 T=7087 st=0
C rg=2 rb=539 g=65536 m=7856 T=7087 st=0
C rg=2 rb=540 g=65536 m=6849 T=7087 st=0
C rg=2 rb=541 g=65536 m=7758 T=7087 st=0
C rg=2 rb=542 g=65536 m=7239 T=7087 st=0
C rg=2 rb=543 g=65536 m=7374 T=7087 st=0
C rg=2 rb=544 g=65536 m=7304 T=7087 st=0
C rg=2 rb=545 g=65536 m=7296 T=7087 st=0
C rg=2 rb=546 g=65536 m=7636 T=7087 st=0
C rg=2 rb=547 g=65536 m=6978 T=7087 st=0
C rg=2 rb=548 g=65536 m=7852 T=7087 st=0
C rg=2 rb=549 g=65536 m=6823 T=7087 st=0
C rg=2 rb=550 g=65536 m=7786 T=7087 st=0
C rg=2 rb=551 g=65536 m=7204 T=7087 st=0
C rg=2 rb=552 g=65536 m=7413 T=7087 st=0
C rg=2 rb=553 g=65536 m=7297 T=7087 st=0
C rg=2 rb=554 g=65536 m=7299 T=7087 st=0
C rg=2 rb=555 g=65536 m=7589 T=7087 st=0
C rg=2 rb=556 g=65536 m=7028 T=7087 st=0
C rg=2 rb=557 g=65536 m=7845 T=7087 st=0
C rg=2 rb=558 g=65536 m=6806 T=7087 st=0
C rg=2 rb=559 g=65536 m=7808 T=7087 st=0
C rg=2 rb=560 g=65536 m=7162 T=7087 st=0
C rg=2 rb=561 g=65536 m=7458 T=7087 st=0
C rg=2 rb=562 g=65536 m=7296 T=7087 st=0
C rg=2 rb=563 g=65536 m=7298 T=7087 st=0
C rg=2 rb=564 g=65536 m=7540 T=7087 st=0
C rg=2 rb=565 g=65536 m=7079 T=7087 st=0
C rg=2 rb=566 g=65536 m=7835 T=7087 st=0
C rg=2 rb=567 g=65536 m=6798 T=7087 st=0
C rg=2 rb=568 g=65536 m=7825 T=7087 st=0
C rg=2 rb=569 g=65536 m=7115 T=7087 st=0
C rg=2 rb=570 g=65536 m=7506 T=7087 st=0
C rg=2 rb=571 g=65536 m=7298 T=7087 st=0
C rg=2 rb=572 g=65536 m=7295 T=7087 st=0
C rg=2 rb=573 g=65536 m=7491 T=7087 st=0
C rg=2 rb=574 g=65536 m=7129 T=7087 st=0
C rg=2 rb=575 g=65536 m=7821 T=7087 st=0
C rg=2 rb=576 g=65536 m=6799 T=7087 st=0
C rg=2 rb=577 g=65536 m=7838 T=7087 st=0
C rg=2 rb=578 g=65536 m=7064 T=7087 st=0
C rg=2 rb=579 g=65536 m=7556 T=7087 st=0
C rg=2 rb=580 g=65536 m=7300 T=7087 st=0
C rg=2 rb=581 g=65536 m=7294 T=7087 st=0
C rg=2 rb=582 g=65536 m=7444 T=7087 st=0
C rg=2 rb=583 g=65536 m=7175 T=7087 st=0
C rg=2 rb=584 g=65536 m=7802 T=7087 st=0
C rg=2 rb=585 g=65536 m=6810 T=7087 st=0
C rg=2 rb=586 g=65536 m=7847 T=7087 st=0
C rg=2 rb=587 g=65536 m=7013 T=7087 st=0
C rg=2 rb=588 g=65536 m=7604 T=7087 st=0
C rg=2 rb=589 g=65536 m=7300 T=7087 st=0
C rg=2 rb=590 g=65536 m=7297 T=7087 st=0
C rg=2 rb=591 g=65536 m=7401 T=7087 st=0
C rg=2 rb=592 g=65536 m=7215 T=7087 st=0
C rg=2 rb=593 g=65536 m=7778 T=7087 st=0
C rg=2 rb=594 g=65536 m=6830 T=7087 st=0
C rg=2 rb=595 g=65536 m=7853 T=7087 st=0
C rg=2 rb=596 g=65536 m=6964 T=7087 st=0
C rg=2 rb=597 g=65536 m=7651 T=7087 st=0
C rg=2 rb=598 g=65536 m=7295 T=7087 st=0
C rg=2 rb=599 g=65536 m=7305 T=7087 st=0
C rg=2 rb=600 g=65536 m=7365 T=7087 st=0
C rg=2 rb=601 g=65536 m=7248 T=7087 st=0
C rg=2 rb=602 g=65536 m=7748 T=7087 st=0
C rg=2 rb=603 g=65536 m=6858 T=7087 st=0
C rg=2 rb=604 g=65536 m=7857 T=7087 st=0
C rg=2 rb=605 g=65536 m=6918 T=7087 st=0
C rg=2 rb=606 g=65536 m=7693 T=7087 st=0
C rg=2 rb=607 g=65536 m=7283 T=7087 st=0
C rg=2 rb=608 g=65536 m=7322 T=7087 st=0
C rg=2 rb=609 g=65536 m=7336 T=7087 st=0
C rg=2 rb=610 g=65536 m=7272 T=7087 st=0
C rg=2 rb=611 g=65536 m=7713 T=7087 st=0
C rg=2 rb=612 g=65536 m=6895 T=7087 st=0
C rg=2 rb=613 g=65536 m=7858 T=7087 st=0
C rg=2 rb=614 g=65536 m=6878 T=7087 st=0
C rg=2 rb=615 g=65536 m=7730 T=7087 st=0
C rg=2 rb=616 g=65536 m=7263 T=7087 st=0
C rg=2 rb=617 g=65536 m=7347 T=7087 st=0
C rg=2 rb=618 g=65536 m=7315 T=7087 st=0
C rg=2 rb=619 g=65536 m=7288 T=7087 st=0
C rg=2 rb=620 g=65536 m=7674 T=7087 st=0
C rg=2 rb=621 g=65536 m=6938 T=7087 st=0
C rg=2 rb=622 g=65536 m=7856 T=7087 st=0
C rg=2 rb=623 g=65536 m=6845 T=7087 st=0
C rg=2 rb=624 g=65536 m=7762 T=7087 st=0
C rg=2 rb=625 g=65536 m=7235 T=7087 st=0
C rg=2 rb=626 g=65536 m=7380 T=7087 st=0
C rg=2 rb=627 g=65536 m=7302 T=7087 st=0
C rg=2 rb=628 g=65536 m=7296 T=7087 st=0
C rg=2 rb=629 g=65536 m=7629 T=7087 st=0
C rg=2 rb=630 g=65536 m=6985 T=7087 st=0
C rg=2 rb=631 g=65536 m=7851 T=7087 st=0
C rg=2 rb=632 g=65536 m=6820 T=7087 st=0
C rg=2 rb=633 g=65536 m=7789 T=7087 st=0
C rg=2 rb=634 g=65536 m=7199 T=7087 st=0
C rg=2 rb=635 g=65536 m=7420 T=7087 st=0
C rg=2 rb=636 g=65536 m=7296 T=7087 st=0
C rg=2 rb=637 g=65536 m=7298 T=7087 st=0
C rg=2 rb=638 g=65536 m=7582 T=7087 st=0
C rg=2 rb=639 g=65536 m=7036 T=7087 st=0
C rg=2 rb=640 g=65536 m=7844 T=7087 st=0
C rg=2 rb=641 g=65536 m=6804 T=7087 st=0
C rg=2 rb=642 g=65536 m=7811 T=7087 st=0
C rg=2 rb=643 g=65536 m=7156 T=7087 st=0
C rg=2 rb=644 g=65536 m=7465 T=7087 st=0
C rg=2 rb=645 g=65536 m=7296 T=7087 st=0
C rg=2 rb=646 g=65536 m=7297 T=7087 st=0
C rg=2 rb=647 g=65536 m=7533 T=7087 st=0
C rg=2 rb=648 g=65536 m=7087 T=7087 st=0
C rg=2 rb=649 g=65536 m=7833 T=7087 st=0
C rg=2 rb=650 g=65536 m=6797 T=7087 st=0
C rg=2 rb=651 g=65536 m=7827 T=7087 st=0
C rg=2 rb=652 g=65536 m=7108 T=7087 st=0
C rg=2 rb=653 g=65536 m=7513 T=7087 st=0
C rg=2 rb=654 g=65536 m=7298 T=7087 st=0
C rg=2 rb=655 g=65536 m=7295 T=7087 st=0
C rg=2 rb=656 g=65536 m=7484 T=7087 st=0
C rg=2 rb=657 g=65536 m=7136 T=7087 st=0
C rg=2 rb=658 g=65536 m=7817 T=7087 st=0
C rg=2 rb=659 g=65536 m=6800 T=7087 st=0
C rg=2 rb=660 g=65536 m=7840 T=7087 st=0
C rg=2 rb=661 g=65536 m=7057 T=7087 st=0
C rg=2 rb=662 g=65536 m=7562 T=7087 st=0
C rg=2 rb=663 g=65536 m=7300 T=7087 st=0
C rg=2 rb=664 g=65536 m=7294 T=7087 st=0
C rg=2 rb=665 g=65536 m=7438 T=7087 st=0
C rg=2 rb=666 g=65536 m=7181 T=7087 st=0
C rg=2 rb=667 g=65536 m=7798 T=7087 st=0
C rg=2 rb=668 g=65536 m=6813 T=7087 st=0
C rg=2 rb=669 g=65536 m=7849 T=7087 st=0
C rg=2 rb=670 g=65536 m=7006 T=7087 st=0
C rg=2 rb=671 g=65536 m=7611 T=7087 st=0
C rg=2 rb=672 g=65536 m=7299 T=7087 st=0
C rg=2 rb=673 g=65536 m=7298 T=7087 st=0
C rg=2 rb=674 g=65536 m=7396 T=7087 st=0
C rg=2 rb=675 g=65536 m=7220 T=7087 st=0
C rg=2 rb=676 g=65536 m=7773 T=7087 st=0
C rg=2 rb=677 g=65536 m=6834 T=7087 st=0
C rg=2 rb=678 g=65536 m=7854 T=7087 st=0
C rg=2 rb=679 g=65536 m=6956 T=7087 st=0
C rg=2 rb=680 g=65536 m=7657 T=7087 st=0
C rg=2 rb=681 g=65536 m=7294 T=7087 st=0
C rg=2 rb=682 g=65536 m=7308 T=7087 st=0
C rg=2 rb=683 g=65536 m=7360 T=7087 st=0
C rg=2 rb=684 g=65536 m=7252 T=7087 st=0
C rg=2 rb=685 g=65536 m=7743 T=7087 st=0
C rg=2 rb=686 g=65536 m=6864 T=7087 st=0
C rg=2 rb=687 g=65536 m=7836 T=7087 st=0
C rg=2 rb=688 g=65536 m=3953 T=4134 st=0
C rg=2 rb=689 g=55728 m=10087 T=7068 st=1
C blocks=1294 vetoes=0 adapts=7 latched=0 kept=0
C mix peak_q16: 55644
C wrote results/c_silmem.wav rc=0
