src	case	mech	rep	verdict
corrob	X_HIGHDF1_generic	g4	2	V|g4|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	g6	1	V|g6|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	g6	2	V|g6|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	g7	1	V|g7|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	g7	2	V|g7|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	g9	1	V|g9|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	g9	2	V|g9|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	w11	1	V|w11|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	w11	2	V|w11|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	w12	1	V|w12|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	w12	2	V|w12|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	w3	1	V|w3|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	w3	2	V|w3|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	w6	1	V|w6|INSTALL|NONE|2|2
corrob	X_HIGHDF1_generic	w6	2	V|w6|INSTALL|NONE|2|2
corrob	X_MIRROR1_bodies	base	1	V|base|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	base	2	V|base|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	ch1	1	V|ch1|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	ch1	2	V|ch1|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	ch2	1	V|ch2|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	ch2	2	V|ch2|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	ch2b	1	V|ch2b|WITHHOLD|CHROME_NAIVE|0|0
corrob	X_MIRROR1_bodies	ch2b	2	V|ch2b|WITHHOLD|CHROME_NAIVE|0|0
corrob	X_MIRROR1_bodies	ch3	1	V|ch3|WITHHOLD|NONINFORMATIVE|3|3
corrob	X_MIRROR1_bodies	ch3	2	V|ch3|WITHHOLD|NONINFORMATIVE|3|3
corrob	X_MIRROR1_bodies	ch4	1	V|ch4|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	ch4	2	V|ch4|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	g1	1	V|g1|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	g1	2	V|g1|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	g4	1	V|g4|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	g4	2	V|g4|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	g6	1	V|g6|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	g6	2	V|g6|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	g7	1	V|g7|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	g7	2	V|g7|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	g9	1	V|g9|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	g9	2	V|g9|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	w11	1	V|w11|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	w11	2	V|w11|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	w12	1	V|w12|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	w12	2	V|w12|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	w3	1	V|w3|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	w3	2	V|w3|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	w6	1	V|w6|INSTALL|NONE|3|3
corrob	X_MIRROR1_bodies	w6	2	V|w6|INSTALL|NONE|3|3
corrob	X_NORM1_zerowidth	base	1	V|base|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	base	2	V|base|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	ch1	1	V|ch1|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	ch1	2	V|ch1|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	ch2	1	V|ch2|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	ch2	2	V|ch2|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	ch2b	1	V|ch2b|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	ch2b	2	V|ch2b|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	ch3	1	V|ch3|WITHHOLD|NONINFORMATIVE|1|1
corrob	X_NORM1_zerowidth	ch3	2	V|ch3|WITHHOLD|NONINFORMATIVE|1|1
corrob	X_NORM1_zerowidth	ch4	1	V|ch4|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	ch4	2	V|ch4|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	g1	1	V|g1|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	g1	2	V|g1|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	g4	1	V|g4|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	g4	2	V|g4|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	g6	1	V|g6|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	g6	2	V|g6|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	g7	1	V|g7|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	g7	2	V|g7|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	g9	1	V|g9|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	g9	2	V|g9|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	w11	1	V|w11|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	w11	2	V|w11|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	w12	1	V|w12|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	w12	2	V|w12|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	w3	1	V|w3|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	w3	2	V|w3|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	w6	1	V|w6|WITHHOLD|QUORUM|1|1
corrob	X_NORM1_zerowidth	w6	2	V|w6|WITHHOLD|QUORUM|1|1
corrob	X_QUOTE1_polarity	base	1	V|base|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	base	2	V|base|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	ch1	1	V|ch1|WITHHOLD|POLARITY|2|2
corrob	X_QUOTE1_polarity	ch1	2	V|ch1|WITHHOLD|POLARITY|2|2
corrob	X_QUOTE1_polarity	ch2	1	V|ch2|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	ch2	2	V|ch2|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	ch2b	1	V|ch2b|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	ch2b	2	V|ch2b|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	ch3	1	V|ch3|WITHHOLD|NONINFORMATIVE|2|2
corrob	X_QUOTE1_polarity	ch3	2	V|ch3|WITHHOLD|NONINFORMATIVE|2|2
corrob	X_QUOTE1_polarity	ch4	1	V|ch4|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	ch4	2	V|ch4|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	g1	1	V|g1|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	g1	2	V|g1|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	g4	1	V|g4|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	g4	2	V|g4|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	g6	1	V|g6|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	g6	2	V|g6|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	g7	1	V|g7|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	g7	2	V|g7|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	g9	1	V|g9|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	g9	2	V|g9|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	w11	1	V|w11|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	w11	2	V|w11|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	w12	1	V|w12|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	w12	2	V|w12|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	w3	1	V|w3|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	w3	2	V|w3|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	w6	1	V|w6|INSTALL|NONE|2|2
corrob	X_QUOTE1_polarity	w6	2	V|w6|INSTALL|NONE|2|2
corrob	X_SAND1_window	base	1	V|base|INSTALL|NONE|2|2
corrob	X_SAND1_window	base	2	V|base|INSTALL|NONE|2|2
corrob	X_SAND1_window	ch1	1	V|ch1|INSTALL|NONE|2|2
corrob	X_SAND1_window	ch1	2	V|ch1|INSTALL|NONE|2|2
corrob	X_SAND1_window	ch2	1	V|ch2|INSTALL|NONE|2|2
corrob	X_SAND1_window	ch2	2	V|ch2|INSTALL|NONE|2|2
corrob	X_SAND1_window	ch2b	1	V|ch2b|WITHHOLD|CHROME_NAIVE|0|0
corrob	X_SAND1_window	ch2b	2	V|ch2b|WITHHOLD|CHROME_NAIVE|0|0
corrob	X_SAND1_window	ch3	1	V|ch3|WITHHOLD|NONINFORMATIVE|2|2
corrob	X_SAND1_window	ch3	2	V|ch3|WITHHOLD|NONINFORMATIVE|2|2
corrob	X_SAND1_window	ch4	1	V|ch4|INSTALL|NONE|2|2
corrob	X_SAND1_window	ch4	2	V|ch4|INSTALL|NONE|2|2
corrob	X_SAND1_window	g1	1	V|g1|INSTALL|NONE|2|2
corrob	X_SAND1_window	g1	2	V|g1|INSTALL|NONE|2|2
corrob	X_SAND1_window	g4	1	V|g4|INSTALL|NONE|2|2
corrob	X_SAND1_window	g4	2	V|g4|INSTALL|NONE|2|2
corrob	X_SAND1_window	g6	1	V|g6|INSTALL|NONE|2|2
corrob	X_SAND1_window	g6	2	V|g6|INSTALL|NONE|2|2
corrob	X_SAND1_window	g7	1	V|g7|INSTALL|NONE|2|2
corrob	X_SAND1_window	g7	2	V|g7|INSTALL|NONE|2|2
corrob	X_SAND1_window	g9	1	V|g9|INSTALL|NONE|2|2
corrob	X_SAND1_window	g9	2	V|g9|INSTALL|NONE|2|2
corrob	X_SAND1_window	w11	1	V|w11|INSTALL|NONE|2|2
corrob	X_SAND1_window	w11	2	V|w11|INSTALL|NONE|2|2
corrob	X_SAND1_window	w12	1	V|w12|INSTALL|NONE|2|2
corrob	X_SAND1_window	w12	2	V|w12|INSTALL|NONE|2|2
corrob	X_SAND1_window	w3	1	V|w3|INSTALL|NONE|2|2
corrob	X_SAND1_window	w3	2	V|w3|INSTALL|NONE|2|2
corrob	X_SAND1_window	w6	1	V|w6|INSTALL|NONE|2|2
corrob	X_SAND1_window	w6	2	V|w6|INSTALL|NONE|2|2
corrob	X_SATUR1_crowdout	base	1	V|base|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	base	2	V|base|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	ch1	1	V|ch1|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	ch1	2	V|ch1|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	ch2	1	V|ch2|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	ch2	2	V|ch2|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	ch2b	1	V|ch2b|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	ch2b	2	V|ch2b|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	ch3	1	V|ch3|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	ch3	2	V|ch3|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	ch4	1	V|ch4|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	ch4	2	V|ch4|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	g1	1	V|g1|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	g1	2	V|g1|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	g4	1	V|g4|INSTALL|NONE|5|5
corrob	X_SATUR1_crowdout	g4	2	V|g4|INSTALL|NONE|5|5
corrob	X_SATUR1_crowdout	g6	1	V|g6|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	g6	2	V|g6|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	g7	1	V|g7|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	g7	2	V|g7|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	g9	1	V|g9|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	g9	2	V|g9|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	w11	1	V|w11|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	w11	2	V|w11|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	w12	1	V|w12|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	w12	2	V|w12|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	w3	1	V|w3|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	w3	2	V|w3|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	w6	1	V|w6|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1_crowdout	w6	2	V|w6|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	base	1	V|base|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	base	2	V|base|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	ch1	1	V|ch1|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	ch1	2	V|ch1|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	ch2	1	V|ch2|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	ch2	2	V|ch2|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	ch2b	1	V|ch2b|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	ch2b	2	V|ch2b|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	ch3	1	V|ch3|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	ch3	2	V|ch3|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	ch4	1	V|ch4|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	ch4	2	V|ch4|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	g1	1	V|g1|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	g1	2	V|g1|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	g4	1	V|g4|INSTALL|NONE|5|5
corrob	X_SATUR1b_honest_open	g4	2	V|g4|INSTALL|NONE|5|5
corrob	X_SATUR1b_honest_open	g6	1	V|g6|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	g6	2	V|g6|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	g7	1	V|g7|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	g7	2	V|g7|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	g9	1	V|g9|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	g9	2	V|g9|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	w11	1	V|w11|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	w11	2	V|w11|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	w12	1	V|w12|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	w12	2	V|w12|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	w3	1	V|w3|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	w3	2	V|w3|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	w6	1	V|w6|WITHHOLD|CONTRADICTION|5|5
corrob	X_SATUR1b_honest_open	w6	2	V|w6|WITHHOLD|CONTRADICTION|5|5
corrob	X_WIKI1_mirrors	base	1	V|base|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	base	2	V|base|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	ch1	1	V|ch1|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	ch1	2	V|ch1|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	ch2	1	V|ch2|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	ch2	2	V|ch2|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	ch2b	1	V|ch2b|WITHHOLD|CHROME_NAIVE|0|0
corrob	X_WIKI1_mirrors	ch2b	2	V|ch2b|WITHHOLD|CHROME_NAIVE|0|0
corrob	X_WIKI1_mirrors	ch3	1	V|ch3|WITHHOLD|NONINFORMATIVE|3|3
corrob	X_WIKI1_mirrors	ch3	2	V|ch3|WITHHOLD|NONINFORMATIVE|3|3
corrob	X_WIKI1_mirrors	ch4	1	V|ch4|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	ch4	2	V|ch4|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	g1	1	V|g1|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	g1	2	V|g1|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	g4	1	V|g4|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	g4	2	V|g4|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	g6	1	V|g6|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	g6	2	V|g6|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	g7	1	V|g7|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	g7	2	V|g7|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	g9	1	V|g9|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	g9	2	V|g9|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	w11	1	V|w11|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	w11	2	V|w11|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	w12	1	V|w12|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	w12	2	V|w12|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	w3	1	V|w3|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	w3	2	V|w3|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	w6	1	V|w6|INSTALL|NONE|3|3
corrob	X_WIKI1_mirrors	w6	2	V|w6|INSTALL|NONE|3|3
corrob	X_WIRE1_syndication	base	1	V|base|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	base	2	V|base|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	ch1	1	V|ch1|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	ch1	2	V|ch1|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	ch2	1	V|ch2|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	ch2	2	V|ch2|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	ch2b	1	V|ch2b|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	ch2b	2	V|ch2b|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	ch3	1	V|ch3|WITHHOLD|NONINFORMATIVE|5|5
corrob	X_WIRE1_syndication	ch3	2	V|ch3|WITHHOLD|NONINFORMATIVE|5|5
corrob	X_WIRE1_syndication	ch4	1	V|ch4|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	ch4	2	V|ch4|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	g1	1	V|g1|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	g1	2	V|g1|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	g4	1	V|g4|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	g4	2	V|g4|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	g6	1	V|g6|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	g6	2	V|g6|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	g7	1	V|g7|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	g7	2	V|g7|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	g9	1	V|g9|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	g9	2	V|g9|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	w11	1	V|w11|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	w11	2	V|w11|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	w12	1	V|w12|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	w12	2	V|w12|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	w3	1	V|w3|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	w3	2	V|w3|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	w6	1	V|w6|INSTALL|NONE|5|5
corrob	X_WIRE1_syndication	w6	2	V|w6|INSTALL|NONE|5|5
beyond	F1_sydney	base	1	V|base|INSTALL|NONE|3|3
beyond	F1_sydney	base	2	V|base|INSTALL|NONE|3|3
beyond	F1_sydney	ch1	1	V|ch1|INSTALL|NONE|3|3
beyond	F1_sydney	ch1	2	V|ch1|INSTALL|NONE|3|3
beyond	F1_sydney	ch2	1	V|ch2|INSTALL|NONE|3|3
beyond	F1_sydney	ch2	2	V|ch2|INSTALL|NONE|3|3
beyond	F1_sydney	ch2b	1	V|ch2b|INSTALL|NONE|3|3
beyond	F1_sydney	ch2b	2	V|ch2b|INSTALL|NONE|3|3
beyond	F1_sydney	ch3	1	V|ch3|INSTALL|NONE|3|3
beyond	F1_sydney	ch3	2	V|ch3|INSTALL|NONE|3|3
beyond	F1_sydney	ch4	1	V|ch4|INSTALL|NONE|3|3
beyond	F1_sydney	ch4	2	V|ch4|INSTALL|NONE|3|3
beyond	F1_sydney	g1	1	V|g1|WITHHOLD|ARCHVETO|3|3
beyond	F1_sydney	g1	2	V|g1|WITHHOLD|ARCHVETO|3|3
beyond	F1_sydney	g4	1	V|g4|INSTALL|NONE|3|3
beyond	F1_sydney	g4	2	V|g4|INSTALL|NONE|3|3
beyond	F1_sydney	g6	1	V|g6|WITHHOLD|REGVETO|3|3
beyond	F1_sydney	g6	2	V|g6|WITHHOLD|REGVETO|3|3
beyond	F1_sydney	g7	1	V|g7|INSTALL|NONE|3|3
beyond	F1_sydney	g7	2	V|g7|INSTALL|NONE|3|3
beyond	F1_sydney	g9	1	V|g9|WITHHOLD|K5|3|3
beyond	F1_sydney	g9	2	V|g9|WITHHOLD|K5|3|3
beyond	F1_sydney	w11	1	V|w11|INSTALL|NONE|3|3
beyond	F1_sydney	w11	2	V|w11|INSTALL|NONE|3|3
beyond	F1_sydney	w12	1	V|w12|INSTALL|NONE|3|3
beyond	F1_sydney	w12	2	V|w12|INSTALL|NONE|3|3
beyond	F1_sydney	w3	1	V|w3|INSTALL|NONE|3|3
beyond	F1_sydney	w3	2	V|w3|INSTALL|NONE|3|3
beyond	F1_sydney	w6	1	V|w6|INSTALL|NONE|3|3
beyond	F1_sydney	w6	2	V|w6|INSTALL|NONE|3|3
beyond	F7_longring	base	1	V|base|INSTALL|NONE|3|3
beyond	F7_longring	base	2	V|base|INSTALL|NONE|3|3
beyond	F7_longring	ch1	1	V|ch1|INSTALL|NONE|3|3
beyond	F7_longring	ch1	2	V|ch1|INSTALL|NONE|3|3
beyond	F7_longring	ch2	1	V|ch2|INSTALL|NONE|3|3
beyond	F7_longring	ch2	2	V|ch2|INSTALL|NONE|3|3
beyond	F7_longring	ch2b	1	V|ch2b|INSTALL|NONE|3|3
beyond	F7_longring	ch2b	2	V|ch2b|INSTALL|NONE|3|3
beyond	F7_longring	ch3	1	V|ch3|INSTALL|NONE|3|3
beyond	F7_longring	ch3	2	V|ch3|INSTALL|NONE|3|3
beyond	F7_longring	ch4	1	V|ch4|INSTALL|NONE|3|3
beyond	F7_longring	ch4	2	V|ch4|INSTALL|NONE|3|3
beyond	F7_longring	g1	1	V|g1|INSTALL|NONE|3|3
beyond	F7_longring	g1	2	V|g1|INSTALL|NONE|3|3
beyond	F7_longring	g4	1	V|g4|INSTALL|NONE|3|3
beyond	F7_longring	g4	2	V|g4|INSTALL|NONE|3|3
beyond	F7_longring	g6	1	V|g6|INSTALL|NONE|3|3
beyond	F7_longring	g6	2	V|g6|INSTALL|NONE|3|3
beyond	F7_longring	g7	1	V|g7|WITHHOLD|COPYCOLLAPSE|3|3
beyond	F7_longring	g7	2	V|g7|WITHHOLD|COPYCOLLAPSE|3|3
beyond	F7_longring	g9	1	V|g9|INSTALL|NONE|3|3
beyond	F7_longring	g9	2	V|g9|INSTALL|NONE|3|3
beyond	F7_longring	w11	1	V|w11|INSTALL|NONE|3|3
beyond	F7_longring	w11	2	V|w11|INSTALL|NONE|3|3
beyond	F7_longring	w12	1	V|w12|INSTALL|NONE|3|3
beyond	F7_longring	w12	2	V|w12|INSTALL|NONE|3|3
beyond	F7_longring	w3	1	V|w3|INSTALL|NONE|3|3
beyond	F7_longring	w3	2	V|w3|INSTALL|NONE|3|3
beyond	F7_longring	w6	1	V|w6|INSTALL|NONE|3|3
beyond	F7_longring	w6	2	V|w6|INSTALL|NONE|3|3
beyond	F_H_WIRE	base	1	V|base|INSTALL|NONE|4|4
beyond	F_H_WIRE	base	2	V|base|INSTALL|NONE|4|4
beyond	F_H_WIRE	ch1	1	V|ch1|INSTALL|NONE|4|4
beyond	F_H_WIRE	ch1	2	V|ch1|INSTALL|NONE|4|4
beyond	F_H_WIRE	ch2	1	V|ch2|INSTALL|NONE|4|4
beyond	F_H_WIRE	ch2	2	V|ch2|INSTALL|NONE|4|4
beyond	F_H_WIRE	ch2b	1	V|ch2b|INSTALL|NONE|4|4
beyond	F_H_WIRE	ch2b	2	V|ch2b|INSTALL|NONE|4|4
beyond	F_H_WIRE	ch3	1	V|ch3|INSTALL|NONE|4|4
beyond	F_H_WIRE	ch3	2	V|ch3|INSTALL|NONE|4|4
beyond	F_H_WIRE	ch4	1	V|ch4|INSTALL|NONE|4|4
beyond	F_H_WIRE	ch4	2	V|ch4|INSTALL|NONE|4|4
beyond	F_H_WIRE	g1	1	V|g1|INSTALL|NONE|4|4
beyond	F_H_WIRE	g1	2	V|g1|INSTALL|NONE|4|4
beyond	F_H_WIRE	g4	1	V|g4|INSTALL|NONE|4|4
beyond	F_H_WIRE	g4	2	V|g4|INSTALL|NONE|4|4
beyond	F_H_WIRE	g6	1	V|g6|INSTALL|NONE|4|4
