# RM1 fixture manifest — frozen, generated by gen_rm1.py
# clip	sha256	dx	dy	dir	px	kind	texture	source_window	window_sha256	frame0_sha256
rm1_t07_SE6.vid	4a42f820f295f7be146451a7f79a86241a1f28b7d324763f939e017bdb6cdefe	6	6	SE	6	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_STILL.vid	fc74e525a5dd2f7999598c12c061f4c1291285186905ba37233332124376b02d	0	0	STILL	0	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_SW3.vid	6c77777c3b666d61080a93e3eb75e40c6b78c08752af9d231700930c5b007604	-3	3	SW	3	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_SW6.vid	29efd0b5e5bd0ed6f69e513ca4d125d6be66c89911452c617c6a49151c58aedc	-6	6	SW	6	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_W3.vid	72d9329ff84232df1201720bc15732b79b28759fdea8e20d6bd11e853c51a0ce	-3	0	W	3	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_W6.vid	9eb01a26db51695868297db03d3367d43552b130674b96690468e7939d7c5244	-6	0	W	6	kill	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t07_W8.vid	dcf2007a6b87aeb94e82cf26e28284b133ebe9443b5c4c042f8959cbe3a100a6	-8	0	W	8	exploratory	t07	Eoo4HzILB-M_w012	14307659316eda218da5dc75438f67c4eb8854bb22accd82c37f363f33aa921c	c8e4aa76d43f96fa3b158850d0f0b3c903c2b8efb4d1f04973e32fe7966e3566
rm1_t08_E3.vid	2cebac2b54bb0b4ad8dd581d7936f90b088bd189e5a4d26cd61f07781aea199b	3	0	E	3	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_E6.vid	84125bccc2595c7e0b90cb12b307ef149b9632465743edbf30a366fecdc43774	6	0	E	6	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_E8.vid	b2add2fcad276a20c8429333e488ac112cba46a157d8c1ff18f1ad0dfbaff4ba	8	0	E	8	exploratory	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_N3.vid	8ceadac5aeec115deec254468849f696229529c7a815c6b7a097c589c2b47398	0	-3	N	3	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_N6.vid	fe8da27e1e7420767817b1cfdf417e08c1658f477d800b028f18ae8cddb319cf	0	-6	N	6	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_N8.vid	1d6def139c94a7805061d74a32cca56e4cd88bf6b05400e1a58a1c6fbd89b077	0	-8	N	8	exploratory	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_NE3.vid	e08e6e1a8f1fc11ceec2361cba8fcaad541b908136f9d58673376bfd57a17100	3	-3	NE	3	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_NE6.vid	6c1887184549a342ecda0754a1e1b4da5b1ba7c4104b5227128575de39be881c	6	-6	NE	6	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_NW3.vid	2dff4588b89c472a9f655553b4e0e63076847b4e0fe3677188180e35a563b496	-3	-3	NW	3	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_NW6.vid	96b07a29f0a8ced82b1de35959f1a3fe2e0099bbcb80dfdb16dbc1fbed2d74ea	-6	-6	NW	6	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_S3.vid	224a38d21dfce6ba11dcef1a778b725b82749a22ee7f91bbe39aa874e6e611a8	0	3	S	3	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_S6.vid	01a1bf7d4ac38ea53f058b12ed9299c0dc60eace82d59c742833c103b0811732	0	6	S	6	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_S8.vid	a44473c0e74eebfe5c58e554bce8c13ebdc3d408f28e4148d381bafe53efca85	0	8	S	8	exploratory	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_SE3.vid	f4a0fef8f7ee5aeb003c4d51112a53aa980ad93bc2cdee1dc2a960c596546e2f	3	3	SE	3	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_SE6.vid	d0c0fc9e419c59a338a569ebb75db1576f2ea954c6dd558ed41576a2b1ab41ab	6	6	SE	6	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_STILL.vid	6b1857653575d10a511146f77413c6df9e1702a9fc6cf592e44f37b1a9664fbd	0	0	STILL	0	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_SW3.vid	333569c2c7929e6f9257b6af3c568e76a93b7300d8ac380a412f8479dc4b433e	-3	3	SW	3	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_SW6.vid	e0e1ad1809f829d35c105988be0691031f6b15f3f99e5d0cd8bf3973bc9a6e9d	-6	6	SW	6	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_W3.vid	3b41f163ade3f32b32cc961889ea53638db09acef8ba5b39d839c909a52d36c1	-3	0	W	3	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_W6.vid	89be60c9880d9675c47cc332e288a2a7cb1f7f0f0b812b197fe5be9d05051a1b	-6	0	W	6	kill	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t08_W8.vid	91711432223129c40d327eb8e99367dd9ffd09c5d9ad0d91130c954980de7e8b	-8	0	W	8	exploratory	t08	Eoo4HzILB-M_w014	7a2611a185d2b12786ac7d802b43278cc4579d9a7c154fb3043242bec744c10d	0b0cb9a8b117b01f5a31985cc40ee9dce8f3a709209d1c83e4dbd094359bd568
rm1_t09_E3.vid	cb55f0acf2a4f67cca855e91d9532643bc88937f2207d5e78716942b9e3b9ae9	3	0	E	3	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_E6.vid	866326bd9817b76778ad4d2fe7585ce29610c9f23f1b35041c8cb424f0fdc9c7	6	0	E	6	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_E8.vid	b441c868b13d11f38703bf38c3f282997e2d7c1a7aa71af8c3c5e3cfd697ee02	8	0	E	8	exploratory	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_N3.vid	a98567f2ad1bfd52b7f01ac5f518c1c02f818aa24577eaad897ca7bcdccb5504	0	-3	N	3	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_N6.vid	ee3dca16d7569ef02aa0b16fbde351b01d8bae77dd97e93ffb0b0163d687beb0	0	-6	N	6	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_N8.vid	e0a6284cf3f37b2dfb008702a220b3def66d92eb34db2aa4bd6831d58977cbdd	0	-8	N	8	exploratory	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_NE3.vid	3945df829c57610d0d1654bfaa1af9d490f5bde5b5250ab7f63b5fd1bbea9391	3	-3	NE	3	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_NE6.vid	7bb9688d1ff3451e0d3765a6b3f2aeef87ddcf7e261992bd2f3dbd600bf5e54f	6	-6	NE	6	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_NW3.vid	aeb9d4ca59fceab1c251bda25d4c0f72eea098e217cf5c56ce7696f9f8656c42	-3	-3	NW	3	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_NW6.vid	735c22d9891e30c369369a97cdda5cb728abc92b4f87bc8c4b028983c24095b3	-6	-6	NW	6	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_S3.vid	8473a42af763ec2e48aba1d2b08495dc8beb3809c9e884eb07203f078edf103f	0	3	S	3	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_S6.vid	f946e470396b99baa5668fb8d5c727c732de4745c4f41ba77b4155aa189d449d	0	6	S	6	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_S8.vid	dc2ffa3a17dec3c1f57f252149acfc2372a3d810587741ecb9159f7071f09892	0	8	S	8	exploratory	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_SE3.vid	85d8bcdf758f5c23615fb4a9cacd8fe828af1f7e0e705f7f2751fb53f1ce3355	3	3	SE	3	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_SE6.vid	51b8403c053c9bdaa974cb14934a518824e281d7ec449de51ea2956c8245b5a0	6	6	SE	6	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_STILL.vid	94f9d9d091b8bb35577c764b188fd85750cb5e4af2035efd4416175089623f50	0	0	STILL	0	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_SW3.vid	89070866f01c57036792953a02fb38810579e71d12cbb67983a7373c0f3fd436	-3	3	SW	3	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_SW6.vid	2b03d1887f9487ad9096f20f49b84e5b533d461654f42d052dde0c5676305806	-6	6	SW	6	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_W3.vid	2c9a3e9e9ea0d66db0fadd7a9a33506f0a525e1a699a58a866a8342e79c04c2d	-3	0	W	3	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_W6.vid	9ea4bcc821afca6898ebdaf38b838c64b339667e0a3de53df5c29bfe455a2ca9	-6	0	W	6	kill	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t09_W8.vid	9f65e17bc2bb3c92fed2ecf3417526ca58ccb3598cba8bc68108b8498d327acd	-8	0	W	8	exploratory	t09	uKNQCPXDNdc_w015	ec80eeec7b48e6edbb43df5092e407136f22b515a605cc91c851855b85f3496a	f904105061555bd0ed6e24e390172977000c44c830498bb8da360bcf54bf56cb
rm1_t10_E3.vid	ed00ea0867be7ef2a4d78b989106813524bb7831bdbbaab387da1f14d35b4412	3	0	E	3	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_E6.vid	5deedc2d01fa5520a85d702a8436832f214cf9a6315e660d2e20f9edc47a43e3	6	0	E	6	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_E8.vid	4068b0a964ba368d89bb2da484dbf9f979f8d579e04bfea750ba083125e61523	8	0	E	8	exploratory	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_N3.vid	395a86de88c02be47679faa06cfd8ffcf2f12594a4479887ab5dac46ff21b9f1	0	-3	N	3	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_N6.vid	f0b281640eaaffe7dea93217ce6177ac8539aa93967f60988c225178d12154de	0	-6	N	6	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_N8.vid	ea55d76fa8374a7fff5e7007bf9cecca2bb58098822b2c00613aa42f7859aa2e	0	-8	N	8	exploratory	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_NE3.vid	5e71445354c7a5fb7c1d6ee5090e4eb11d7b8b97c0417bbbae3ad953917fd438	3	-3	NE	3	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_NE6.vid	79dfe3f0d7f7426bfdf03d2dd46126e57280ea04d9289fb32b5dc5ba140872de	6	-6	NE	6	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_NW3.vid	95e353f24c94ead94d319c744b4fe41b0021da9a97fe98630cb9fca067689864	-3	-3	NW	3	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_NW6.vid	c806110c660b4d961808d0a591bf9a10120c2fae40a447fa042bc877dc6f3f54	-6	-6	NW	6	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_S3.vid	ec0d7986cf1430a36f8007b5cf552f620ba57d41cae8ccf24f9fa6e910a342ca	0	3	S	3	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_S6.vid	5d976d6f6674fb088094db45cac5c4786021f6d8604cd6ea9721cfd04d839cd6	0	6	S	6	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_S8.vid	82f46c144aac1eff21493af9bb98bf1907723e3fd38fbac673e262ff537865e0	0	8	S	8	exploratory	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_SE3.vid	21973f90df6b26f40dd139faab5e5aed1b8ccf06d751c0adc2c22ee4c6c68457	3	3	SE	3	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_SE6.vid	13a2cab3982f8220a34ee57f40a9b7c6b99826142fe13b371d53cdbcb42b2d7a	6	6	SE	6	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_STILL.vid	f6149f9a7961a2f28a4e6547a447c941f7f70c0ef2310aa23dd57d34abe7a44b	0	0	STILL	0	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_SW3.vid	9a1c033e64511b52954a0ed6913e2ced269ee2cfb81bd8549449be98dde97781	-3	3	SW	3	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_SW6.vid	f4f373504630ad53b8fe79bdc8f958a69391a552ea345d987c267fa6f95fd1dc	-6	6	SW	6	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_W3.vid	d9fc319b7462434dc826b95e8d7d66db933f46d35d9f5539e73ed7c0a1b19b7e	-3	0	W	3	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_W6.vid	92991ab912aad090b59954aad6ac6b7a403fc99aaa87e72cb2712ffbdf58b959	-6	0	W	6	kill	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t10_W8.vid	0e6f519bfa184fa804e1ecc3d4021587d6107f1a59e898a0c471bf51d133c619	-8	0	W	8	exploratory	t10	uKNQCPXDNdc_w077	51724883dabb5af8378c1f1da58210c673ac7d7de3178936de10556b5a498697	1e3bb5582905314423f8a2b41345a558d86b34c4e33133f71d08d96a92dde026
rm1_t11_E3.vid	5541bf079f4285c7cb70c1e72d4c7e4e26c19a303c8d56b37bccaf4292fd0b11	3	0	E	3	kill	t11	uKNQCPXDNdc_w093	26a877cc62567158d422ff272077bbab2e2a72df61652c5cf7b5cc72376c76cb	05c7d0d5d9879733d58d75db49acb5dcbec156ae753c7a637e0e4994481a88cb
rm1_t11_E6.vid	7db81ef247c2ec2a83451607b0d5533aba49435568c86a1ea5a1a387137cfce9	6	0	E	6	kill	t11	uKNQCPXDNdc_w093	26a877cc62567158d422ff272077bbab2e2a72df61652c5cf7b5cc72376c76cb	05c7d0d5d9879733d58d75db49acb5dcbec156ae753c7a637e0e4994481a88cb
rm1_t11_E8.vid	e6aba37d573541faee978db4872164cddba642ba8054ee587afadf6fe376510b	8	0	E	8	exploratory	t11	uKNQCPXDNdc_w093	26a877cc62567158d422ff272077bbab2e2a72df61652c5cf7b5cc72376c76cb	05c7d0d5d9879733d58d75db49acb5dcbec156ae753c7a637e0e4994481a88cb
rm1_t11_N3.vid	31053c64c9fbed6e71478b43458cb34aab75ab23ea3884cb450f381fb9da1793	0	-3	N	3	kill	t11	uKNQCPXDNdc_w093	26a877cc62567158d422ff272077bbab2e2a72df61652c5cf7b5cc72376c76cb	05c7d0d5d9879733d58d75db49acb5dcbec156ae753c7a637e0e4994481a88cb
rm1_t11_N6.vid	961f2bbd36aa9b851e547f11e69b3852c7809489e76a8325548c939b29c366d0	0	-6	N	6	kill	t11	uKNQCPXDNdc_w093	26a877cc62567158d422ff272077bbab2e2a72df61652c5cf7b5cc72376c76cb	05c7d0d5d9879733d58d75db49acb5dcbec156ae753c7a637e0e4994481a88cb
rm1_t11_N8.vid	f143ce1d3ac6d5ffa4225f980f9a77c90e0f98b928197d8e9d547eade2364de8	0	-8	N	8	exploratory	t11	uKNQCPXDNdc_w093	26a877cc62567158d422ff272077bbab2e2a72df61652c5cf7b5cc72376c76cb	05c7d0d5d9879733d58d75db49acb5dcbec156ae753c7a637e0e4994481a88cb
rm1_t11_NE3.vid	7d8a93512e8f6537b8b6258a4eec5020102100e4bedabcce8787a19b1e8c85db	3	-3	NE	3	kill	t11	uKNQCPXDNdc_w093	26a877cc62567158d422ff272077bbab2e2a72df61652c5cf7b5cc72376c76cb	05c7d0d5d9879733d58d75db49acb5dcbec156ae753c7a637e0e4994481a88cb
rm1_t11_NE6.vid	cc67235b93292d5b7c49799dff1aec360a8a147ce4306e204149d28ae85d5aa8	6	-6	NE	6	kill	t11	uKNQCPXDNdc_w093	26a877cc62567158d422ff272077bbab2e2a72df61652c5cf7b5cc72376c76cb	05c7d0d5d9879733d58d75db49acb5dcbec156ae753c7a637e0e4994481a88cb
rm1_t11_NW3.vid	804284d6daf4e7da8a9df2b1a3d70dfa694244272750c201d923f2de54433b95	-3	-3	NW	3	kill	t11	uKNQCPXDNdc_w093	26a877cc62567158d422ff272077bbab2e2a72df61652c5cf7b5cc72376c76cb	05c7d0d5d9879733d58d75db49acb5dcbec156ae753c7a637e0e4994481a88cb
rm1_t11_NW6.vid	4e7dbecc986c4866cb76f719f161710f917cf90124e6b6444edd7f2c92ff41e0	-6	-6	NW	6	kill	t11	uKNQCPXDNdc_w093	26a877cc62567158d422ff272077bbab2e2a72df61652c5cf7b5cc72376c76cb	05c7d0d5d9879733d58d75db49acb5dcbec156ae753c7a637e0e4994481a88cb
rm1_t11_S3.vid	84700894ed67b561099e00b256a6b9543e8a06ba5411146c55443118e7be4081	0	3	S	3	kill	t11	uKNQCPXDNdc_w093	26a877cc62567158d422ff272077bbab2e2a72df61652c5cf7b5cc72376c76cb	05c7d0d5d9879733d58d75db49acb5dcbec156ae753c7a637e0e4994481a88cb
rm1_t11_S6.vid	9fbec88a95815527229f1a431d88cb76da3ba6c00d9edf151e98406743bacc74	0	6	S	6	kill	t11	uKNQCPXDNdc_w093	26a877cc62567158d422ff272077bbab2e2a72df61652c5cf7b5cc72376c76cb	05c7d0d5d9879733d58d75db49acb5dcbec156ae753c7a637e0e4994481a88cb
