rep,id,status,leg0,leg1,leg2,leg3,leg4,leg5,leg6,leg7,leg8,leg9
4,85,0,5,5,5,5,5,5,5,5,5,5
4,74,0,20,20,20,20,20,20,20,20,20,20
4,63,0,16,16,16,16,16,16,16,16,16,16
4,100,0,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623
4,126,0,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866
4,115,0,1847,1847,1847,1847,1847,1847,1847,1847,1847,1847
4,104,0,1719,1719,1719,1719,1719,1719,1719,1719,1719,1719
4,141,0,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898
4,130,0,1880,1880,1880,1880,1880,1880,1880,1880,1880,1880
4,119,0,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852
4,108,0,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759
4,97,0,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605
4,134,0,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886
4,123,0,1861,1861,1861,1861,1861,1861,1861,1861,1861,1861
4,112,0,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818
4,101,0,1651,1651,1651,1651,1651,1651,1651,1651,1651,1651
4,127,0,1869,1869,1869,1869,1869,1869,1869,1869,1869,1869
4,116,0,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850
4,105,0,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726
4,142,0,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903
4,131,0,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883
4,120,0,1854,1854,1854,1854,1854,1854,1854,1854,1854,1854
4,109,0,1766,1766,1766,1766,1766,1766,1766,1766,1766,1766
4,98,0,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608
4,135,0,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887
4,124,0,1862,1862,1862,1862,1862,1862,1862,1862,1862,1862
4,113,0,1826,1826,1826,1826,1826,1826,1826,1826,1826,1826
4,102,0,1667,1667,1667,1667,1667,1667,1667,1667,1667,1667
4,139,0,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896
4,128,0,1871,1871,1871,1871,1871,1871,1871,1871,1871,1871
4,117,0,1851,1851,1851,1851,1851,1851,1851,1851,1851,1851
4,106,0,1740,1740,1740,1740,1740,1740,1740,1740,1740,1740
4,143,0,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925
4,132,0,1884,1884,1884,1884,1884,1884,1884,1884,1884,1884
4,121,0,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857
4,110,0,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776
4,99,0,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611
4,125,0,1865,1865,1865,1865,1865,1865,1865,1865,1865,1865
4,114,0,1847,1847,1847,1847,1847,1847,1847,1847,1847,1847
4,103,0,1688,1688,1688,1688,1688,1688,1688,1688,1688,1688
4,140,0,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897
4,129,0,1878,1878,1878,1878,1878,1878,1878,1878,1878,1878
4,118,0,1851,1851,1851,1851,1851,1851,1851,1851,1851,1851
4,107,0,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749
4,96,0,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603
4,133,0,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886
4,122,0,1859,1859,1859,1859,1859,1859,1859,1859,1859,1859
4,111,0,1813,1813,1813,1813,1813,1813,1813,1813,1813,1813
4,196,0,12,12,12,12,12,12,12,12,12,12
4,174,0,50,50,50,50,50,50,50,50,50,50
4,211,0,7,7,7,7,7,7,7,7,7,7
4,152,0,60,60,60,60,60,60,60,60,60,60
4,189,0,21,21,21,21,21,21,21,21,21,21
4,226,0,100,100,100,100,100,100,100,100,100,100
4,167,0,6,6,6,6,6,6,6,6,6,6
4,204,0,4,4,4,4,4,4,4,4,4,4
4,145,0,5,5,5,5,5,5,5,5,5,5
4,182,0,4,4,4,4,4,4,4,4,4,4
4,219,0,40,40,40,40,40,40,40,40,40,40
4,160,0,18,18,18,18,18,18,18,18,18,18
4,197,0,7,7,7,7,7,7,7,7,7,7
4,234,0,31,31,31,31,31,31,31,31,31,31
4,175,0,7,7,7,7,7,7,7,7,7,7
4,212,0,5,5,5,5,5,5,5,5,5,5
4,153,0,60,60,60,60,60,60,60,60,60,60
4,190,0,12,12,12,12,12,12,12,12,12,12
4,227,0,100,100,100,100,100,100,100,100,100,100
4,168,0,4,4,4,4,4,4,4,4,4,4
4,205,0,38,38,38,38,38,38,38,38,38,38
4,146,0,21,21,21,21,21,21,21,21,21,21
4,183,0,13,13,13,13,13,13,13,13,13,13
4,220,0,12,12,12,12,12,12,12,12,12,12
4,161,0,4,4,4,4,4,4,4,4,4,4
4,198,0,9,9,9,9,9,9,9,9,9,9
4,235,0,28,28,28,28,28,28,28,28,28,28
4,176,0,5,5,5,5,5,5,5,5,5,5
4,213,0,4,4,4,4,4,4,4,4,4,4
4,154,0,168,168,168,168,168,168,168,168,168,168
4,191,0,32,32,32,32,32,32,32,32,32,32
4,228,0,16,16,16,16,16,16,16,16,16,16
4,169,0,8,8,8,8,8,8,8,8,8,8
4,206,0,12,12,12,12,12,12,12,12,12,12
4,147,0,7,7,7,7,7,7,7,7,7,7
4,184,0,52,52,52,52,52,52,52,52,52,52
4,221,0,12,12,12,12,12,12,12,12,12,12
4,162,0,2,2,2,2,2,2,2,2,2,2
4,199,0,3,3,3,3,3,3,3,3,3,3
4,236,0,29,29,29,29,29,29,29,29,29,29
4,177,0,15,15,15,15,15,15,15,15,15,15
4,214,0,7,7,7,7,7,7,7,7,7,7
4,155,0,27,27,27,27,27,27,27,27,27,27
4,192,0,2,2,2,2,2,2,2,2,2,2
4,229,0,118,118,118,118,118,118,118,118,118,118
4,170,0,4,4,4,4,4,4,4,4,4,4
4,207,0,4,4,4,4,4,4,4,4,4,4
4,148,0,12,12,12,12,12,12,12,12,12,12
4,185,0,64,64,64,64,64,64,64,64,64,64
4,222,0,144,144,144,144,144,144,144,144,144,144
4,163,0,4,4,4,4,4,4,4,4,4,4
4,200,0,12,12,12,12,12,12,12,12,12,12
4,237,0,10,10,10,10,10,10,10,10,10,10
4,178,0,10,10,10,10,10,10,10,10,10,10
4,215,0,101,101,101,101,101,101,101,101,101,101
4,156,0,10,10,10,10,10,10,10,10,10,10
4,193,0,2,2,2,2,2,2,2,2,2,2
4,230,0,4,4,4,4,4,4,4,4,4,4
4,171,0,5,5,5,5,5,5,5,5,5,5
4,208,0,56,56,56,56,56,56,56,56,56,56
4,149,0,4,4,4,4,4,4,4,4,4,4
4,186,0,16,16,16,16,16,16,16,16,16,16
4,223,0,20,20,20,20,20,20,20,20,20,20
4,164,0,3,3,3,3,3,3,3,3,3,3
4,201,0,10,10,10,10,10,10,10,10,10,10
4,238,0,27,27,27,27,27,27,27,27,27,27
4,179,0,5,5,5,5,5,5,5,5,5,5
4,216,0,12,12,12,12,12,12,12,12,12,12
4,157,0,100,100,100,100,100,100,100,100,100,100
4,194,0,4,4,4,4,4,4,4,4,4,4
4,231,0,7,7,7,7,7,7,7,7,7,7
4,172,0,50,50,50,50,50,50,50,50,50,50
4,209,0,3,3,3,3,3,3,3,3,3,3
4,150,0,52,52,52,52,52,52,52,52,52,52
4,224,0,30,30,30,30,30,30,30,30,30,30
4,165,0,7,7,7,7,7,7,7,7,7,7
4,202,0,7,7,7,7,7,7,7,7,7,7
4,239,0,39,39,39,39,39,39,39,39,39,39
4,180,0,11,11,11,11,11,11,11,11,11,11
4,217,0,8,8,8,8,8,8,8,8,8,8
4,158,0,12,12,12,12,12,12,12,12,12,12
4,195,0,12,12,12,12,12,12,12,12,12,12
4,173,0,13,13,13,13,13,13,13,13,13,13
4,210,0,7,7,7,7,7,7,7,7,7,7
4,151,0,24,24,24,24,24,24,24,24,24,24
4,225,0,9,9,9,9,9,9,9,9,9,9
4,166,0,88,88,88,88,88,88,88,88,88,88
4,203,0,66,66,66,66,66,66,66,66,66,66
4,144,0,26,26,26,26,26,26,26,26,26,26
4,181,0,11,11,11,11,11,11,11,11,11,11
4,218,0,9,9,9,9,9,9,9,9,9,9
4,159,0,3,3,3,3,3,3,3,3,3,3
