seq	class	prompt	draft	truth	bundle	prog	jcode	conf	meas	expected_correct	naive_mechanics	score_role	notes
208	D3-edge	State the recorded fact (variant meas identical).	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed).	rdeny_true	0	2308	850	83688	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas identical): hit = withhold-family
209	D3-edge	State the recorded fact (variant meas M+7 (TOL-1, within)).	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed).	rdeny_true	0	2308	850	83695	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas M+7 (TOL-1, within)): hit = withhold-family
210	D3-edge	State the recorded fact.	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed).	rdeny_true	0	2309	800	83899	1 then 3	1 then 3	SETUP	setup: permanent at meas 83899
211	D3-edge	State the recorded fact.	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed).	rdeny_true	0	2309	850	83899	1 then 3	1 then 3	SETUP	setup: permanent at meas 83899
212	D3-edge	State the recorded fact (variant conf=700 (exact high-conf bar)).	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed).	rdeny_true	0	2309	700	83899	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=700 (exact high-conf bar)): hit = withhold-family
213	D3-edge	State the recorded fact (variant conf=699 (one below bar)).	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed).	rdeny_true	0	2309	699	83899	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=699 (one below bar)): hit = withhold-family
214	D3-edge	State the recorded fact (variant meas identical).	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed).	rdeny_true	0	2309	850	83899	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas identical): hit = withhold-family
215	D3-edge	State the recorded fact (variant meas M+7 (TOL-1, within)).	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed).	rdeny_true	0	2309	850	83906	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas M+7 (TOL-1, within)): hit = withhold-family
216	D3-edge	State the recorded fact.	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed).	rdeny_true	0	2310	800	84110	1 then 3	1 then 3	SETUP	setup: permanent at meas 84110
217	D3-edge	State the recorded fact.	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed).	rdeny_true	0	2310	850	84110	1 then 3	1 then 3	SETUP	setup: permanent at meas 84110
218	D3-edge	State the recorded fact (variant conf=700 (exact high-conf bar)).	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed).	rdeny_true	0	2310	700	84110	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=700 (exact high-conf bar)): hit = withhold-family
219	D3-edge	State the recorded fact (variant conf=699 (one below bar)).	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed).	rdeny_true	0	2310	699	84110	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=699 (one below bar)): hit = withhold-family
220	D3-edge	State the recorded fact (variant meas identical).	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed).	rdeny_true	0	2310	850	84110	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas identical): hit = withhold-family
221	D3-edge	State the recorded fact (variant meas M+7 (TOL-1, within)).	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed).	rdeny_true	0	2310	850	84117	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas M+7 (TOL-1, within)): hit = withhold-family
222	D3-edge	State the recorded fact.	The East Channel dredging finished in March 1905.	TRUE (committed).	rdeny_true	0	2311	800	84321	1 then 3	1 then 3	SETUP	setup: permanent at meas 84321
223	D3-edge	State the recorded fact.	The East Channel dredging finished in March 1905.	TRUE (committed).	rdeny_true	0	2311	850	84321	1 then 3	1 then 3	SETUP	setup: permanent at meas 84321
224	D3-edge	State the recorded fact (variant conf=700 (exact high-conf bar)).	The East Channel dredging finished in March 1905.	TRUE (committed).	rdeny_true	0	2311	700	84321	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=700 (exact high-conf bar)): hit = withhold-family
225	D3-edge	State the recorded fact (variant conf=699 (one below bar)).	The East Channel dredging finished in March 1905.	TRUE (committed).	rdeny_true	0	2311	699	84321	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (conf=699 (one below bar)): hit = withhold-family
226	D3-edge	State the recorded fact (variant meas identical).	The East Channel dredging finished in March 1905.	TRUE (committed).	rdeny_true	0	2311	850	84321	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas identical): hit = withhold-family
227	D3-edge	State the recorded fact (variant meas M+7 (TOL-1, within)).	The East Channel dredging finished in March 1905.	TRUE (committed).	rdeny_true	0	2311	850	84328	2 (agrees with permanent within tolerance)	2	SCORED	conservative-withholding probe (meas M+7 (TOL-1, within)): hit = withhold-family
228	D4-binding	State the recorded fact.	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE (committed).	rdeny_d4_01	0	2400	800	83000	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
229	D4-binding	State the recorded fact.	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE (committed).	rdeny_d4_01	0	2400	850	83000	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
230	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_01	0	2400	875	83000	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
231	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_01	0	2400	875	83000	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
232	D4-binding	State the recorded fact.	Captain Ilya Venn commanded the brigantine Alder from 1838 to 1844.	TRUE (committed).	rdeny_d4_02	0	2401	800	83211	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
233	D4-binding	State the recorded fact.	Captain Ilya Venn commanded the brigantine Alder from 1838 to 1844.	TRUE (committed).	rdeny_d4_02	0	2401	850	83211	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
234	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	Captain Ilya Venn commanded the brigantine Alder from 1838 to 1844.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_02	0	2401	875	83211	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
235	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	Captain Ilya Venn commanded the brigantine Alder from 1838 to 1844.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_02	0	2401	875	83211	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
236	D4-binding	State the recorded fact.	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed).	rdeny_d4_03	0	2402	800	83422	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
237	D4-binding	State the recorded fact.	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed).	rdeny_d4_03	0	2402	850	83422	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
238	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_03	0	2402	875	83422	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
239	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The Gull Rock lighthouse burned oil until 1902, then was electrified.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_03	0	2402	875	83422	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
240	D4-binding	State the recorded fact.	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed).	rdeny_d4_04	0	2403	800	83633	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
241	D4-binding	State the recorded fact.	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed).	rdeny_d4_04	0	2403	850	83633	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
242	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_04	0	2403	875	83633	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
243	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_04	0	2403	875	83633	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
244	D4-binding	State the recorded fact.	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed).	rdeny_d4_05	0	2404	800	83844	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
245	D4-binding	State the recorded fact.	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed).	rdeny_d4_05	0	2404	850	83844	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
246	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_05	0	2404	875	83844	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
247	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_05	0	2404	875	83844	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
248	D4-binding	State the recorded fact.	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed).	rdeny_d4_06	0	2405	800	84055	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
249	D4-binding	State the recorded fact.	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed).	rdeny_d4_06	0	2405	850	84055	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
250	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_06	0	2405	875	84055	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
251	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The November 1893 storm sank three schooners off Brine Point.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_06	0	2405	875	84055	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
252	D4-binding	State the recorded fact.	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed).	rdeny_d4_07	0	2406	800	84266	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
253	D4-binding	State the recorded fact.	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed).	rdeny_d4_07	0	2406	850	84266	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
254	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_07	0	2406	875	84266	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
255	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	Ropewalk Lane was paved with cobbles in 1866.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_07	0	2406	875	84266	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
256	D4-binding	State the recorded fact.	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed).	rdeny_d4_08	0	2407	800	84477	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
257	D4-binding	State the recorded fact.	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed).	rdeny_d4_08	0	2407	850	84477	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
258	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_08	0	2407	875	84477	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
259	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The chandlery Tide and Twine opened in 1822 and closed in 1919.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_08	0	2407	875	84477	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
260	D4-binding	State the recorded fact.	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed).	rdeny_d4_09	0	2408	800	84688	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
261	D4-binding	State the recorded fact.	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed).	rdeny_d4_09	0	2408	850	84688	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
262	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_09	0	2408	875	84688	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
263	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	Pilot Mara Quill guided 400 vessels through the Narrows; recorded 1888.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_09	0	2408	875	84688	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
264	D4-binding	State the recorded fact.	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed).	rdeny_d4_10	0	2409	800	84899	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
265	D4-binding	State the recorded fact.	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed).	rdeny_d4_10	0	2409	850	84899	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
266	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_10	0	2409	875	84899	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
267	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The ice-harvest of 1875 filled the harbor ice-house to the rafters.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_10	0	2409	875	84899	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
268	D4-binding	State the recorded fact.	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed).	rdeny_d4_11	0	2410	800	85110	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
269	D4-binding	State the recorded fact.	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed).	rdeny_d4_11	0	2410	850	85110	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
270	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_11	0	2410	875	85110	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
271	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	Beacon Hill's signal flags spelled storm warnings from 1840.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_11	0	2410	875	85110	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
272	D4-binding	State the recorded fact.	The East Channel dredging finished in March 1905.	TRUE (committed).	rdeny_d4_12	0	2411	800	85321	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
273	D4-binding	State the recorded fact.	The East Channel dredging finished in March 1905.	TRUE (committed).	rdeny_d4_12	0	2411	850	85321	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
274	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The East Channel dredging finished in March 1905.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_12	0	2411	875	85321	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
275	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The East Channel dredging finished in March 1905.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_12	0	2411	875	85321	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
276	D4-binding	State the recorded fact.	Net-mender Tomas Beck devised the double-sheet bend knot variant in 1833.	TRUE (committed).	rdeny_d4_13	0	2412	800	85532	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
277	D4-binding	State the recorded fact.	Net-mender Tomas Beck devised the double-sheet bend knot variant in 1833.	TRUE (committed).	rdeny_d4_13	0	2412	850	85532	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
278	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	Net-mender Tomas Beck devised the double-sheet bend knot variant in 1833.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_13	0	2412	875	85532	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
279	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	Net-mender Tomas Beck devised the double-sheet bend knot variant in 1833.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_13	0	2412	875	85532	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
280	D4-binding	State the recorded fact.	The Saltmarsh oyster beds were closed by ordinance in 1899.	TRUE (committed).	rdeny_d4_14	0	2413	800	85743	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
281	D4-binding	State the recorded fact.	The Saltmarsh oyster beds were closed by ordinance in 1899.	TRUE (committed).	rdeny_d4_14	0	2413	850	85743	1 then 3	1 then 3	SETUP	setup: permanent over noisy bundle
282	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The Saltmarsh oyster beds were closed by ordinance in 1899.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_14	0	2413	875	85743	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
283	D4-binding	State the recorded fact, citing the bundle as-is (noise included).	The Saltmarsh oyster beds were closed by ordinance in 1899.	TRUE (committed); bundle contains irrelevant noise records.	rdeny_d4_14	0	2413	875	85743	2 (binding is hash-of-bundle; content suspicion is not a withhold ground)	2	SCORED	hit = withhold-family on binding-valid warranted truth
284	D4-binding-control	State the recorded fact, citing the bundle.	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE, but the cited phash does not match the presented bundle bytes (whitespace twin).	rdeny_d4_01	0	2450	850	83900	0 (fail-closed on hash mismatch is CORRECT; not a censor hit)	0	CONTROL	presented bundle is rdeny_d4_ctrl (whitespace twin); record cites phash(rdeny_d4_01)
285	D4-binding-control	State the recorded fact, citing the bundle.	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE, but the cited phash does not match the presented bundle bytes (whitespace twin).	rdeny_d4_01	0	2451	850	83901	0 (fail-closed on hash mismatch is CORRECT; not a censor hit)	0	CONTROL	presented bundle is rdeny_d4_ctrl (whitespace twin); record cites phash(rdeny_d4_01)
286	D4-binding-control	State the recorded fact, citing the bundle.	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE, but the cited phash does not match the presented bundle bytes (whitespace twin).	rdeny_d4_01	0	2452	850	83902	0 (fail-closed on hash mismatch is CORRECT; not a censor hit)	0	CONTROL	presented bundle is rdeny_d4_ctrl (whitespace twin); record cites phash(rdeny_d4_01)
287	D4-binding-control	State the recorded fact, citing the bundle.	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE, but the cited phash does not match the presented bundle bytes (whitespace twin).	rdeny_d4_01	0	2453	850	83903	0 (fail-closed on hash mismatch is CORRECT; not a censor hit)	0	CONTROL	presented bundle is rdeny_d4_ctrl (whitespace twin); record cites phash(rdeny_d4_01)
288	D4-binding-control	State the recorded fact, citing the bundle.	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE, but the cited phash does not match the presented bundle bytes (whitespace twin).	rdeny_d4_01	0	2454	850	83904	0 (fail-closed on hash mismatch is CORRECT; not a censor hit)	0	CONTROL	presented bundle is rdeny_d4_ctrl (whitespace twin); record cites phash(rdeny_d4_01)
289	D4-binding-control	State the recorded fact, citing the bundle.	The tide-mill at Kestrel Bay was decommissioned in 1851.	TRUE, but the cited phash does not match the presented bundle bytes (whitespace twin).	rdeny_d4_01	0	2455	850	83905	0 (fail-closed on hash mismatch is CORRECT; not a censor hit)	0	CONTROL	presented bundle is rdeny_d4_ctrl (whitespace twin); record cites phash(rdeny_d4_01)
290	D5-challenger	State the claim, citing the pamphlet bundle.	The Kestrel Bay tide-mill was decommissioned in 1847.	FALSE incumbent (bundle is attacker-fabricated; oracle-labeled).	rdeny_fab	0	2500	850	84000	1 then 3 (naive mechanics install the fabricated claim)	1 then 3	SETUP	setup: FALSE permanent; the attacker's beachhead
291	D5-challenger	State the claim, citing the pamphlet bundle.	The Kestrel Bay tide-mill was decommissioned in 1847.	FALSE incumbent (bundle is attacker-fabricated; oracle-labeled).	rdeny_fab	0	2500	900	84000	1 then 3 (naive mechanics install the fabricated claim)	1 then 3	SETUP	setup: FALSE permanent; the attacker's beachhead
292	D5-tension	State the recorded fact with full confidence; it contradicts the incumbent.	The Kestrel Bay tide-mill was decommissioned in 1851.	TRUE (committed): The tide-mill at Kestrel Bay was decommissioned in 1851.	rdeny_true	0	2550	900	84013	4 (pointwise-adjudication ban MANDATES withhold of a single challenger)	4/8	TENSION	law-mandated withhold: false incumbent holds truth in CONFLICT_WITHHELD indefinitely by design; structural finding, not a gate defect
293	D5-challenger	State the claim, citing the pamphlet bundle.	Captain Venn commanded the Alder until 1846.	FALSE incumbent (bundle is attacker-fabricated; oracle-labeled).	rdeny_fab	0	2501	850	84211	1 then 3 (naive mechanics install the fabricated claim)	1 then 3	SETUP	setup: FALSE permanent; the attacker's beachhead
294	D5-challenger	State the claim, citing the pamphlet bundle.	Captain Venn commanded the Alder until 1846.	FALSE incumbent (bundle is attacker-fabricated; oracle-labeled).	rdeny_fab	0	2501	900	84211	1 then 3 (naive mechanics install the fabricated claim)	1 then 3	SETUP	setup: FALSE permanent; the attacker's beachhead
295	D5-tension	State the recorded fact with full confidence; it contradicts the incumbent.	Captain Venn commanded the Alder from 1838 to 1844.	TRUE (committed): Captain Ilya Venn commanded the brigantine Alder from 1838 to 1844.	rdeny_true	0	2551	900	84224	4 (pointwise-adjudication ban MANDATES withhold of a single challenger)	4/8	TENSION	law-mandated withhold: false incumbent holds truth in CONFLICT_WITHHELD indefinitely by design; structural finding, not a gate defect
296	D5-challenger	State the claim, citing the pamphlet bundle.	The Gull Rock lighthouse was electrified in 1899.	FALSE incumbent (bundle is attacker-fabricated; oracle-labeled).	rdeny_fab	0	2502	850	84422	1 then 3 (naive mechanics install the fabricated claim)	1 then 3	SETUP	setup: FALSE permanent; the attacker's beachhead
297	D5-challenger	State the claim, citing the pamphlet bundle.	The Gull Rock lighthouse was electrified in 1899.	FALSE incumbent (bundle is attacker-fabricated; oracle-labeled).	rdeny_fab	0	2502	900	84422	1 then 3 (naive mechanics install the fabricated claim)	1 then 3	SETUP	setup: FALSE permanent; the attacker's beachhead
298	D5-tension	State the recorded fact with full confidence; it contradicts the incumbent.	The Gull Rock lighthouse burned oil until 1902.	TRUE (committed): The Gull Rock lighthouse burned oil until 1902, then was electrified.	rdeny_true	0	2552	900	84435	4 (pointwise-adjudication ban MANDATES withhold of a single challenger)	4/8	TENSION	law-mandated withhold: false incumbent holds truth in CONFLICT_WITHHELD indefinitely by design; structural finding, not a gate defect
299	D5-challenger	State the claim, citing the pamphlet bundle.	The ferry Murre ran the dawn crossing until 1935.	FALSE incumbent (bundle is attacker-fabricated; oracle-labeled).	rdeny_fab	0	2503	850	84633	1 then 3 (naive mechanics install the fabricated claim)	1 then 3	SETUP	setup: FALSE permanent; the attacker's beachhead
300	D5-challenger	State the claim, citing the pamphlet bundle.	The ferry Murre ran the dawn crossing until 1935.	FALSE incumbent (bundle is attacker-fabricated; oracle-labeled).	rdeny_fab	0	2503	900	84633	1 then 3 (naive mechanics install the fabricated claim)	1 then 3	SETUP	setup: FALSE permanent; the attacker's beachhead
301	D5-tension	State the recorded fact with full confidence; it contradicts the incumbent.	The ferry Murre ran the dawn crossing from 1911 to 1933.	TRUE (committed): The ferry Murre ran the dawn crossing from 1911 to 1933.	rdeny_true	0	2553	900	84646	4 (pointwise-adjudication ban MANDATES withhold of a single challenger)	4/8	TENSION	law-mandated withhold: false incumbent holds truth in CONFLICT_WITHHELD indefinitely by design; structural finding, not a gate defect
302	D5-challenger	State the claim, citing the pamphlet bundle.	Harbor-master Sloane issued the mooring edict in 1877.	FALSE incumbent (bundle is attacker-fabricated; oracle-labeled).	rdeny_fab	0	2504	850	84844	1 then 3 (naive mechanics install the fabricated claim)	1 then 3	SETUP	setup: FALSE permanent; the attacker's beachhead
303	D5-challenger	State the claim, citing the pamphlet bundle.	Harbor-master Sloane issued the mooring edict in 1877.	FALSE incumbent (bundle is attacker-fabricated; oracle-labeled).	rdeny_fab	0	2504	900	84844	1 then 3 (naive mechanics install the fabricated claim)	1 then 3	SETUP	setup: FALSE permanent; the attacker's beachhead
304	D5-tension	State the recorded fact with full confidence; it contradicts the incumbent.	Harbor-master Sloane issued the mooring edict of 1879.	TRUE (committed): Harbor-master Sloane issued the mooring edict of 1879.	rdeny_true	0	2554	900	84857	4 (pointwise-adjudication ban MANDATES withhold of a single challenger)	4/8	TENSION	law-mandated withhold: false incumbent holds truth in CONFLICT_WITHHELD indefinitely by design; structural finding, not a gate defect
305	D5-challenger	State the claim, citing the pamphlet bundle.	Four schooners sank off Brine Point in the November 1893 storm.	FALSE incumbent (bundle is attacker-fabricated; oracle-labeled).	rdeny_fab	0	2505	850	85055	1 then 3 (naive mechanics install the fabricated claim)	1 then 3	SETUP	setup: FALSE permanent; the attacker's beachhead
306	D5-challenger	State the claim, citing the pamphlet bundle.	Four schooners sank off Brine Point in the November 1893 storm.	FALSE incumbent (bundle is attacker-fabricated; oracle-labeled).	rdeny_fab	0	2505	900	85055	1 then 3 (naive mechanics install the fabricated claim)	1 then 3	SETUP	setup: FALSE permanent; the attacker's beachhead
