id	depth	f1	f4	M1	M4a	f1p	f4p
logic-g_tmp-GP-12	4	500	0	500	0	1000	0
logic-g_tmp-GP-12	8	500	0	500	0	1000	0
logic-g_tmp-GP-12	16	500	0	500	0	1000	0
logic-g_tmp-GP-13	1	500	0	500	0	1000	0
logic-g_tmp-GP-13	2	500	0	500	0	1000	0
logic-g_tmp-GP-13	4	500	0	500	0	1000	0
logic-g_tmp-GP-13	8	500	0	500	0	1000	0
logic-g_tmp-GP-13	16	500	0	500	0	1000	0
logic-g_tmp-GP-14	1	500	0	500	0	1000	0
logic-g_tmp-GP-14	2	500	0	500	0	1000	0
logic-g_tmp-GP-14	4	500	0	500	0	1000	0
logic-g_tmp-GP-14	8	500	0	500	0	1000	0
logic-g_tmp-GP-14	16	500	0	500	0	1000	0
logic-g_tmp-GP-15	1	500	0	500	0	1000	0
logic-g_tmp-GP-15	2	500	0	500	0	1000	0
logic-g_tmp-GP-15	4	500	0	500	0	1000	0
logic-g_tmp-GP-15	8	500	0	500	0	1000	0
logic-g_tmp-GP-15	16	500	0	500	0	1000	0
logic-g_tmp-GP-16	1	500	0	500	0	1000	0
logic-g_tmp-GP-16	2	500	0	500	0	1000	0
logic-g_tmp-GP-16	4	500	0	500	0	1000	0
logic-g_tmp-GP-16	8	500	0	500	0	1000	0
logic-g_tmp-GP-16	16	500	0	500	0	1000	0
logic-g_tmp-GP-17	1	500	0	500	0	1000	0
logic-g_tmp-GP-17	2	500	0	500	0	1000	0
logic-g_tmp-GP-17	4	500	0	500	0	1000	0
logic-g_tmp-GP-17	8	500	0	500	0	1000	0
logic-g_tmp-GP-17	16	500	0	500	0	1000	0
logic-g_tmp-GP-18	1	500	0	500	0	1000	0
logic-g_tmp-GP-18	2	1000	500	1000	500	1000	1000
logic-g_tmp-GP-18	4	1000	500	1000	500	1000	1000
logic-g_tmp-GP-18	8	1000	500	1000	500	1000	1000
logic-g_tmp-GP-18	16	1000	500	1000	500	1000	1000
logic-g_tmp-GP-19	1	500	0	500	0	1000	0
logic-g_tmp-GP-19	2	500	0	500	0	1000	0
logic-g_tmp-GP-19	4	500	0	500	0	1000	0
logic-g_tmp-GP-19	8	500	0	500	0	1000	0
logic-g_tmp-GP-19	16	500	0	500	0	1000	0
logic-g_tmp-GP-20	1	500	0	500	0	1000	0
logic-g_tmp-GP-20	2	500	0	500	0	1000	0
logic-g_tmp-GP-20	4	500	0	500	0	1000	0
logic-g_tmp-GP-20	8	500	0	500	0	1000	0
logic-g_tmp-GP-20	16	500	0	500	0	1000	0
logic-mlogic-ML-20	1	500	0	500	0	1000	0
logic-mlogic-ML-20	2	1000	500	1000	500	1000	1000
logic-mlogic-ML-20	4	1000	500	1000	500	1000	1000
logic-mlogic-ML-20	8	1000	500	1000	500	1000	1000
logic-mlogic-ML-20	16	1000	500	1000	500	1000	1000
logic-mlogic-ML-21	1	500	0	500	0	1000	0
logic-mlogic-ML-21	2	1000	500	1000	500	1000	1000
logic-mlogic-ML-21	4	1000	500	1000	500	1000	1000
logic-mlogic-ML-21	8	1000	500	1000	500	1000	1000
logic-mlogic-ML-21	16	1000	500	1000	500	1000	1000
logic-mlogic-ML-22	1	500	0	500	0	1000	0
logic-mlogic-ML-22	2	1000	500	1000	500	1000	1000
logic-mlogic-ML-22	4	1000	500	1000	500	1000	1000
logic-mlogic-ML-22	8	1000	500	1000	500	1000	1000
logic-mlogic-ML-22	16	1000	500	1000	500	1000	1000
logic-mlogic-ML-23	1	500	0	500	0	1000	0
logic-mlogic-ML-23	2	1000	500	1000	500	1000	1000
logic-mlogic-ML-23	4	1000	500	1000	500	1000	1000
logic-mlogic-ML-23	8	1000	500	1000	500	1000	1000
logic-mlogic-ML-23	16	1000	500	1000	500	1000	1000
logic-mlogic-ML-24	1	500	0	500	0	1000	0
logic-mlogic-ML-24	2	500	0	500	0	1000	0
logic-mlogic-ML-24	4	500	0	500	0	1000	0
logic-mlogic-ML-24	8	500	0	500	0	1000	0
logic-mlogic-ML-24	16	500	0	500	0	1000	0
logic-rt_a-RTA-001	1	500	0	500	0	1000	0
logic-rt_a-RTA-001	2	500	0	500	0	1000	0
logic-rt_a-RTA-001	4	500	0	500	0	1000	0
logic-rt_a-RTA-001	8	500	0	500	0	1000	0
logic-rt_a-RTA-001	16	500	0	500	0	1000	0
logic-rt_a-RTA-002	1	500	0	500	0	1000	0
logic-rt_a-RTA-002	2	500	0	500	0	1000	0
logic-rt_a-RTA-002	4	500	0	500	0	1000	0
logic-rt_a-RTA-002	8	500	0	500	0	1000	0
logic-rt_a-RTA-002	16	500	0	500	0	1000	0
logic-rt_a-RTA-003	1	500	0	500	0	1000	0
logic-rt_a-RTA-003	2	500	0	500	0	1000	0
logic-rt_a-RTA-003	4	500	0	500	0	1000	0
logic-rt_a-RTA-003	8	500	0	500	0	1000	0
logic-rt_a-RTA-003	16	500	0	500	0	1000	0
logic-rt_a-RTA-004	1	500	0	500	0	1000	0
logic-rt_a-RTA-004	2	500	0	500	0	1000	0
logic-rt_a-RTA-004	4	500	0	500	0	1000	0
logic-rt_a-RTA-004	8	500	0	500	0	1000	0
logic-rt_a-RTA-004	16	500	0	500	0	1000	0
logic-rt_a-RTA-005	1	500	0	500	0	1000	0
logic-rt_a-RTA-005	2	500	0	500	0	1000	0
logic-rt_a-RTA-005	4	500	0	500	0	1000	0
logic-rt_a-RTA-005	8	500	0	500	0	1000	0
logic-rt_a-RTA-005	16	500	0	500	0	1000	0
logic-rt_a-RTA-006	1	500	0	500	0	1000	0
logic-rt_a-RTA-006	2	500	0	500	0	1000	0
logic-rt_a-RTA-006	4	500	0	500	0	1000	0
logic-rt_a-RTA-006	8	500	0	500	0	1000	0
logic-rt_a-RTA-006	16	500	0	500	0	1000	0
logic-rt_a-RTA-007	1	500	0	500	0	1000	0
logic-rt_a-RTA-007	2	500	0	500	0	1000	0
logic-rt_a-RTA-007	4	500	0	500	0	1000	0
logic-rt_a-RTA-007	8	500	0	500	0	1000	0
logic-rt_a-RTA-007	16	500	0	500	0	1000	0
logic-rt_a-RTA-008	1	500	0	500	0	1000	0
logic-rt_a-RTA-008	2	500	0	500	0	1000	0
logic-rt_a-RTA-008	4	500	0	500	0	1000	0
logic-rt_a-RTA-008	8	500	0	500	0	1000	0
logic-rt_a-RTA-008	16	500	0	500	0	1000	0
logic-rt_a-RTA-009	1	500	0	500	0	1000	0
logic-rt_a-RTA-009	2	500	0	500	0	1000	0
logic-rt_a-RTA-009	4	500	0	500	0	1000	0
logic-rt_a-RTA-009	8	500	0	500	0	1000	0
logic-rt_a-RTA-009	16	500	0	500	0	1000	0
logic-rt_a-RTA-010	1	500	0	500	0	1000	0
logic-rt_a-RTA-010	2	500	0	500	0	1000	0
logic-rt_a-RTA-010	4	500	0	500	0	1000	0
logic-rt_a-RTA-010	8	500	0	500	0	1000	0
logic-rt_a-RTA-010	16	500	0	500	0	1000	0
logic-rt_a-RTA-011	1	500	0	500	0	1000	0
logic-rt_a-RTA-011	2	500	0	500	0	1000	0
logic-rt_a-RTA-011	4	500	0	500	0	1000	0
logic-rt_a-RTA-011	8	500	0	500	0	1000	0
logic-rt_a-RTA-011	16	500	0	500	0	1000	0
logic-rt_a-RTA-012	1	500	0	500	0	1000	0
logic-rt_a-RTA-012	2	500	0	500	0	1000	0
logic-rt_a-RTA-012	4	500	0	500	0	1000	0
logic-rt_a-RTA-012	8	500	0	500	0	1000	0
logic-rt_a-RTA-012	16	500	0	500	0	1000	0
logic-rt_a-RTA-013	1	500	0	500	0	1000	0
logic-rt_a-RTA-013	2	500	0	500	0	1000	0
logic-rt_a-RTA-013	4	500	0	500	0	1000	0
logic-rt_a-RTA-013	8	500	0	500	0	1000	0
logic-rt_a-RTA-013	16	500	0	500	0	1000	0
logic-rt_a-RTA-014	1	500	0	500	0	1000	0
logic-rt_a-RTA-014	2	500	0	500	0	1000	0
logic-rt_a-RTA-014	4	500	0	500	0	1000	0
logic-rt_a-RTA-014	8	500	0	500	0	1000	0
logic-rt_a-RTA-014	16	500	0	500	0	1000	0
logic-rt_a-RTA-015	1	500	0	500	0	1000	0
logic-rt_a-RTA-015	2	500	0	500	0	1000	0
logic-rt_a-RTA-015	4	500	0	500	0	1000	0
logic-rt_a-RTA-015	8	500	0	500	0	1000	0
logic-rt_a-RTA-015	16	500	0	500	0	1000	0
logic-rt_a-RTA-016	1	500	0	500	0	1000	0
logic-rt_a-RTA-016	2	500	0	500	0	1000	0
logic-rt_a-RTA-016	4	500	0	500	0	1000	0
logic-rt_a-RTA-016	8	500	0	500	0	1000	0
logic-rt_a-RTA-016	16	500	0	500	0	1000	0
logic-rt_a-RTA-017	1	500	0	500	0	1000	0
logic-rt_a-RTA-017	2	500	0	500	0	1000	0
logic-rt_a-RTA-017	4	500	0	500	0	1000	0
logic-rt_a-RTA-017	8	500	0	500	0	1000	0
logic-rt_a-RTA-017	16	500	0	500	0	1000	0
logic-rt_a-RTA-018	1	500	0	500	0	1000	0
logic-rt_a-RTA-018	2	500	0	500	0	1000	0
logic-rt_a-RTA-018	4	500	0	500	0	1000	0
logic-rt_a-RTA-018	8	500	0	500	0	1000	0
logic-rt_a-RTA-018	16	500	0	500	0	1000	0
logic-rt_a-RTA-019	1	500	0	500	0	1000	0
logic-rt_a-RTA-019	2	500	0	500	0	1000	0
logic-rt_a-RTA-019	4	500	0	500	0	1000	0
logic-rt_a-RTA-019	8	500	0	500	0	1000	0
logic-rt_a-RTA-019	16	500	0	500	0	1000	0
logic-rt_a-RTA-020	1	500	0	500	0	1000	0
logic-rt_a-RTA-020	2	500	0	500	0	1000	0
logic-rt_a-RTA-020	4	500	0	500	0	1000	0
logic-rt_a-RTA-020	8	500	0	500	0	1000	0
logic-rt_a-RTA-020	16	500	0	500	0	1000	0
logic-rt_a-RTA-021	1	500	0	500	0	1000	0
logic-rt_a-RTA-021	2	500	0	500	0	1000	0
logic-rt_a-RTA-021	4	500	0	500	0	1000	0
logic-rt_a-RTA-021	8	500	0	500	0	1000	0
logic-rt_a-RTA-021	16	500	0	500	0	1000	0
logic-rt_a-RTA-022	1	500	0	500	0	1000	0
logic-rt_a-RTA-022	2	500	0	500	0	1000	0
logic-rt_a-RTA-022	4	500	0	500	0	1000	0
logic-rt_a-RTA-022	8	500	0	500	0	1000	0
logic-rt_a-RTA-022	16	500	0	500	0	1000	0
logic-rt_a-RTA-023	1	500	0	500	0	1000	0
logic-rt_a-RTA-023	2	500	0	500	0	1000	0
logic-rt_a-RTA-023	4	500	0	500	0	1000	0
logic-rt_a-RTA-023	8	500	0	500	0	1000	0
logic-rt_a-RTA-023	16	500	0	500	0	1000	0
logic-rt_a-RTA-024	1	500	0	500	0	1000	0
logic-rt_a-RTA-024	2	500	0	500	0	1000	0
logic-rt_a-RTA-024	4	500	0	500	0	1000	0
logic-rt_a-RTA-024	8	500	0	500	0	1000	0
logic-rt_a-RTA-024	16	500	0	500	0	1000	0
logic-rt_a-RTA-025	1	500	0	500	0	1000	0
logic-rt_a-RTA-025	2	1000	500	1000	500	1000	1000
logic-rt_a-RTA-025	4	1000	500	1000	500	1000	1000
logic-rt_a-RTA-025	8	1000	500	1000	500	1000	1000
logic-rt_a-RTA-025	16	1000	500	1000	500	1000	1000
logic-rt_a-RTA-026	1	500	0	500	0	1000	0
logic-rt_a-RTA-026	2	1000	500	1000	500	1000	1000
logic-rt_a-RTA-026	4	1000	500	1000	500	1000	1000
logic-rt_a-RTA-026	8	1000	500	1000	500	1000	1000
logic-rt_a-RTA-026	16	1000	500	1000	500	1000	1000
logic-rt_a-RTA-027	1	500	0	500	0	1000	0
logic-rt_a-RTA-027	2	1000	500	1000	500	1000	1000
logic-rt_a-RTA-027	4	1000	500	1000	500	1000	1000
logic-rt_a-RTA-027	8	1000	500	1000	500	1000	1000
logic-rt_a-RTA-027	16	1000	500	1000	500	1000	1000
logic-rt_a-RTA-028	1	500	0	500	0	1000	0
logic-rt_a-RTA-028	2	1000	500	1000	500	1000	1000
logic-rt_a-RTA-028	4	1000	500	1000	500	1000	1000
logic-rt_a-RTA-028	8	1000	500	1000	500	1000	1000
logic-rt_a-RTA-028	16	1000	500	1000	500	1000	1000
logic-rt_a-RTA-029	1	500	0	500	0	1000	0
logic-rt_a-RTA-029	2	1000	500	1000	500	1000	1000
logic-rt_a-RTA-029	4	1000	500	1000	500	1000	1000
logic-rt_a-RTA-029	8	1000	500	1000	500	1000	1000
logic-rt_a-RTA-029	16	1000	500	1000	500	1000	1000
logic-rt_a-RTA-030	1	500	0	500	0	1000	0
logic-rt_a-RTA-030	2	1000	500	1000	500	1000	1000
logic-rt_a-RTA-030	4	1000	500	1000	500	1000	1000
logic-rt_a-RTA-030	8	1000	500	1000	500	1000	1000
logic-rt_a-RTA-030	16	1000	500	1000	500	1000	1000
logic-rt_a-RTA-031	1	500	0	500	0	1000	0
logic-rt_a-RTA-031	2	1000	500	1000	500	1000	1000
logic-rt_a-RTA-031	4	1000	500	1000	500	1000	1000
logic-rt_a-RTA-031	8	1000	500	1000	500	1000	1000
logic-rt_a-RTA-031	16	1000	500	1000	500	1000	1000
logic-rt_a-RTA-032	1	500	0	500	0	1000	0
logic-rt_a-RTA-032	2	1000	500	1000	500	1000	1000
logic-rt_a-RTA-032	4	1000	500	1000	500	1000	1000
logic-rt_a-RTA-032	8	1000	500	1000	500	1000	1000
logic-rt_a-RTA-032	16	1000	500	1000	500	1000	1000
logic-rt_a-RTA-033	1	500	0	500	0	1000	0
logic-rt_a-RTA-033	2	500	0	500	0	1000	0
logic-rt_a-RTA-033	4	500	0	500	0	1000	0
logic-rt_a-RTA-033	8	500	0	500	0	1000	0
logic-rt_a-RTA-033	16	500	0	500	0	1000	0
logic-rt_a-RTA-034	1	500	0	500	0	1000	0
logic-rt_a-RTA-034	2	500	0	500	0	1000	0
logic-rt_a-RTA-034	4	500	0	500	0	1000	0
logic-rt_a-RTA-034	8	500	0	500	0	1000	0
logic-rt_a-RTA-034	16	500	0	500	0	1000	0
logic-rt_a-RTA-035	1	500	0	500	0	1000	0
logic-rt_a-RTA-035	2	500	0	500	0	1000	0
logic-rt_a-RTA-035	4	500	0	500	0	1000	0
logic-rt_a-RTA-035	8	500	0	500	0	1000	0
logic-rt_a-RTA-035	16	500	0	500	0	1000	0
logic-rt_a-RTA-036	1	500	0	500	0	1000	0
logic-rt_a-RTA-036	2	500	0	500	0	1000	0
logic-rt_a-RTA-036	4	500	0	500	0	1000	0
logic-rt_a-RTA-036	8	500	0	500	0	1000	0
logic-rt_a-RTA-036	16	500	0	500	0	1000	0
logic-rt_a-RTA-037	1	500	0	500	0	1000	0
logic-rt_a-RTA-037	2	500	0	500	0	1000	0
logic-rt_a-RTA-037	4	500	0	500	0	1000	0
logic-rt_a-RTA-037	8	500	0	500	0	1000	0
logic-rt_a-RTA-037	16	500	0	500	0	1000	0
logic-rt_a-RTA-038	1	500	0	500	0	1000	0
logic-rt_a-RTA-038	2	500	0	500	0	1000	0
logic-rt_a-RTA-038	4	500	0	500	0	1000	0
logic-rt_a-RTA-038	8	500	0	500	0	1000	0
logic-rt_a-RTA-038	16	500	0	500	0	1000	0
logic-rt_a-RTA-039	1	500	0	500	0	1000	0
logic-rt_a-RTA-039	2	500	0	500	0	1000	0
logic-rt_a-RTA-039	4	500	0	500	0	1000	0
logic-rt_a-RTA-039	8	500	0	500	0	1000	0
logic-rt_a-RTA-039	16	500	0	500	0	1000	0
logic-rt_a-RTA-040	1	500	0	500	0	1000	0
logic-rt_a-RTA-040	2	500	0	500	0	1000	0
logic-rt_a-RTA-040	4	500	0	500	0	1000	0
logic-rt_a-RTA-040	8	500	0	500	0	1000	0
logic-rt_a-RTA-040	16	500	0	500	0	1000	0
logic-rt_a-RTA-041	1	500	0	500	0	1000	0
logic-rt_a-RTA-041	2	500	0	500	0	1000	0
logic-rt_a-RTA-041	4	500	0	500	0	1000	0
logic-rt_a-RTA-041	8	500	0	500	0	1000	0
logic-rt_a-RTA-041	16	500	0	500	0	1000	0
logic-rt_a-RTA-042	1	500	0	500	0	1000	0
logic-rt_a-RTA-042	2	500	0	500	0	1000	0
logic-rt_a-RTA-042	4	500	0	500	0	1000	0
logic-rt_a-RTA-042	8	500	0	500	0	1000	0
logic-rt_a-RTA-042	16	500	0	500	0	1000	0
logic-rt_a-RTA-043	1	500	0	500	0	1000	0
logic-rt_a-RTA-043	2	500	0	500	0	1000	0
logic-rt_a-RTA-043	4	500	0	500	0	1000	0
logic-rt_a-RTA-043	8	500	0	500	0	1000	0
logic-rt_a-RTA-043	16	500	0	500	0	1000	0
logic-rt_a-RTA-044	1	500	0	500	0	1000	0
logic-rt_a-RTA-044	2	500	0	500	0	1000	0
logic-rt_a-RTA-044	4	500	0	500	0	1000	0
logic-rt_a-RTA-044	8	500	0	500	0	1000	0
logic-rt_a-RTA-044	16	500	0	500	0	1000	0
logic-rt_a-RTA-045	1	500	0	500	0	1000	0
logic-rt_a-RTA-045	2	500	0	500	0	1000	0
logic-rt_a-RTA-045	4	500	0	500	0	1000	0
logic-rt_a-RTA-045	8	500	0	500	0	1000	0
logic-rt_a-RTA-045	16	500	0	500	0	1000	0
logic-rt_b-RTB-001	1	500	0	500	0	1000	0
logic-rt_b-RTB-001	2	1000	500	1000	500	1000	1000
logic-rt_b-RTB-001	4	1000	500	1000	500	1000	1000
logic-rt_b-RTB-001	8	1000	500	1000	500	1000	1000
logic-rt_b-RTB-001	16	1000	500	1000	500	1000	1000
logic-rt_b-RTB-002	1	500	0	500	0	1000	0
logic-rt_b-RTB-002	2	1000	500	1000	500	1000	1000
logic-rt_b-RTB-002	4	1000	500	1000	500	1000	1000
logic-rt_b-RTB-002	8	1000	500	1000	500	1000	1000
logic-rt_b-RTB-002	16	1000	500	1000	500	1000	1000
logic-rt_b-RTB-003	1	500	0	500	0	1000	0
logic-rt_b-RTB-003	2	1000	500	1000	500	1000	1000
logic-rt_b-RTB-003	4	1000	500	1000	500	1000	1000
logic-rt_b-RTB-003	8	1000	500	1000	500	1000	1000
logic-rt_b-RTB-003	16	1000	500	1000	500	1000	1000
logic-rt_b-RTB-004	1	500	0	500	0	1000	0
logic-rt_b-RTB-004	2	1000	500	1000	500	1000	1000
logic-rt_b-RTB-004	4	1000	500	1000	500	1000	1000
logic-rt_b-RTB-004	8	1000	500	1000	500	1000	1000
logic-rt_b-RTB-004	16	1000	500	1000	500	1000	1000
logic-rt_b-RTB-005	1	500	0	500	0	1000	0
logic-rt_b-RTB-005	2	1000	500	1000	500	1000	1000
logic-rt_b-RTB-005	4	1000	500	1000	500	1000	1000
logic-rt_b-RTB-005	8	1000	500	1000	500	1000	1000
logic-rt_b-RTB-005	16	1000	500	1000	500	1000	1000
logic-rt_b-RTB-006	1	500	0	500	0	1000	0
logic-rt_b-RTB-006	2	1000	500	1000	500	1000	1000
logic-rt_b-RTB-006	4	1000	500	1000	500	1000	1000
logic-rt_b-RTB-006	8	1000	500	1000	500	1000	1000
logic-rt_b-RTB-006	16	1000	500	1000	500	1000	1000
logic-rt_b-RTB-007	1	500	0	500	0	1000	0
logic-rt_b-RTB-007	2	1000	500	1000	500	1000	1000
logic-rt_b-RTB-007	4	1000	500	1000	500	1000	1000
logic-rt_b-RTB-007	8	1000	500	1000	500	1000	1000
logic-rt_b-RTB-007	16	1000	500	1000	500	1000	1000
logic-rt_b-RTB-008	1	500	0	500	0	1000	0
logic-rt_b-RTB-008	2	1000	500	1000	500	1000	1000
logic-rt_b-RTB-008	4	1000	500	1000	500	1000	1000
logic-rt_b-RTB-008	8	1000	500	1000	500	1000	1000
logic-rt_b-RTB-008	16	1000	500	1000	500	1000	1000
logic-rt_b-RTB-009	1	500	0	500	0	1000	0
logic-rt_b-RTB-009	2	500	0	500	0	1000	0
logic-rt_b-RTB-009	4	500	0	500	0	1000	0
logic-rt_b-RTB-009	8	500	0	500	0	1000	0
logic-rt_b-RTB-009	16	500	0	500	0	1000	0
logic-rt_b-RTB-010	1	500	0	500	0	1000	0
logic-rt_b-RTB-010	2	500	0	500	0	1000	0
logic-rt_b-RTB-010	4	500	0	500	0	1000	0
logic-rt_b-RTB-010	8	500	0	500	0	1000	0
logic-rt_b-RTB-010	16	500	0	500	0	1000	0
logic-rt_b-RTB-011	1	500	0	500	0	1000	0
logic-rt_b-RTB-011	2	500	0	500	0	1000	0
logic-rt_b-RTB-011	4	500	0	500	0	1000	0
logic-rt_b-RTB-011	8	500	0	500	0	1000	0
logic-rt_b-RTB-011	16	500	0	500	0	1000	0
logic-rt_b-RTB-012	1	500	0	500	0	1000	0
logic-rt_b-RTB-012	2	500	0	500	0	1000	0
logic-rt_b-RTB-012	4	500	0	500	0	1000	0
logic-rt_b-RTB-012	8	500	0	500	0	1000	0
logic-rt_b-RTB-012	16	500	0	500	0	1000	0
logic-rt_b-RTB-013	1	500	0	500	0	1000	0
logic-rt_b-RTB-013	2	500	0	500	0	1000	0
logic-rt_b-RTB-013	4	500	0	500	0	1000	0
logic-rt_b-RTB-013	8	500	0	500	0	1000	0
logic-rt_b-RTB-013	16	500	0	500	0	1000	0
logic-rt_b-RTB-014	1	500	0	500	0	1000	0
logic-rt_b-RTB-014	2	500	0	500	0	1000	0
logic-rt_b-RTB-014	4	500	0	500	0	1000	0
logic-rt_b-RTB-014	8	500	0	500	0	1000	0
logic-rt_b-RTB-014	16	500	0	500	0	1000	0
logic-rt_b-RTB-015	1	500	0	500	0	1000	0
logic-rt_b-RTB-015	2	500	0	500	0	1000	0
logic-rt_b-RTB-015	4	500	0	500	0	1000	0
logic-rt_b-RTB-015	8	500	0	500	0	1000	0
logic-rt_b-RTB-015	16	500	0	500	0	1000	0
logic-rt_b-RTB-016	1	500	0	500	0	1000	0
logic-rt_b-RTB-016	2	500	0	500	0	1000	0
logic-rt_b-RTB-016	4	500	0	500	0	1000	0
logic-rt_b-RTB-016	8	500	0	500	0	1000	0
logic-rt_b-RTB-016	16	500	0	500	0	1000	0
logic-rt_b-RTB-017	1	500	0	500	0	1000	0
logic-rt_b-RTB-017	2	500	0	500	0	1000	0
logic-rt_b-RTB-017	4	500	0	500	0	1000	0
logic-rt_b-RTB-017	8	500	0	500	0	1000	0
logic-rt_b-RTB-017	16	500	0	500	0	1000	0
logic-rt_b-RTB-018	1	500	0	500	0	1000	0
logic-rt_b-RTB-018	2	500	0	500	0	1000	0
logic-rt_b-RTB-018	4	500	0	500	0	1000	0
logic-rt_b-RTB-018	8	500	0	500	0	1000	0
logic-rt_b-RTB-018	16	500	0	500	0	1000	0
logic-rt_b-RTB-019	1	500	0	500	0	1000	0
logic-rt_b-RTB-019	2	500	0	500	0	1000	0
logic-rt_b-RTB-019	4	500	0	500	0	1000	0
logic-rt_b-RTB-019	8	500	0	500	0	1000	0
logic-rt_b-RTB-019	16	500	0	500	0	1000	0
logic-rt_b-RTB-020	1	500	0	500	0	1000	0
logic-rt_b-RTB-020	2	500	0	500	0	1000	0
logic-rt_b-RTB-020	4	500	0	500	0	1000	0
logic-rt_b-RTB-020	8	500	0	500	0	1000	0
logic-rt_b-RTB-020	16	500	0	500	0	1000	0
logic-rt_b-RTB-021	1	500	0	500	0	1000	0
logic-rt_b-RTB-021	2	500	0	500	0	1000	0
logic-rt_b-RTB-021	4	500	0	500	0	1000	0
logic-rt_b-RTB-021	8	500	0	500	0	1000	0
logic-rt_b-RTB-021	16	500	0	500	0	1000	0
logic-rt_b-RTB-022	1	500	0	500	0	1000	0
logic-rt_b-RTB-022	2	500	0	500	0	1000	0
logic-rt_b-RTB-022	4	500	0	500	0	1000	0
logic-rt_b-RTB-022	8	500	0	500	0	1000	0
logic-rt_b-RTB-022	16	500	0	500	0	1000	0
logic-rt_b-RTB-023	1	500	0	500	0	1000	0
logic-rt_b-RTB-023	2	500	0	500	0	1000	0
logic-rt_b-RTB-023	4	500	0	500	0	1000	0
logic-rt_b-RTB-023	8	500	0	500	0	1000	0
logic-rt_b-RTB-023	16	500	0	500	0	1000	0
logic-rt_b-RTB-024	1	500	0	500	0	1000	0
logic-rt_b-RTB-024	2	500	0	500	0	1000	0
logic-rt_b-RTB-024	4	500	0	500	0	1000	0
logic-rt_b-RTB-024	8	500	0	500	0	1000	0
logic-rt_b-RTB-024	16	500	0	500	0	1000	0
logic-rt_b-RTB-025	1	500	0	500	0	1000	0
logic-rt_b-RTB-025	2	500	0	500	0	1000	0
logic-rt_b-RTB-025	4	500	0	500	0	1000	0
logic-rt_b-RTB-025	8	500	0	500	0	1000	0
logic-rt_b-RTB-025	16	500	0	500	0	1000	0
logic-rt_b-RTB-026	1	500	0	500	0	1000	0
logic-rt_b-RTB-026	2	500	0	500	0	1000	0
logic-rt_b-RTB-026	4	500	0	500	0	1000	0
logic-rt_b-RTB-026	8	500	0	500	0	1000	0
logic-rt_b-RTB-026	16	500	0	500	0	1000	0
logic-rt_b-RTB-027	1	500	0	500	0	1000	0
logic-rt_b-RTB-027	2	500	0	500	0	1000	0
logic-rt_b-RTB-027	4	500	0	500	0	1000	0
logic-rt_b-RTB-027	8	500	0	500	0	1000	0
logic-rt_b-RTB-027	16	500	0	500	0	1000	0
logic-rt_b-RTB-028	1	500	0	500	0	1000	0
logic-rt_b-RTB-028	2	500	0	500	0	1000	0
logic-rt_b-RTB-028	4	500	0	500	0	1000	0
logic-rt_b-RTB-028	8	500	0	500	0	1000	0
logic-rt_b-RTB-028	16	500	0	500	0	1000	0
logic-rt_b-RTB-029	1	500	0	500	0	1000	0
logic-rt_b-RTB-029	2	500	0	500	0	1000	0
logic-rt_b-RTB-029	4	500	0	500	0	1000	0
logic-rt_b-RTB-029	8	500	0	500	0	1000	0
logic-rt_b-RTB-029	16	500	0	500	0	1000	0
logic-rt_b-RTB-030	1	500	0	500	0	1000	0
logic-rt_b-RTB-030	2	500	0	500	0	1000	0
logic-rt_b-RTB-030	4	500	0	500	0	1000	0
logic-rt_b-RTB-030	8	500	0	500	0	1000	0
logic-rt_b-RTB-030	16	500	0	500	0	1000	0
logic-rt_b-RTB-031	1	500	0	500	0	1000	0
logic-rt_b-RTB-031	2	500	0	500	0	1000	0
logic-rt_b-RTB-031	4	500	0	500	0	1000	0
logic-rt_b-RTB-031	8	500	0	500	0	1000	0
logic-rt_b-RTB-031	16	500	0	500	0	1000	0
logic-rt_b-RTB-032	1	500	0	500	0	1000	0
logic-rt_b-RTB-032	2	500	0	500	0	1000	0
logic-rt_b-RTB-032	4	500	0	500	0	1000	0
logic-rt_b-RTB-032	8	500	0	500	0	1000	0
logic-rt_b-RTB-032	16	500	0	500	0	1000	0
logic-rt_b-RTB-033	1	500	0	500	0	1000	0
logic-rt_b-RTB-033	2	500	0	500	0	1000	0
logic-rt_b-RTB-033	4	500	0	500	0	1000	0
logic-rt_b-RTB-033	8	500	0	500	0	1000	0
logic-rt_b-RTB-033	16	500	0	500	0	1000	0
logic-rt_b-RTB-034	1	500	0	500	0	1000	0
logic-rt_b-RTB-034	2	500	0	500	0	1000	0
logic-rt_b-RTB-034	4	500	0	500	0	1000	0
logic-rt_b-RTB-034	8	500	0	500	0	1000	0
logic-rt_b-RTB-034	16	500	0	500	0	1000	0
logic-rt_b-RTB-035	1	500	0	500	0	1000	0
logic-rt_b-RTB-035	2	500	0	500	0	1000	0
logic-rt_b-RTB-035	4	500	0	500	0	1000	0
logic-rt_b-RTB-035	8	500	0	500	0	1000	0
logic-rt_b-RTB-035	16	500	0	500	0	1000	0
logic-rt_b-RTB-036	1	500	0	500	0	1000	0
logic-rt_b-RTB-036	2	500	0	500	0	1000	0
logic-rt_b-RTB-036	4	500	0	500	0	1000	0
logic-rt_b-RTB-036	8	500	0	500	0	1000	0
logic-rt_b-RTB-036	16	500	0	500	0	1000	0
logic-rt_b-RTB-037	1	500	0	500	0	1000	0
