# vid	b	t	win	coh_pm	g_pm	ebar	n_vote	e_total	agree	agree_dir	pair_wins	still_like
bwJ-TNu0hGM	4	3795	7	1000	1222	1007	9	9068	7	7	7,7,7,7,7,7,7	False
bwJ-TNu0hGM	4	3825	7	1000	1153	688	13	8950	7	7	7,7,7,7,7,7,7	False
uKNQCPXDNdc	4	1335	7	785	1066	198	45	8939	7	7	7,7,7,7,7,7,7	False
bwJ-TNu0hGM	4	4080	7	1000	1000	558	16	8936	7	7	7,7,7,7,7,7,7	False
Eoo4HzILB-M	3	300	3	779	1183	125	71	8931	7	3	3,3,3,3,3,3,3	False
uKNQCPXDNdc	3	2355	7	987	1086	384	23	8833	7	7	7,7,7,7,7,7,7	False
bwJ-TNu0hGM	4	3975	7	1000	1000	868	10	8685	7	7	7,7,7,7,7,7,7	False
uKNQCPXDNdc	3	2340	7	971	1185	321	27	8680	7	7	7,7,7,7,7,7,7	False
bwJ-TNu0hGM	4	3840	7	934	1000	847	10	8478	7	7	7,7,7,7,7,7,7	False
0_jNjpVxUt0	3	345	1	912	1010	88	96	8471	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	3	285	3	883	1112	136	62	8462	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	4	3315	7	999	1000	414	20	8292	7	7	7,7,7,7,7,7,7	False
Eoo4HzILB-M	4	75	3	1000	1500	207	40	8281	7	3	3,3,3,3,3,3,3	False
0_jNjpVxUt0	2	45	1	803	1024	198	41	8119	7	1	1,1,1,1,1,1,1	False
bwJ-TNu0hGM	4	3390	7	1000	1000	620	13	8067	7	7	7,7,7,7,7,7,7	False
bwJ-TNu0hGM	4	1260	3	975	1000	664	12	7971	7	3	3,3,3,3,3,3,3	False
0_jNjpVxUt0	4	285	1	822	1146	61	130	7958	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	3	255	3	808	1145	127	62	7886	7	3	3,3,3,3,3,3,3	False
0_jNjpVxUt0	2	150	1	976	1000	199	39	7778	7	1	1,1,1,1,1,1,1	False
bwJ-TNu0hGM	3	2310	7	1000	1000	957	8	7656	7	7	7,7,7,7,7,7,7	False
0_jNjpVxUt0	2	630	1	795	1027	105	72	7623	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	3	270	3	925	1142	120	63	7605	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	4	3330	7	994	1000	302	25	7571	7	7	7,7,7,7,7,7,7	False
bwJ-TNu0hGM	3	3360	7	1000	1000	551	13	7168	7	7	7,7,7,7,7,7,7	False
Eoo4HzILB-M	3	330	3	988	1060	107	66	7079	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	4	465	3	947	1283	133	53	7064	7	3	3,3,3,3,3,3,3	False
0_jNjpVxUt0	2	615	1	900	1055	129	54	7002	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	4	450	3	755	1186	117	59	6927	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	2	1995	3	1000	1000	686	10	6864	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	4	4095	7	1000	1000	760	9	6840	7	7	7,7,7,7,7,7,7	False
0_jNjpVxUt0	2	75	1	888	1000	158	43	6827	7	1	1,1,1,1,1,1,1	False
0_jNjpVxUt0	2	60	1	944	1000	160	42	6745	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	2	240	3	989	1000	137	48	6619	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	4	105	3	867	1285	187	35	6558	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	4	390	3	969	1096	105	62	6520	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	3	375	3	995	1000	109	58	6362	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	4	120	3	990	1175	157	40	6287	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	4	135	3	920	1065	135	46	6210	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	4	2265	7	1000	1000	680	9	6124	7	7	7,7,7,7,7,7,7	False
bwJ-TNu0hGM	3	2235	7	1000	1066	403	15	6055	7	7	7,7,7,7,7,7,7	False
bwJ-TNu0hGM	2	1980	3	1000	1000	754	8	6037	7	3	3,3,3,3,3,3,3	False
0_jNjpVxUt0	2	135	1	845	1000	152	39	5929	7	1	1,1,1,1,1,1,1	False
bwJ-TNu0hGM	4	3555	3	994	1000	732	8	5862	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	3	90	3	1000	1200	167	35	5851	7	3	3,3,3,3,3,3,3	False
uKNQCPXDNdc	2	2340	7	1000	1062	365	16	5843	7	7	7,7,7,7,7,7,7	False
Eoo4HzILB-M	4	60	3	989	1157	151	38	5769	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	3	3960	7	1000	1000	477	12	5732	7	7	7,7,7,7,7,7,7	False
0_jNjpVxUt0	2	495	1	881	1000	103	55	5693	7	1	1,1,1,1,1,1,1	False
uKNQCPXDNdc	4	2295	7	997	1000	177	32	5673	7	7	7,7,7,7,7,7,7	False
bwJ-TNu0hGM	3	2325	7	1000	1000	547	10	5473	7	7	7,7,7,7,7,7,7	False
bwJ-TNu0hGM	4	3405	7	1000	1000	494	11	5441	7	7	7,7,7,7,7,7,7	False
0_jNjpVxUt0	2	780	1	813	1000	112	48	5406	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	3	105	3	937	1200	171	30	5144	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	2	165	3	1000	1260	223	23	5129	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	3	75	3	1000	1093	156	32	4994	7	3	3,3,3,3,3,3,3	False
0_jNjpVxUt0	2	555	1	523	1000	83	58	4871	7	1	1,1,1,1,1,1,1	False
0_jNjpVxUt0	2	570	1	723	1000	87	55	4825	7	1	1,1,1,1,1,1,1	False
bwJ-TNu0hGM	4	3855	7	994	1000	599	8	4796	7	7	7,7,7,7,7,7,7	False
bwJ-TNu0hGM	3	3795	7	1000	1000	685	7	4795	7	7	7,7,7,7,7,7,7	False
0_jNjpVxUt0	2	420	1	755	1000	93	51	4779	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	3	120	3	898	1090	144	33	4759	7	3	3,3,3,3,3,3,3	False
0_jNjpVxUt0	2	435	1	853	1000	94	50	4749	7	1	1,1,1,1,1,1,1	False
0_jNjpVxUt0	3	330	1	881	1058	54	85	4636	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	4	45	3	997	1090	140	33	4631	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	3	150	3	1000	1125	139	32	4461	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	2	300	3	811	1060	134	33	4436	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	3	405	3	954	1000	104	42	4395	7	3	3,3,3,3,3,3,3	False
0_jNjpVxUt0	2	390	1	793	1000	90	48	4335	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	3	480	3	987	1045	97	44	4273	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	3	3825	7	1000	1000	300	14	4210	7	7	7,7,7,7,7,7,7	False
0_jNjpVxUt0	2	510	1	782	1000	82	49	4051	7	1	1,1,1,1,1,1,1	False
0_jNjpVxUt0	2	375	1	898	1000	70	57	4036	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	3	465	3	981	1138	110	36	3984	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	3	4065	7	1000	1000	563	7	3944	7	7	7,7,7,7,7,7,7	False
Eoo4HzILB-M	4	30	3	978	1138	107	36	3887	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	4	3510	3	1000	1000	388	10	3880	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	3	390	3	1000	1000	74	51	3819	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	3	3810	7	1000	1000	344	11	3784	7	7	7,7,7,7,7,7,7	False
Eoo4HzILB-M	3	450	3	876	1090	112	33	3723	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	2	255	3	912	1115	137	26	3581	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	2	315	3	908	1043	76	46	3525	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	3	3345	7	987	1000	292	12	3506	7	7	7,7,7,7,7,7,7	False
Eoo4HzILB-M	2	285	3	1000	1000	116	29	3376	7	3	3,3,3,3,3,3,3	False
0_jNjpVxUt0	2	165	1	797	1020	68	49	3336	7	1	1,1,1,1,1,1,1	False
bwJ-TNu0hGM	3	3285	7	1000	1000	467	7	3271	7	7	7,7,7,7,7,7,7	False
0_jNjpVxUt0	3	315	1	880	1106	43	75	3234	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	4	15	3	966	1242	95	33	3154	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	4	3990	7	1000	1000	443	7	3103	7	7	7,7,7,7,7,7,7	False
Eoo4HzILB-M	2	90	3	1000	1000	109	28	3078	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	3	135	3	989	1000	117	26	3046	7	3	3,3,3,3,3,3,3	False
0_jNjpVxUt0	3	285	1	877	1148	37	81	2999	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	2	360	3	869	1058	87	34	2984	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	3	3840	7	1000	1000	368	8	2944	7	7	7,7,7,7,7,7,7	False
0_jNjpVxUt0	3	300	1	926	1119	43	67	2904	7	1	1,1,1,1,1,1,1	False
0_jNjpVxUt0	2	105	1	834	1000	66	38	2512	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	2	330	3	977	1000	62	40	2483	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	2	105	3	1000	1052	130	19	2480	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	3	60	3	993	1040	98	25	2471	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	2	375	3	1000	1000	85	27	2318	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	4	0	3	979	1111	85	27	2300	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	3	3300	7	1000	1000	313	7	2191	7	7	7,7,7,7,7,7,7	False
Eoo4HzILB-M	2	345	3	1000	1000	70	28	1967	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	3	45	3	992	1000	92	21	1942	7	3	3,3,3,3,3,3,3	False
0_jNjpVxUt0	2	405	1	827	1000	62	30	1876	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	3	30	3	1000	1000	77	24	1864	7	3	3,3,3,3,3,3,3	False
bwJ-TNu0hGM	3	3330	7	1000	1000	242	7	1697	7	7	7,7,7,7,7,7,7	False
Eoo4HzILB-M	2	480	3	995	1000	65	25	1648	7	3	3,3,3,3,3,3,3	False
uKNQCPXDNdc	3	2295	7	1000	1000	104	15	1560	7	7	7,7,7,7,7,7,7	False
bwJ-TNu0hGM	3	3315	7	1000	1000	217	7	1523	7	7	7,7,7,7,7,7,7	False
Eoo4HzILB-M	3	15	3	968	1045	68	22	1502	7	3	3,3,3,3,3,3,3	False
Eoo4HzILB-M	2	465	3	1000	1000	69	19	1317	7	3	3,3,3,3,3,3,3	False
0_jNjpVxUt0	2	360	1	958	1025	30	39	1181	7	1	1,1,1,1,1,1,1	False
Eoo4HzILB-M	2	405	3	1000	1000	72	16	1155	7	3	3,3,3,3,3,3,3	False
0_jNjpVxUt0	2	285	1	745	1169	17	53	912	7	1	1,1,1,1,1,1,1	False
0_jNjpVxUt0	2	300	1	812	1189	22	37	826	7	1	1,1,1,1,1,1,1	False
0_jNjpVxUt0	2	345	1	911	1032	16	31	522	7	1	1,1,1,1,1,1,1	False
9AwUsf8HzVI	4	1680	3	543	1880	3535	443	1566115	6	3	3,3,3,4,3,3,3	False
OQSNhk5ICTI	4	480	2	337	1887	3281	446	1463454	6	2	2,3,2,2,2,2,2	False
OQSNhk5ICTI	2	105	3	866	1823	3246	447	1451341	6	3	3,2,3,3,3,3,3	False
9AwUsf8HzVI	2	825	3	628	1726	3302	435	1436377	6	3	3,3,3,3,3,3,4	False
9AwUsf8HzVI	4	285	5	720	1644	3475	411	1428627	6	5	5,5,5,5,5,5,7	False
9AwUsf8HzVI	2	285	5	668	1174	3163	424	1341481	6	5	3,5,5,5,5,5,5	False
9AwUsf8HzVI	4	1530	3	583	1747	3064	420	1287044	6	3	3,3,3,3,4,3,3	False
9AwUsf8HzVI	3	1530	3	599	1583	2883	413	1190786	6	3	3,3,3,3,3,4,3	False
OQSNhk5ICTI	4	465	2	293	1873	2630	442	1162740	6	2	4,2,2,2,2,2,2	False
9AwUsf8HzVI	2	585	3	679	1870	2580	440	1135325	6	3	3,3,3,3,3,3,4	False
9AwUsf8HzVI	3	705	7	483	1818	2532	440	1114398	6	7	7,7,7,7,8,7,7	False
9AwUsf8HzVI	2	30	8	404	1792	2465	444	1094743	6	8	7,8,8,8,8,8,8	False
9AwUsf8HzVI	3	690	7	583	1827	2543	428	1088660	6	7	7,2,7,7,7,7,7	False
9AwUsf8HzVI	2	1215	4	590	1347	2448	443	1084837	6	4	3,4,4,4,4,4,4	False
9AwUsf8HzVI	3	1365	1	593	1641	2621	410	1074930	6	1	1,1,1,1,1,1,6	False
9AwUsf8HzVI	2	1365	1	666	1326	2443	423	1033444	6	1	1,1,1,1,1,8,1	False
9AwUsf8HzVI	4	975	3	692	1879	2246	441	990690	6	3	3,3,3,3,3,8,3	False
OQSNhk5ICTI	3	195	6	372	1912	2214	447	989830	6	6	6,6,6,8,6,6,6	False
9AwUsf8HzVI	2	1530	3	630	1359	2321	412	956306	6	3	3,3,3,3,3,3,4	False
uKNQCPXDNdc	3	3405	7	899	1734	2289	414	947875	6	7	8,7,7,7,7,7,7	False
9AwUsf8HzVI	4	990	3	631	1780	2199	429	943779	6	3	3,8,3,3,3,3,3	False
9AwUsf8HzVI	3	990	3	698	1634	2236	419	937201	6	3	3,3,8,3,3,3,3	False
9AwUsf8HzVI	2	1080	3	608	1790	2060	440	906422	6	3	3,3,3,3,3,3,4	False
OQSNhk5ICTI	4	75	4	409	1932	1986	445	884058	6	4	4,4,4,4,4,4,3	False
9AwUsf8HzVI	2	1500	7	715	1529	2246	393	882893	6	7	7,7,7,7,7,7,8	False
9AwUsf8HzVI	4	510	6	400	1880	2031	434	881473	6	6	4,6,6,6,6,6,6	False
9AwUsf8HzVI	4	465	7	646	1846	1943	437	849367	6	7	7,7,7,7,7,7,6	False
9AwUsf8HzVI	3	885	3	464	1680	1922	432	830487	6	3	3,3,3,3,3,3,4	False
9AwUsf8HzVI	4	1575	7	429	1513	2006	409	820678	6	7	1,7,7,7,7,7,7	False
9AwUsf8HzVI	3	105	7	430	1759	1909	428	817389	6	7	7,7,7,7,7,7,5	False
9AwUsf8HzVI	4	1635	7	629	1519	1943	418	812316	6	7	6,7,7,7,7,7,7	False
uKNQCPXDNdc	4	3405	7	820	1880	1989	401	797619	6	7	2,7,7,7,7,7,7	False
9AwUsf8HzVI	2	1305	4	559	1127	1803	438	790129	6	4	4,4,4,4,4,4,3	False
uKNQCPXDNdc	4	2025	7	920	1125	1862	416	774696	6	7	8,7,7,7,7,7,7	False
uKNQCPXDNdc	2	3405	7	893	1250	2014	384	773402	6	7	8,7,7,7,7,7,7	False
9AwUsf8HzVI	3	1500	7	647	1762	2344	329	771424	6	7	7,7,7,7,8,7,7	False
9AwUsf8HzVI	2	45	3	598	1288	1751	434	760177	6	3	2,3,3,3,3,3,3	False
uKNQCPXDNdc	3	3465	7	403	1834	1806	410	740607	6	7	8,7,7,7,7,7,7	False
9AwUsf8HzVI	3	510	6	469	1813	1723	429	739173	6	6	4,6,6,6,6,6,6	False
9AwUsf8HzVI	2	1155	7	853	1183	1918	382	732719	6	7	3,7,7,7,7,7,7	False
9AwUsf8HzVI	2	0	7	472	1903	1638	444	727444	6	7	7,7,7,7,7,7,6	False
uKNQCPXDNdc	2	3540	7	524	1501	1637	433	709071	6	7	7,7,7,7,6,7,7	False
9AwUsf8HzVI	2	1200	3	600	1817	1613	428	690427	6	3	6,3,3,3,3,3,3	False
9AwUsf8HzVI	4	870	3	472	1813	1564	435	680474	6	3	8,3,3,3,3,3,3	False
kcfs1-ryKWE	4	600	2	562	1929	1505	442	665257	6	2	3,2,2,2,2,2,2	False
9AwUsf8HzVI	2	1440	7	679	1832	1600	413	660863	6	7	7,7,8,7,7,7,7	False
9AwUsf8HzVI	2	480	7	843	1417	2014	321	646691	6	7	7,7,7,7,7,7,3	False
9AwUsf8HzVI	2	990	3	659	1240	1622	395	640943	6	3	3,3,3,8,3,3,3	False
uKNQCPXDNdc	3	3030	3	563	1497	2692	237	638174	6	3	5,3,3,3,3,3,3	False
9AwUsf8HzVI	2	795	7	435	1487	1813	349	632952	6	7	7,7,7,7,7,7,2	False
9AwUsf8HzVI	4	1650	7	561	1251	1543	410	632888	6	7	7,7,7,7,7,7,2	False
9AwUsf8HzVI	3	1425	7	474	1876	1411	439	619841	6	7	7,7,7,7,7,7,2	False
uKNQCPXDNdc	4	810	7	620	1662	2563	240	615272	6	7	7,7,6,7,7,7,7	False
uKNQCPXDNdc	3	720	3	650	1516	1810	339	613678	6	3	3,3,3,3,3,3,8	False
uKNQCPXDNdc	4	795	7	576	1638	2362	257	607150	6	7	7,6,7,7,7,7,7	False
9AwUsf8HzVI	3	255	7	462	1132	1674	361	604424	6	7	6,7,7,7,7,7,7	False
kcfs1-ryKWE	3	465	6	481	1872	1339	448	599998	6	6	6,6,6,6,5,6,6	False
uKNQCPXDNdc	3	3525	7	618	1667	1402	421	590305	6	7	7,7,7,7,7,7,6	False
kcfs1-ryKWE	4	510	5	548	1745	1342	437	586511	6	5	6,5,5,5,5,5,5	False
uKNQCPXDNdc	4	3435	7	274	1858	1428	410	585709	6	7	7,7,7,7,7,7,8	False
uKNQCPXDNdc	4	720	3	667	1547	1730	338	585009	6	3	3,3,3,3,3,3,2	False
uKNQCPXDNdc	3	600	1	769	1688	1677	340	570397	6	1	3,1,1,1,1,1,1	False
9AwUsf8HzVI	3	630	7	472	1478	1464	380	556472	6	7	4,7,7,7,7,7,7	False
kcfs1-ryKWE	4	555	4	580	1890	1250	438	547570	6	4	5,4,4,4,4,4,4	False
uKNQCPXDNdc	3	3285	5	597	1461	1556	351	546218	6	5	5,5,6,5,5,5,5	False
kcfs1-ryKWE	4	1005	7	388	1610	1210	434	525250	6	7	7,7,7,7,7,8,7	False
kcfs1-ryKWE	3	660	3	735	1667	1157	448	518775	6	3	3,3,3,3,3,3,4	False
kcfs1-ryKWE	3	435	5	678	1869	1204	430	517773	6	5	5,6,5,5,5,5,5	False
uKNQCPXDNdc	4	1395	3	746	1682	1479	346	511818	6	3	3,3,3,3,2,3,3	False
kcfs1-ryKWE	3	525	5	581	1547	1112	446	495962	6	5	6,5,5,5,5,5,5	False
uKNQCPXDNdc	3	810	7	661	1460	2162	228	493133	6	7	7,7,7,6,7,7,7	False
uKNQCPXDNdc	3	795	7	684	1611	2106	224	471850	6	7	7,6,7,7,7,7,7	False
kcfs1-ryKWE	4	480	6	467	1878	1071	437	468454	6	6	6,6,6,6,6,6,5	False
uKNQCPXDNdc	3	825	7	677	1486	2011	230	462592	6	7	7,7,7,7,7,7,1	False
uKNQCPXDNdc	3	465	5	594	1392	1405	329	462561	6	5	5,7,5,5,5,5,5	False
kcfs1-ryKWE	2	510	5	474	1422	1151	400	460626	6	5	5,5,5,5,6,5,5	False
kcfs1-ryKWE	3	975	7	413	1612	1070	423	452867	6	7	7,7,7,7,7,7,5	False
kcfs1-ryKWE	3	570	4	476	1860	1026	436	447385	6	4	4,4,4,4,4,4,3	False
kcfs1-ryKWE	2	570	3	411	1757	1021	421	429842	6	3	3,3,3,4,3,3,3	False
uKNQCPXDNdc	4	1365	3	652	1548	1582	266	420877	6	3	3,3,3,5,3,3,3	False
uKNQCPXDNdc	3	2025	7	847	1138	1094	375	410394	6	7	8,7,7,7,7,7,7	False
kcfs1-ryKWE	3	765	5	344	1504	951	418	397533	6	5	5,5,5,5,5,5,3	False
kcfs1-ryKWE	4	1290	7	627	1886	859	448	385110	6	7	7,7,7,7,7,7,6	False
kcfs1-ryKWE	4	690	5	590	1364	883	422	373035	6	5	4,5,5,5,5,5,5	False
kcfs1-ryKWE	2	1500	3	308	1631	844	437	368854	6	3	5,3,3,3,3,3,3	False
uKNQCPXDNdc	2	810	7	681	1338	1726	204	352114	6	7	7,7,7,7,7,6,7	False
kcfs1-ryKWE	4	1755	1	375	1588	904	384	347397	6	1	1,8,1,1,1,1,1	False
9AwUsf8HzVI	2	780	7	380	1426	1543	223	344256	6	7	7,7,5,7,7,7,7	False
uKNQCPXDNdc	2	705	3	605	1151	1135	303	344183	6	3	3,3,4,3,3,3,3	False
kcfs1-ryKWE	3	45	7	315	1589	839	409	343167	6	7	7,7,6,7,7,7,7	False
OQSNhk5ICTI	3	915	8	432	1921	772	444	342807	6	8	8,6,8,8,8,8,8	False
uKNQCPXDNdc	2	795	7	524	1388	1900	180	342071	6	7	7,7,6,7,7,7,7	False
9AwUsf8HzVI	3	855	7	377	1507	1707	199	339718	6	7	7,7,7,7,7,7,8	False
kcfs1-ryKWE	4	780	3	380	1632	828	405	335368	6	3	4,3,3,3,3,3,3	False
9AwUsf8HzVI	2	1065	3	417	1871	1040	320	333035	6	3	3,3,8,3,3,3,3	False
kcfs1-ryKWE	3	915	7	329	1512	872	373	325453	6	7	7,7,7,7,5,7,7	False
uKNQCPXDNdc	2	645	3	295	1720	1846	175	323159	6	3	3,3,3,3,3,3,6	False
OQSNhk5ICTI	4	3045	7	695	1900	711	444	316016	6	7	7,7,6,7,7,7,7	False
kcfs1-ryKWE	2	1470	3	332	1578	731	427	312222	6	3	3,3,3,3,3,3,5	False
OQSNhk5ICTI	4	1935	2	351	1895	705	441	311029	6	2	2,3,2,2,2,2,2	False
9AwUsf8HzVI	3	1650	7	603	1118	947	322	305040	6	7	7,7,7,3,7,7,7	False
kcfs1-ryKWE	4	885	7	354	1690	848	359	304601	6	7	7,7,7,7,6,7,7	False
kcfs1-ryKWE	3	780	3	340	1504	750	406	304564	6	3	5,3,3,3,3,3,3	False
OQSNhk5ICTI	2	1965	3	681	1657	742	403	299419	6	3	3,4,3,3,3,3,3	False
OQSNhk5ICTI	3	5100	3	693	1721	688	428	294747	6	3	3,3,6,3,3,3,3	False
kcfs1-ryKWE	4	855	5	279	1677	798	369	294477	6	5	5,5,5,5,5,5,7	False
kcfs1-ryKWE	2	45	5	399	1465	744	393	292514	6	5	7,5,5,5,5,5,5	False
kcfs1-ryKWE	4	1740	1	318	1603	759	378	287123	6	1	1,1,8,1,1,1,1	False
kcfs1-ryKWE	3	870	5	375	1626	844	340	287110	6	5	5,5,5,5,5,5,7	False
OQSNhk5ICTI	3	3105	3	844	1655	711	400	284641	6	3	3,3,3,3,3,3,5	False
bwJ-TNu0hGM	2	2490	7	492	1934	2659	107	284586	6	7	7,7,7,7,7,6,7	False
OQSNhk5ICTI	3	3045	7	830	1850	656	429	281582	6	7	1,7,7,7,7,7,7	False
kcfs1-ryKWE	3	1200	7	457	1548	666	410	273132	6	7	6,7,7,7,7,7,7	False
OQSNhk5ICTI	4	1605	7	775	1605	623	436	271847	6	7	7,7,7,7,3,7,7	False
OQSNhk5ICTI	3	1380	7	475	1811	637	425	270950	6	7	7,6,7,7,7,7,7	False
kcfs1-ryKWE	2	885	5	394	1474	908	295	267871	6	5	5,5,5,5,5,5,7	False
kcfs1-ryKWE	3	900	7	368	1670	780	343	267731	6	7	7,6,7,7,7,7,7	False
OQSNhk5ICTI	4	2175	7	544	1886	601	441	265141	6	7	7,7,8,7,7,7,7	False
OQSNhk5ICTI	2	1065	7	546	1621	665	396	263667	6	7	8,7,7,7,7,7,7	False
OQSNhk5ICTI	4	1440	7	709	1630	589	422	248846	6	7	1,7,7,7,7,7,7	False
kcfs1-ryKWE	4	1605	7	406	1509	690	355	245152	6	7	7,7,7,7,7,7,2	False
kcfs1-ryKWE	3	1365	7	439	1644	606	397	240830	6	7	7,7,7,7,7,7,8	False
OQSNhk5ICTI	2	1380	7	586	1620	578	414	239494	6	7	7,6,7,7,7,7,7	False
kcfs1-ryKWE	2	1410	5	288	1621	721	330	238209	6	5	5,4,5,5,5,5,5	False
uKNQCPXDNdc	3	1365	3	568	1334	1098	212	232846	6	3	3,3,3,3,5,3,3	False
OQSNhk5ICTI	3	3225	3	528	1693	560	415	232628	6	3	3,3,3,3,3,7,3	False
9AwUsf8HzVI	2	1140	3	584	1535	1624	142	230706	6	3	3,4,3,3,3,3,3	False
OQSNhk5ICTI	3	2520	3	590	1680	541	426	230496	6	3	3,3,3,4,3,3,3	False
kcfs1-ryKWE	2	1455	3	408	1434	546	417	228088	6	3	3,3,3,3,3,3,4	False
kcfs1-ryKWE	2	1020	5	230	1456	825	276	227870	6	5	5,5,5,8,5,5,5	False
OQSNhk5ICTI	4	2505	3	428	1760	540	421	227643	6	3	3,3,3,3,3,3,4	False
uKNQCPXDNdc	4	945	7	498	1567	717	317	227593	6	7	7,7,7,7,7,7,1	False
uKNQCPXDNdc	4	1005	3	462	1335	712	319	227321	6	3	3,3,3,3,3,3,7	False
bwJ-TNu0hGM	2	675	7	646	1080	2262	100	226291	6	7	6,7,7,7,7,7,7	False
OQSNhk5ICTI	4	4830	3	650	1696	526	425	223711	6	3	3,3,3,3,3,3,2	False
OQSNhk5ICTI	2	1590	7	836	1452	593	376	223107	6	7	7,5,7,7,7,7,7	False
uKNQCPXDNdc	2	1995	3	994	1000	808	276	223082	6	3	4,3,3,3,3,3,3	False
bwJ-TNu0hGM	3	1425	7	693	1289	2077	107	222240	6	7	6,7,7,7,7,7,7	False
uKNQCPXDNdc	3	1980	3	988	1000	844	256	216110	6	3	3,0,3,3,3,3,3	False
OQSNhk5ICTI	4	4815	3	704	1799	506	424	214624	6	3	3,3,3,8,3,3,3	False
OQSNhk5ICTI	4	4755	7	831	1619	482	439	211955	6	7	7,7,7,4,7,7,7	False
OQSNhk5ICTI	2	4500	7	843	1672	561	376	210961	6	7	7,7,7,7,7,7,1	False
bwJ-TNu0hGM	2	1080	3	777	1586	2808	75	210663	6	3	3,3,3,4,3,3,3	False
OQSNhk5ICTI	3	1605	7	647	1466	510	412	210483	6	7	7,7,7,7,7,3,7	False
OQSNhk5ICTI	4	4875	7	704	1516	496	412	204741	6	7	7,7,7,7,7,6,7	False
OQSNhk5ICTI	2	3045	7	749	1543	537	377	202502	6	7	7,8,7,7,7,7,7	False
9AwUsf8HzVI	2	1410	7	728	1325	719	280	201471	6	7	7,7,4,7,7,7,7	False
kcfs1-ryKWE	3	1815	1	302	1580	664	303	201250	6	1	7,1,1,1,1,1,1	False
kcfs1-ryKWE	2	915	5	312	1429	613	326	200074	6	5	5,5,5,5,5,5,7	False
kcfs1-ryKWE	4	1035	5	523	1271	570	346	197408	6	5	6,5,5,5,5,5,5	False
kcfs1-ryKWE	2	855	5	418	1384	655	299	195861	6	5	4,5,5,5,5,5,5	False
OQSNhk5ICTI	2	3105	3	826	1570	764	256	195805	6	3	3,3,3,3,3,3,1	False
uKNQCPXDNdc	4	255	7	894	1007	712	272	193697	6	7	1,7,7,7,7,7,7	False
kcfs1-ryKWE	4	165	7	397	1560	536	357	191488	6	7	5,7,7,7,7,7,7	False
uKNQCPXDNdc	2	840	7	441	1138	1088	173	188340	6	7	7,7,1,7,7,7,7	False
OQSNhk5ICTI	2	5115	3	954	1467	502	372	187078	6	3	3,3,3,3,3,3,6	False
