child-fsd50k-18274	OK	byte_ident=True	sem_rms=226.38	sem_corr=0.9985	sem_maxd=1881	nres_rms=3.07	nimp=51	use_h=0	r2acc=0.000	fsize=2511148	hf12x=1.009	hf16x=1.030
prosody-mir1k-annar_4_07	OK	byte_ident=True	sem_rms=125.81	sem_corr=0.9992	sem_maxd=1136	nres_rms=0.52	nimp=496	use_h=0	r2acc=0.000	fsize=6084580	hf12x=1.996	hf16x=1.984
prosody-mir1k-bobon_2_04_v	OK	byte_ident=True	sem_rms=273.36	sem_corr=0.9987	sem_maxd=2841	nres_rms=3.49	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=8.386	hf16x=6.713
prosody-mir1k-bug_5_04	OK	byte_ident=True	sem_rms=107.94	sem_corr=0.9990	sem_maxd=1226	nres_rms=1.73	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.660	hf16x=2.535
prosody-mir1k-davidson_1_08_m	OK	byte_ident=True	sem_rms=89.75	sem_corr=0.9992	sem_maxd=957	nres_rms=0.66	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=1.976	hf16x=2.011
prosody-mir1k-fdps_1_03_m	OK	byte_ident=True	sem_rms=107.55	sem_corr=0.9991	sem_maxd=1276	nres_rms=2.12	nimp=440	use_h=1	r2acc=0.000	fsize=5649780	hf12x=5.131	hf16x=4.403
prosody-mir1k-fdps_4_02_v	OK	byte_ident=True	sem_rms=193.48	sem_corr=0.9990	sem_maxd=2247	nres_rms=2.48	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=3.123	hf16x=2.917
prosody-mir1k-geniusturtle_3_03	OK	byte_ident=True	sem_rms=110.75	sem_corr=0.9988	sem_maxd=1293	nres_rms=1.23	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.474	hf16x=2.362
prosody-mir1k-jmzen_3_10_m	OK	byte_ident=True	sem_rms=73.19	sem_corr=0.9997	sem_maxd=700	nres_rms=0.71	nimp=440	use_h=1	r2acc=0.000	fsize=5648532	hf12x=2.045	hf16x=2.038
prosody-mir1k-geniusturtle_8_02_m	OK	byte_ident=True	sem_rms=125.22	sem_corr=0.9990	sem_maxd=1347	nres_rms=1.66	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.614	hf16x=2.474
prosody-mir1k-jmzen_4_05	OK	byte_ident=True	sem_rms=85.14	sem_corr=0.9994	sem_maxd=837	nres_rms=0.91	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.124	hf16x=2.066
prosody-mir1k-leon_1_11_v	OK	byte_ident=True	sem_rms=177.74	sem_corr=0.9988	sem_maxd=2438	nres_rms=3.56	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=10.548	hf16x=8.382
prosody-mir1k-leon_7_06	OK	byte_ident=True	sem_rms=96.04	sem_corr=0.9994	sem_maxd=798	nres_rms=0.30	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=1.995	hf16x=1.988
prosody-mir1k-leon_8_12_m	OK	byte_ident=True	sem_rms=132.00	sem_corr=0.9994	sem_maxd=1425	nres_rms=2.51	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=3.321	hf16x=2.973
prosody-mir1k-stool_2_05_v	OK	byte_ident=True	sem_rms=161.17	sem_corr=0.9989	sem_maxd=2460	nres_rms=0.69	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.041	hf16x=2.031
prosody-mir1k-titon_4_05_v	OK	byte_ident=True	sem_rms=264.31	sem_corr=0.9986	sem_maxd=2779	nres_rms=0.38	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=1.956	hf16x=1.995
prosody-ravdess-1-03	OK	byte_ident=True	sem_rms=34.53	sem_corr=0.9955	sem_maxd=440	nres_rms=2.42	nimp=323	use_h=0	r2acc=0.000	fsize=4696116	hf12x=0.996	hf16x=0.989
prosody-mir1k-yifen_1_05	OK	byte_ident=True	sem_rms=101.90	sem_corr=0.9989	sem_maxd=1067	nres_rms=1.11	nimp=442	use_h=0	r2acc=0.000	fsize=5654236	hf12x=2.164	hf16x=2.141
prosody-ravdess-1-06	OK	byte_ident=True	sem_rms=96.52	sem_corr=0.9956	sem_maxd=1635	nres_rms=10.20	nimp=441	use_h=0	r2acc=0.000	fsize=5640820	hf12x=0.985	hf16x=0.994
prosody-ravdess-10-05	OK	byte_ident=True	sem_rms=260.25	sem_corr=0.9960	sem_maxd=3507	nres_rms=22.68	nimp=367	use_h=0	r2acc=0.000	fsize=5050372	hf12x=0.986	hf16x=0.984
prosody-ravdess-12-07	OK	byte_ident=True	sem_rms=33.26	sem_corr=0.9958	sem_maxd=470	nres_rms=5.45	nimp=350	use_h=0	r2acc=0.000	fsize=4908692	hf12x=0.985	hf16x=0.982
prosody-ravdess-11-06	OK	byte_ident=True	sem_rms=105.82	sem_corr=0.9959	sem_maxd=1326	nres_rms=8.91	nimp=282	use_h=0	r2acc=0.000	fsize=4365492	hf12x=1.002	hf16x=1.001
prosody-ravdess-13-08	OK	byte_ident=True	sem_rms=30.50	sem_corr=0.9953	sem_maxd=428	nres_rms=2.62	nimp=294	use_h=0	r2acc=0.000	fsize=4459948	hf12x=0.998	hf16x=1.001
prosody-ravdess-14-02	OK	byte_ident=True	sem_rms=3.44	sem_corr=0.9961	sem_maxd=47	nres_rms=0.63	nimp=341	use_h=0	r2acc=0.000	fsize=4837812	hf12x=0.983	hf16x=0.999
prosody-ravdess-15-03	OK	byte_ident=True	sem_rms=68.63	sem_corr=0.9956	sem_maxd=920	nres_rms=4.16	nimp=314	use_h=0	r2acc=0.000	fsize=4625268	hf12x=0.989	hf16x=0.986
prosody-ravdess-16-04	OK	byte_ident=True	sem_rms=22.30	sem_corr=0.9954	sem_maxd=369	nres_rms=3.10	nimp=329	use_h=0	r2acc=0.000	fsize=4743356	hf12x=0.991	hf16x=0.994
prosody-ravdess-17-05	OK	byte_ident=True	sem_rms=166.03	sem_corr=0.9946	sem_maxd=2025	nres_rms=17.96	nimp=308	use_h=0	r2acc=0.000	fsize=4578036	hf12x=0.988	hf16x=0.995
prosody-ravdess-18-06	OK	byte_ident=True	sem_rms=93.31	sem_corr=0.9959	sem_maxd=1350	nres_rms=9.17	nimp=329	use_h=0	r2acc=0.000	fsize=4743372	hf12x=0.986	hf16x=0.985
prosody-ravdess-2-04	OK	byte_ident=True	sem_rms=15.82	sem_corr=0.9959	sem_maxd=231	nres_rms=1.24	nimp=329	use_h=0	r2acc=0.000	fsize=4743372	hf12x=0.988	hf16x=0.997
prosody-ravdess-19-07	OK	byte_ident=True	sem_rms=36.86	sem_corr=0.9965	sem_maxd=463	nres_rms=4.42	nimp=423	use_h=0	r2acc=0.000	fsize=5499124	hf12x=0.978	hf16x=0.975
prosody-ravdess-21-02	OK	byte_ident=True	sem_rms=19.53	sem_corr=0.9954	sem_maxd=300	nres_rms=2.08	nimp=353	use_h=0	r2acc=0.000	fsize=4932308	hf12x=0.999	hf16x=0.990
prosody-ravdess-20-08	OK	byte_ident=True	sem_rms=68.07	sem_corr=0.9954	sem_maxd=1059	nres_rms=11.76	nimp=329	use_h=0	r2acc=0.000	fsize=4743356	hf12x=0.980	hf16x=0.980
prosody-ravdess-22-03	OK	byte_ident=True	sem_rms=75.23	sem_corr=0.9961	sem_maxd=975	nres_rms=8.25	nimp=329	use_h=0	r2acc=0.000	fsize=4743372	hf12x=0.986	hf16x=0.984
prosody-ravdess-23-04	OK	byte_ident=True	sem_rms=31.24	sem_corr=0.9955	sem_maxd=419	nres_rms=3.71	nimp=376	use_h=0	r2acc=0.000	fsize=5121236	hf12x=0.989	hf16x=0.997
prosody-ravdess-24-05	OK	byte_ident=True	sem_rms=163.06	sem_corr=0.9959	sem_maxd=2571	nres_rms=15.55	nimp=385	use_h=0	r2acc=0.000	fsize=5192084	hf12x=0.992	hf16x=0.992
prosody-ravdess-4-06	OK	byte_ident=True	sem_rms=111.79	sem_corr=0.9967	sem_maxd=1380	nres_rms=15.61	nimp=347	use_h=0	r2acc=0.000	fsize=4885068	hf12x=0.988	hf16x=0.990
prosody-ravdess-3-05	OK	byte_ident=True	sem_rms=274.73	sem_corr=0.9956	sem_maxd=3932	nres_rms=34.43	nimp=388	use_h=0	r2acc=0.000	fsize=5215700	hf12x=0.995	hf16x=0.989
prosody-ravdess-6-08	OK	byte_ident=True	sem_rms=10.88	sem_corr=0.9958	sem_maxd=177	nres_rms=1.04	nimp=285	use_h=0	r2acc=0.000	fsize=4389100	hf12x=0.963	hf16x=1.000
prosody-ravdess-5-07	OK	byte_ident=True	sem_rms=9.91	sem_corr=0.9956	sem_maxd=136	nres_rms=1.62	nimp=382	use_h=0	r2acc=0.000	fsize=5168476	hf12x=0.997	hf16x=0.998
prosody-ravdess-7-02	OK	byte_ident=True	sem_rms=6.78	sem_corr=0.9967	sem_maxd=99	nres_rms=0.76	nimp=353	use_h=0	r2acc=0.000	fsize=4932306	hf12x=1.003	hf16x=1.010
prosody-ravdess-8-03	OK	byte_ident=True	sem_rms=57.31	sem_corr=0.9953	sem_maxd=1130	nres_rms=5.04	nimp=332	use_h=0	r2acc=0.000	fsize=4766964	hf12x=0.987	hf16x=0.989
speech-e22-000	OK	byte_ident=True	sem_rms=96.67	sem_corr=0.9995	sem_maxd=1105	nres_rms=0.23	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.011	hf16x=2.064
prosody-ravdess-9-04	OK	byte_ident=True	sem_rms=4.37	sem_corr=0.9965	sem_maxd=77	nres_rms=0.37	nimp=347	use_h=0	r2acc=0.000	fsize=4885068	hf12x=1.008	hf16x=1.090
speech-e22-001	OK	byte_ident=True	sem_rms=105.15	sem_corr=0.9993	sem_maxd=1202	nres_rms=0.33	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.124	hf16x=2.129
speech-e22-002	OK	byte_ident=True	sem_rms=113.12	sem_corr=0.9995	sem_maxd=1581	nres_rms=0.68	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.416	hf16x=2.274
speech-e22-003	OK	byte_ident=True	sem_rms=114.70	sem_corr=0.9996	sem_maxd=1465	nres_rms=1.32	nimp=109	use_h=1	r2acc=0.000	fsize=2982036	hf12x=3.959	hf16x=3.609
speech-e22-005	OK	byte_ident=True	sem_rms=111.86	sem_corr=0.9995	sem_maxd=1283	nres_rms=0.91	nimp=440	use_h=1	r2acc=0.200	fsize=5644932	hf12x=2.673	hf16x=2.500
speech-e22-004	OK	byte_ident=True	sem_rms=88.56	sem_corr=0.9993	sem_maxd=961	nres_rms=0.15	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=1.969	hf16x=2.026
speech-e22-007	OK	byte_ident=True	sem_rms=49.72	sem_corr=0.9995	sem_maxd=500	nres_rms=0.07	nimp=250	use_h=0	r2acc=0.000	fsize=4108372	hf12x=1.991	hf16x=2.016
speech-e22-006	OK	byte_ident=True	sem_rms=91.70	sem_corr=0.9994	sem_maxd=859	nres_rms=0.07	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.002	hf16x=1.980
speech-e22-008	OK	byte_ident=True	sem_rms=63.08	sem_corr=0.9991	sem_maxd=532	nres_rms=0.07	nimp=54	use_h=0	r2acc=0.000	fsize=2537076	hf12x=2.050	hf16x=2.002
speech-e22-009	OK	byte_ident=True	sem_rms=60.27	sem_corr=0.9997	sem_maxd=543	nres_rms=0.12	nimp=179	use_h=0	r2acc=0.000	fsize=3542116	hf12x=1.990	hf16x=1.980
speech-e22-010	OK	byte_ident=True	sem_rms=43.13	sem_corr=0.9995	sem_maxd=338	nres_rms=0.07	nimp=222	use_h=0	r2acc=0.000	fsize=3881828	hf12x=1.963	hf16x=1.981
speech-e22-011	OK	byte_ident=True	sem_rms=51.17	sem_corr=0.9995	sem_maxd=579	nres_rms=0.40	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.191	hf16x=2.100
speech-e22-012	OK	byte_ident=True	sem_rms=71.84	sem_corr=0.9994	sem_maxd=443	nres_rms=0.05	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.029	hf16x=1.977
speech-e22-013	OK	byte_ident=True	sem_rms=56.40	sem_corr=0.9996	sem_maxd=635	nres_rms=0.27	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=1.984	hf16x=2.039
speech-e22-014	OK	byte_ident=True	sem_rms=53.31	sem_corr=0.9996	sem_maxd=603	nres_rms=0.25	nimp=229	use_h=1	r2acc=0.000	fsize=3944028	hf12x=2.107	hf16x=2.077
speech-e22-015	OK	byte_ident=True	sem_rms=66.41	sem_corr=0.9994	sem_maxd=847	nres_rms=0.27	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.092	hf16x=2.077
speech-e22-016	OK	byte_ident=True	sem_rms=250.43	sem_corr=0.9978	sem_maxd=3609	nres_rms=0.40	nimp=506	use_h=0	r2acc=0.075	fsize=6170188	hf12x=1.904	hf16x=1.935
speech-e22-018	OK	byte_ident=True	sem_rms=140.78	sem_corr=0.9994	sem_maxd=918	nres_rms=0.12	nimp=33	use_h=0	r2acc=0.000	fsize=2367140	hf12x=2.056	hf16x=1.927
speech-e22-017	OK	byte_ident=True	sem_rms=216.55	sem_corr=0.9990	sem_maxd=2163	nres_rms=0.12	nimp=426	use_h=0	r2acc=0.000	fsize=5523940	hf12x=1.987	hf16x=1.983
speech-e22-019	OK	byte_ident=True	sem_rms=285.14	sem_corr=0.9989	sem_maxd=4599	nres_rms=3.13	nimp=255	use_h=1	r2acc=0.175	fsize=4156492	hf12x=6.702	hf16x=9.064
speech-e22-020	OK	byte_ident=True	sem_rms=318.89	sem_corr=0.9971	sem_maxd=4527	nres_rms=2.39	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=5.039	hf16x=5.661
speech-e22-021	OK	byte_ident=True	sem_rms=546.35	sem_corr=0.9965	sem_maxd=8049	nres_rms=4.48	nimp=89	use_h=1	r2acc=0.000	fsize=2825188	hf12x=3.098	hf16x=2.918
speech-e22-022	OK	byte_ident=True	sem_rms=223.78	sem_corr=0.9976	sem_maxd=3284	nres_rms=1.50	nimp=440	use_h=0	r2acc=0.048	fsize=5645172	hf12x=2.355	hf16x=2.295
speech-e22-023	OK	byte_ident=True	sem_rms=199.00	sem_corr=0.9982	sem_maxd=3112	nres_rms=0.96	nimp=405	use_h=0	r2acc=0.000	fsize=5354100	hf12x=7.541	hf16x=8.460
speech-e22-025	OK	byte_ident=True	sem_rms=153.57	sem_corr=0.9992	sem_maxd=1815	nres_rms=0.76	nimp=400	use_h=0	r2acc=0.000	fsize=5311604	hf12x=2.348	hf16x=2.281
speech-e22-024	OK	byte_ident=True	sem_rms=86.89	sem_corr=0.9991	sem_maxd=947	nres_rms=0.10	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=1.971	hf16x=2.023
speech-e22-027	OK	byte_ident=True	sem_rms=33.87	sem_corr=0.9995	sem_maxd=326	nres_rms=0.07	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=1.982	hf16x=2.015
speech-e22-026	OK	byte_ident=True	sem_rms=56.80	sem_corr=0.9991	sem_maxd=536	nres_rms=0.10	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.000	hf16x=2.024
speech-e22-028	OK	byte_ident=True	sem_rms=31.74	sem_corr=0.9996	sem_maxd=335	nres_rms=0.17	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=1.993	hf16x=2.020
speech-e22-029	OK	byte_ident=True	sem_rms=35.48	sem_corr=0.9995	sem_maxd=474	nres_rms=0.11	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=1.991	hf16x=2.004
speech-e22-030	OK	byte_ident=True	sem_rms=160.46	sem_corr=0.9994	sem_maxd=1424	nres_rms=1.23	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=3.770	hf16x=3.338
speech-e22-031	OK	byte_ident=True	sem_rms=58.27	sem_corr=0.9995	sem_maxd=639	nres_rms=0.25	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.043	hf16x=2.014
speech-e22-032	OK	byte_ident=True	sem_rms=36.87	sem_corr=0.9994	sem_maxd=266	nres_rms=0.05	nimp=306	use_h=0	r2acc=0.000	fsize=4561460	hf12x=2.014	hf16x=1.995
speech-e22-033	OK	byte_ident=True	sem_rms=49.28	sem_corr=0.9995	sem_maxd=520	nres_rms=0.14	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=1.998	hf16x=2.016
speech-e22-035	OK	byte_ident=True	sem_rms=44.05	sem_corr=0.9992	sem_maxd=334	nres_rms=0.05	nimp=232	use_h=0	r2acc=0.000	fsize=3966756	hf12x=1.989	hf16x=2.008
speech-e22-034	OK	byte_ident=True	sem_rms=59.81	sem_corr=0.9994	sem_maxd=972	nres_rms=0.44	nimp=440	use_h=1	r2acc=0.104	fsize=5653308	hf12x=2.202	hf16x=2.125
speech-e22-037	OK	byte_ident=True	sem_rms=72.31	sem_corr=0.9995	sem_maxd=839	nres_rms=0.43	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.126	hf16x=2.103
speech-e22-036	OK	byte_ident=True	sem_rms=45.88	sem_corr=0.9994	sem_maxd=459	nres_rms=0.33	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.153	hf16x=2.162
speech-vox-001	OK	byte_ident=True	sem_rms=12.97	sem_corr=0.9986	sem_maxd=173	nres_rms=0.16	nimp=395	use_h=0	r2acc=0.000	fsize=5269188	hf12x=2.040	hf16x=2.030
speech-vox-000	OK	byte_ident=True	sem_rms=32.67	sem_corr=0.9988	sem_maxd=471	nres_rms=0.87	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.292	hf16x=2.149
speech-vox-002	OK	byte_ident=True	sem_rms=79.93	sem_corr=0.9986	sem_maxd=1097	nres_rms=0.81	nimp=451	use_h=0	r2acc=0.000	fsize=5722180	hf12x=2.109	hf16x=2.108
speech-vox-003	OK	byte_ident=True	sem_rms=50.67	sem_corr=0.9989	sem_maxd=586	nres_rms=0.37	nimp=426	use_h=0	r2acc=0.000	fsize=5523988	hf12x=2.045	hf16x=2.023
speech-vox-004	OK	byte_ident=True	sem_rms=57.53	sem_corr=0.9988	sem_maxd=612	nres_rms=0.40	nimp=433	use_h=0	r2acc=0.000	fsize=5580612	hf12x=1.977	hf16x=2.018
speech-vox-005	OK	byte_ident=True	sem_rms=123.28	sem_corr=0.9988	sem_maxd=1338	nres_rms=0.59	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=1.987	hf16x=2.009
speech-vox-006	OK	byte_ident=True	sem_rms=74.77	sem_corr=0.9991	sem_maxd=885	nres_rms=0.73	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.211	hf16x=2.147
speech-vox-007	OK	byte_ident=True	sem_rms=45.22	sem_corr=0.9990	sem_maxd=619	nres_rms=0.60	nimp=356	use_h=0	r2acc=0.000	fsize=4957748	hf12x=2.036	hf16x=2.022
speech-vox-009	OK	byte_ident=True	sem_rms=16.09	sem_corr=0.9987	sem_maxd=276	nres_rms=0.25	nimp=405	use_h=0	r2acc=0.000	fsize=5354116	hf12x=2.011	hf16x=2.024
speech-vox-008	OK	byte_ident=True	sem_rms=17.29	sem_corr=0.9988	sem_maxd=244	nres_rms=0.30	nimp=504	use_h=0	r2acc=0.000	fsize=6146868	hf12x=2.000	hf16x=2.009
speech-vox-010	OK	byte_ident=True	sem_rms=90.72	sem_corr=0.9989	sem_maxd=1151	nres_rms=0.61	nimp=363	use_h=0	r2acc=0.000	fsize=5014372	hf12x=2.043	hf16x=2.010
speech-vox-011	OK	byte_ident=True	sem_rms=111.06	sem_corr=0.9987	sem_maxd=1346	nres_rms=0.79	nimp=469	use_h=0	r2acc=0.000	fsize=5863748	hf12x=2.014	hf16x=2.020
speech-vox-012	OK	byte_ident=True	sem_rms=64.50	sem_corr=0.9986	sem_maxd=844	nres_rms=0.65	nimp=469	use_h=0	r2acc=0.000	fsize=5863748	hf12x=2.037	hf16x=2.022
speech-vox-013	OK	byte_ident=True	sem_rms=208.89	sem_corr=0.9990	sem_maxd=2243	nres_rms=4.23	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=4.588	hf16x=4.010
speech-vox-014	OK	byte_ident=True	sem_rms=79.09	sem_corr=0.9987	sem_maxd=844	nres_rms=0.58	nimp=356	use_h=0	r2acc=0.000	fsize=4957748	hf12x=2.018	hf16x=2.028
speech-vox-015	OK	byte_ident=True	sem_rms=158.64	sem_corr=0.9989	sem_maxd=2457	nres_rms=2.32	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.485	hf16x=2.363
speech-vox-016	OK	byte_ident=True	sem_rms=35.65	sem_corr=0.9989	sem_maxd=383	nres_rms=0.16	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.002	hf16x=2.023
speech-vox-017	OK	byte_ident=True	sem_rms=37.33	sem_corr=0.9987	sem_maxd=596	nres_rms=0.20	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.032	hf16x=2.021
speech-vox-018	OK	byte_ident=True	sem_rms=36.86	sem_corr=0.9990	sem_maxd=592	nres_rms=0.28	nimp=518	use_h=0	r2acc=0.000	fsize=6260116	hf12x=2.018	hf16x=1.999
speech-vox-019	OK	byte_ident=True	sem_rms=32.32	sem_corr=0.9989	sem_maxd=389	nres_rms=0.19	nimp=472	use_h=0	r2acc=0.000	fsize=5892052	hf12x=2.001	hf16x=2.016
speech-vox-020	OK	byte_ident=True	sem_rms=330.52	sem_corr=0.9984	sem_maxd=4684	nres_rms=4.93	nimp=356	use_h=0	r2acc=0.000	fsize=4957748	hf12x=8.110	hf16x=6.800
speech-vox-021	OK	byte_ident=True	sem_rms=76.41	sem_corr=0.9989	sem_maxd=690	nres_rms=0.19	nimp=423	use_h=0	r2acc=0.000	fsize=5495684	hf12x=1.980	hf16x=2.015
speech-vox-022	OK	byte_ident=True	sem_rms=138.73	sem_corr=0.9988	sem_maxd=1702	nres_rms=1.31	nimp=349	use_h=0	r2acc=0.000	fsize=4901124	hf12x=2.196	hf16x=2.127
speech-vox-023	OK	byte_ident=True	sem_rms=68.33	sem_corr=0.9989	sem_maxd=809	nres_rms=0.82	nimp=497	use_h=0	r2acc=0.000	fsize=6090244	hf12x=2.075	hf16x=2.044
speech-vox-024	OK	byte_ident=True	sem_rms=126.11	sem_corr=0.9987	sem_maxd=1744	nres_rms=1.01	nimp=377	use_h=0	r2acc=0.000	fsize=5127620	hf12x=2.276	hf16x=2.236
speech-vox-025	OK	byte_ident=True	sem_rms=49.12	sem_corr=0.9990	sem_maxd=618	nres_rms=1.03	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.336	hf16x=2.234
speech-vox-026	OK	byte_ident=True	sem_rms=65.60	sem_corr=0.9985	sem_maxd=940	nres_rms=0.27	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.017	hf16x=2.045
speech-vox-027	OK	byte_ident=True	sem_rms=57.36	sem_corr=0.9986	sem_maxd=747	nres_rms=0.32	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.028	hf16x=2.002
speech-vox-028	OK	byte_ident=True	sem_rms=126.52	sem_corr=0.9990	sem_maxd=1627	nres_rms=1.41	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.572	hf16x=2.458
speech-vox-029	OK	byte_ident=True	sem_rms=62.20	sem_corr=0.9988	sem_maxd=684	nres_rms=0.24	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=1.999	hf16x=1.991
speech-vox-030	OK	byte_ident=True	sem_rms=74.61	sem_corr=0.9987	sem_maxd=977	nres_rms=1.14	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.265	hf16x=2.210
speech-vox-031	OK	byte_ident=True	sem_rms=111.68	sem_corr=0.9989	sem_maxd=1161	nres_rms=0.48	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=1.994	hf16x=2.013
speech-vox-032	OK	byte_ident=True	sem_rms=95.61	sem_corr=0.9987	sem_maxd=1389	nres_rms=1.39	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.145	hf16x=2.142
speech-vox-033	OK	byte_ident=True	sem_rms=112.84	sem_corr=0.9991	sem_maxd=1443	nres_rms=1.23	nimp=440	use_h=0	r2acc=0.000	fsize=5637188	hf12x=2.107	hf16x=2.071
speech-vox-034	OK	byte_ident=True	sem_rms=40.98	sem_corr=0.9987	sem_maxd=606	nres_rms=0.81	nimp=514	use_h=0	r2acc=0.000	fsize=6231796	hf12x=2.082	hf16x=2.066
speech-vox-035	OK	byte_ident=True	sem_rms=28.79	sem_corr=0.9987	sem_maxd=330	nres_rms=0.52	nimp=462	use_h=0	r2acc=0.000	fsize=5807124	hf12x=2.021	hf16x=2.026
speech-vox-036	OK	byte_ident=True	sem_rms=94.63	sem_corr=0.9988	sem_maxd=1268	nres_rms=0.36	nimp=359	use_h=0	r2acc=0.000	fsize=4986052	hf12x=2.002	hf16x=1.982
speech-vox-037	OK	byte_ident=True	sem_rms=67.70	sem_corr=0.9989	sem_maxd=781	nres_rms=0.41	nimp=490	use_h=0	r2acc=0.000	fsize=6033620	hf12x=1.963	hf16x=2.019
