stage,epoch,base_index,nominal_id,mode,resource,episode,stream_seed
2,0,4,49205,0,0,9,549623
2,0,4,49205,0,0,10,871729
2,0,4,49205,0,0,11,565461
2,0,4,49205,0,0,12,573380
2,0,4,49205,0,0,13,581299
2,0,4,49205,0,0,14,903405
2,0,4,49205,0,0,15,911324
2,0,4,49205,0,0,16,919243
2,0,4,49205,0,0,17,927162
2,0,4,49205,0,0,18,39807
2,0,4,49205,0,0,19,152455
2,0,4,49205,0,1,0,950919
2,0,4,49205,0,1,1,644651
2,0,4,49205,0,1,2,966757
2,0,4,49205,0,1,3,974676
2,0,4,49205,0,1,4,982595
2,0,4,49205,0,1,5,95240
2,0,4,49205,0,1,6,684246
2,0,4,49205,0,1,7,6349
2,0,4,49205,0,1,8,14268
2,0,4,49205,0,1,9,22187
2,0,4,49205,0,1,10,30106
2,0,4,49205,0,1,11,38025
2,0,4,49205,0,1,12,45944
2,0,4,49205,0,1,13,158592
2,0,4,49205,0,1,14,61782
2,0,4,49205,0,1,15,69701
2,0,4,49205,0,1,16,287078
2,0,4,49205,0,1,17,85539
2,0,4,49205,0,1,18,198187
2,0,4,49205,0,1,19,101377
2,0,4,49205,0,2,0,214025
2,0,4,49205,0,2,1,117215
2,0,4,49205,0,2,2,334592
2,0,4,49205,0,2,3,237782
2,0,4,49205,0,2,4,36243
2,0,4,49205,0,2,5,148891
2,0,4,49205,0,2,6,261539
2,0,4,49205,0,2,7,374187
2,0,4,49205,0,2,8,10477
2,0,4,49205,0,2,9,390025
2,0,4,49205,0,2,10,83757
2,0,4,49205,0,2,11,301134
2,0,4,49205,0,2,12,832698
2,0,4,49205,0,2,13,992633
2,0,4,49205,0,2,14,220162
2,0,4,49205,0,2,15,123352
2,0,4,49205,0,2,16,131271
2,0,4,49205,0,2,17,872293
2,0,4,49205,0,2,18,147109
2,0,4,49205,0,2,19,40144
2,0,4,49205,0,3,0,304808
2,0,4,49205,0,3,1,113424
2,0,4,49205,0,3,2,911888
2,0,4,49205,0,3,3,291433
2,0,4,49205,0,3,4,441213
2,0,4,49205,0,3,5,412000
2,0,4,49205,0,3,6,1003
2,0,4,49205,0,3,7,360241
2,0,4,49205,0,3,8,331028
2,0,4,49205,0,3,9,338947
2,0,4,49205,0,3,10,346866
2,0,4,49205,0,3,11,354785
2,0,4,49205,0,3,12,991078
2,0,4,49205,0,3,13,313181
2,0,4,49205,0,3,14,273813
2,0,4,49205,0,3,15,166848
2,0,4,49205,0,3,16,336938
2,0,4,49205,0,3,17,135399
2,0,4,49205,0,3,18,552079
2,0,4,49205,0,3,19,418137
2,0,4,49205,0,4,0,824662
2,0,4,49205,0,4,1,832581
2,0,4,49205,0,4,2,840500
2,0,4,49205,0,4,3,554542
2,0,4,49205,0,4,4,18506
2,0,4,49205,0,4,5,587202
2,0,4,49205,0,4,6,578299
2,0,4,49205,0,4,7,481489
2,0,4,49205,0,4,8,773130
2,0,4,49205,0,4,9,639188
2,0,4,49205,0,4,10,647107
2,0,4,49205,0,4,11,617894
2,0,4,49205,0,4,12,625813
2,0,4,49205,0,4,13,194506
2,0,4,49205,0,4,14,641651
2,0,4,49205,0,4,15,440112
2,0,4,49205,0,4,16,238573
2,0,4,49205,0,4,17,560679
2,0,4,49205,0,4,18,673327
2,0,4,49205,0,4,19,681246
2,0,4,49205,1,0,0,584436
2,0,4,49205,1,0,1,801813
2,0,4,49205,1,0,2,286087
2,0,4,49205,1,0,3,817651
2,0,4,49205,1,0,4,616112
2,0,4,49205,1,0,5,833489
2,0,4,49205,1,0,6,841408
2,0,4,49205,1,0,7,849327
2,0,4,49205,1,0,8,857246
2,0,4,49205,1,0,9,550978
2,0,4,49205,1,0,10,815642
2,0,4,49205,1,0,11,776274
2,0,4,49205,1,0,12,203106
2,0,4,49205,1,0,13,792112
2,0,4,49205,1,0,14,894605
2,0,4,49205,1,0,15,226863
2,0,4,49205,1,0,16,606411
2,0,4,49205,1,0,17,242701
2,0,4,49205,1,0,18,41162
2,0,4,49205,1,0,19,153810
2,0,4,49205,1,1,0,952274
2,0,4,49205,1,1,1,855464
2,0,4,49205,1,1,2,72838
2,0,4,49205,1,1,3,452386
2,0,4,49205,1,1,4,193405
2,0,4,49205,1,1,5,306053
2,0,4,49205,1,1,6,476143
2,0,4,49205,1,1,7,521194
2,0,4,49205,1,1,8,120352
2,0,4,49205,1,1,9,709358
2,0,4,49205,1,1,10,822006
2,0,4,49205,1,1,11,353567
2,0,4,49205,1,1,12,628386
2,0,4,49205,1,1,13,369405
2,0,4,49205,1,1,14,644224
2,0,4,49205,1,1,15,804159
2,0,4,49205,1,1,16,393162
2,0,4,49205,1,1,17,819997
2,0,4,49205,1,1,18,409000
2,0,4,49205,1,1,19,835835
2,0,4,49205,1,2,0,624141
2,0,4,49205,1,2,1,165857
2,0,4,49205,1,2,2,639979
2,0,4,49205,1,2,3,448595
2,0,4,49205,1,2,4,456514
2,0,4,49205,1,2,5,187378
2,0,4,49205,1,2,6,185142
2,0,4,49205,1,2,7,61355
2,0,4,49205,1,2,8,278732
2,0,4,49205,1,2,9,256186
2,0,4,49205,1,2,10,399299
2,0,4,49205,1,2,11,272024
2,0,4,49205,1,2,12,834053
2,0,4,49205,1,2,13,108869
2,0,4,49205,1,2,14,116788
2,0,4,49205,1,2,15,665174
2,0,4,49205,1,2,16,656271
2,0,4,49205,1,2,17,140545
2,0,4,49205,1,2,18,813970
2,0,4,49205,1,2,19,717160
2,0,4,49205,1,3,0,164302
2,0,4,49205,1,3,1,665401
2,0,4,49205,1,3,2,180140
2,0,4,49205,1,3,3,606975
2,0,4,49205,1,3,4,614894
2,0,4,49205,1,3,5,849093
2,0,4,49205,1,3,6,735461
2,0,4,49205,1,3,7,256867
2,0,4,49205,1,3,8,227654
2,0,4,49205,1,3,9,968676
2,0,4,49205,1,3,10,243492
2,0,4,49205,1,3,11,555443
2,0,4,49205,1,3,12,259330
2,0,4,49205,1,3,13,790894
2,0,4,49205,1,3,14,798813
2,0,4,49205,1,3,15,776267
2,0,4,49205,1,3,16,993644
2,0,4,49205,1,3,17,153576
2,0,4,49205,1,3,18,306844
2,0,4,49205,1,3,19,105305
2,0,4,49205,1,4,0,427411
2,0,4,49205,1,4,1,225872
2,0,4,49205,1,4,2,338520
2,0,4,49205,1,4,3,870084
2,0,4,49205,1,4,4,878003
2,0,4,49205,1,4,5,885922
2,0,4,49205,1,4,6,370196
2,0,4,49205,1,4,7,587573
2,0,4,49205,1,4,8,585337
2,0,4,49205,1,4,9,393953
2,0,4,49205,1,4,10,962649
2,0,4,49205,1,4,11,95604
2,0,4,49205,1,4,12,417710
2,0,4,49205,1,4,13,624932
2,0,4,49205,1,4,14,328819
2,0,4,49205,1,4,15,336738
2,0,4,49205,1,4,16,344657
2,0,4,49205,1,4,17,771492
2,0,4,49205,1,4,18,779411
2,0,4,49205,1,4,19,996788
2,0,4,49205,2,0,0,271604
2,0,4,49205,2,0,1,488981
2,0,4,49205,2,0,2,77984
2,0,4,49205,2,0,3,504819
2,0,4,49205,2,0,4,512738
2,0,4,49205,2,0,5,520657
2,0,4,49205,2,0,6,319118
2,0,4,49205,2,0,7,536495
2,0,4,49205,2,0,8,382243
2,0,4,49205,2,0,9,552333
2,0,4,49205,2,0,10,560252
2,0,4,49205,2,0,11,358713
2,0,4,49205,2,0,12,413919
2,0,4,49205,2,0,13,269822
2,0,4,49205,2,0,14,591928
2,0,4,49205,2,0,15,599847
2,0,4,49205,2,0,16,607766
2,0,4,49205,2,0,17,615685
2,0,4,49205,2,0,18,623604
2,0,4,49205,2,0,19,317336
2,0,4,49205,2,1,0,639442
2,0,4,49205,2,1,1,437903
2,0,4,49205,2,1,2,969467
2,0,4,49205,2,1,3,453741
2,0,4,49205,2,1,4,671118
2,0,4,49205,2,1,5,364850
2,0,4,49205,2,1,6,315327
2,0,4,49205,2,1,7,485417
2,0,4,49205,2,1,8,283878
2,0,4,49205,2,1,9,396526
2,0,4,49205,2,1,10,718632
2,0,4,49205,2,1,11,517093
2,0,4,49205,2,1,12,525012
2,0,4,49205,2,1,13,532931
2,0,4,49205,2,1,14,750308
2,0,4,49205,2,1,15,548769
2,0,4,49205,2,1,16,347230
2,0,4,49205,2,1,17,774065
2,0,4,49205,2,1,18,410355
2,0,4,49205,2,1,19,370987
2,0,4,49205,2,2,0,797822
2,0,4,49205,2,2,1,596283
2,0,4,49205,2,2,2,499473
2,0,4,49205,2,2,3,507392
2,0,4,49205,2,2,4,829498
2,0,4,49205,2,2,5,837417
2,0,4,49205,2,2,6,531149
2,0,4,49205,2,2,7,539068
2,0,4,49205,2,2,8,651716
2,0,4,49205,2,2,9,869093
2,0,4,49205,2,2,10,667554
2,0,4,49205,2,2,11,570744
2,0,4,49205,2,2,12,578663
2,0,4,49205,2,2,13,796040
2,0,4,49205,2,2,14,222872
2,0,4,49205,2,2,15,602420
2,0,4,49205,2,2,16,924526
2,0,4,49205,2,2,17,618258
2,0,4,49205,2,2,18,835635
2,0,4,49205,2,2,19,948283
2,0,4,49205,2,3,0,642015
2,0,4,49205,2,3,1,964121
2,0,4,49205,2,3,2,657853
2,0,4,49205,2,3,3,665772
2,0,4,49205,2,3,4,673691
2,0,4,49205,2,3,5,995797
2,0,4,49205,2,3,6,3713
2,0,4,49205,2,3,7,11632
2,0,4,49205,2,3,8,19551
2,0,4,49205,2,3,9,27470
2,0,4,49205,2,3,10,35389
2,0,4,49205,2,3,11,394627
2,0,4,49205,2,3,12,470143
2,0,4,49205,2,3,13,839536
2,0,4,49205,2,3,14,323810
2,0,4,49205,2,3,15,284442
2,0,4,49205,2,3,16,978177
2,0,4,49205,2,3,17,300280
2,0,4,49205,2,3,18,240602
2,0,4,49205,2,3,19,772166
2,0,4,49205,2,4,0,533495
2,0,4,49205,2,4,1,122498
2,0,4,49205,2,4,2,549333
2,0,4,49205,2,4,3,557252
2,0,4,49205,2,4,4,146255
2,0,4,49205,2,4,5,154174
2,0,4,49205,2,4,6,952638
2,0,4,49205,2,4,7,484199
2,0,4,49205,2,4,8,492118
2,0,4,49205,2,4,9,500037
2,0,4,49205,2,4,10,507956
2,0,4,49205,2,4,11,515875
2,0,4,49205,2,4,12,628523
2,0,4,49205,2,4,13,531713
2,0,4,49205,2,4,14,644361
2,0,4,49205,2,4,15,652280
2,0,4,49205,2,4,16,241283
2,0,4,49205,2,4,17,563389
2,0,4,49205,2,4,18,571308
2,0,4,49205,2,4,19,265040
2,0,4,49205,3,0,0,377688
2,0,4,49205,3,0,1,966694
2,0,4,49205,3,0,2,126626
2,0,4,49205,3,0,3,401445
2,0,4,49205,3,0,4,933009
2,0,4,49205,3,0,5,417283
2,0,4,49205,3,0,6,425202
2,0,4,49205,3,0,7,14205
2,0,4,49205,3,0,8,441040
2,0,4,49205,3,0,9,182059
2,0,4,49205,3,0,10,456878
2,0,4,49205,3,0,11,360068
2,0,4,49205,3,0,12,472716
2,0,4,49205,3,0,13,585364
2,0,4,49205,3,0,14,383825
2,0,4,49205,3,0,15,391744
2,0,4,49205,3,0,16,85476
2,0,4,49205,3,0,17,617040
2,0,4,49205,3,0,18,101314
2,0,4,49205,3,0,19,423420
2,0,4,49205,3,1,0,850255
2,0,4,49205,3,1,1,229800
2,0,4,49205,3,1,2,285006
2,0,4,49205,3,1,3,455096
2,0,4,49205,3,1,4,253557
2,0,4,49205,3,1,5,680392
2,0,4,49205,3,1,6,897769
2,0,4,49205,3,1,7,486772
2,0,4,49205,3,1,8,180504
2,0,4,49205,3,1,9,293152
2,0,4,49205,3,1,10,196342
2,0,4,49205,3,1,11,308990
2,0,4,49205,3,1,12,526367
2,0,4,49205,3,1,13,324828
2,0,4,49205,3,1,14,332747
2,0,4,49205,3,1,15,550124
2,0,4,49205,3,1,16,348585
2,0,4,49205,3,1,17,775420
2,0,4,49205,3,1,18,725897
2,0,4,49205,3,1,19,713
2,0,4,49205,3,2,0,8632
2,0,4,49205,3,2,1,492909
2,0,4,49205,3,2,2,24470
2,0,4,49205,3,2,3,822934
2,0,4,49205,3,2,4,40308
2,0,4,49205,3,2,5,723888
2,0,4,49205,3,2,6,103433
2,0,4,49205,3,2,7,645152
2,0,4,49205,3,2,8,490900
2,0,4,49205,3,2,9,498819
2,0,4,49205,3,2,10,564180
2,0,4,49205,3,2,11,619386
2,0,4,49205,3,2,12,580018
2,0,4,49205,3,2,13,587937
2,0,4,49205,3,2,14,595856
2,0,4,49205,3,2,15,917962
2,0,4,49205,3,2,16,611694
2,0,4,49205,3,2,17,619613
2,0,4,49205,3,2,18,627532
2,0,4,49205,3,2,19,949638
2,0,4,49205,3,3,0,643370
2,0,4,49205,3,3,1,698576
2,0,4,49205,3,3,2,659208
2,0,4,49205,3,3,3,609685
2,0,4,49205,3,3,4,675046
2,0,4,49205,3,3,5,682965
2,0,4,49205,3,3,6,5068
2,0,4,49205,3,3,7,698803
2,0,4,49205,3,3,8,811451
2,0,4,49205,3,3,9,761928
2,0,4,49205,3,3,10,665118
2,0,4,49205,3,3,11,44663
2,0,4,49205,3,3,12,738398
2,0,4,49205,3,3,13,746317
2,0,4,49205,3,3,14,754236
2,0,4,49205,3,3,15,762155
2,0,4,49205,3,3,16,712632
2,0,4,49205,3,3,17,92177
2,0,4,49205,3,3,18,785912
2,0,4,49205,3,3,19,736389
2,0,4,49205,3,4,0,592292
2,0,4,49205,3,4,1,809669
2,0,4,49205,3,4,2,760146
2,0,4,49205,3,4,3,768065
2,0,4,49205,3,4,4,833426
2,0,4,49205,3,4,5,631887
2,0,4,49205,3,4,6,953993
2,0,4,49205,3,4,7,428112
2,0,4,49205,3,4,8,74557
2,0,4,49205,3,4,9,187205
2,0,4,49205,3,4,10,404582
2,0,4,49205,3,4,11,888859
2,0,4,49205,3,4,12,420420
2,0,4,49205,3,4,13,428339
2,0,4,49205,3,4,14,912616
2,0,4,49205,3,4,15,72548
2,0,4,49205,3,4,16,80467
2,0,4,49205,3,4,17,41099
2,0,4,49205,3,4,18,96305
2,0,4,49205,3,4,19,999498
2,0,4,49205,4,0,0,483772
2,0,4,49205,4,0,1,968049
2,0,4,49205,4,0,2,766510
2,0,4,49205,4,0,3,774429
2,0,4,49205,4,0,4,887077
2,0,4,49205,4,0,5,894996
2,0,4,49205,4,0,6,426557
2,0,4,49205,4,0,7,806105
2,0,4,49205,4,0,8,814024
2,0,4,49205,4,0,9,240856
2,0,4,49205,4,0,10,248775
2,0,4,49205,4,0,11,47236
2,0,4,49205,4,0,12,474071
2,0,4,49205,4,0,13,272532
2,0,4,49205,4,0,14,861538
2,0,4,49205,4,0,15,288370
2,0,4,49205,4,0,16,610476
2,0,4,49205,4,0,17,885295
2,0,4,49205,4,0,18,312127
2,0,4,49205,4,0,19,843691
2,0,4,49205,4,1,0,642152
2,0,4,49205,4,1,1,650071
2,0,4,49205,4,1,2,657990
2,0,4,49205,4,1,3,37535
2,0,4,49205,4,1,4,254912
2,0,4,49205,4,1,5,948647
2,0,4,49205,4,1,6,270750
2,0,4,49205,4,1,7,278669
2,0,4,49205,4,1,8,972404
2,0,4,49205,4,1,9,294507
2,0,4,49205,4,1,10,721342
2,0,4,49205,4,1,11,310345
2,0,4,49205,4,1,12,4077
2,0,4,49205,4,1,13,430912
2,0,4,49205,4,1,14,124644
2,0,4,49205,4,1,15,237292
2,0,4,49205,4,1,16,245211
2,0,4,49205,4,1,17,253130
2,0,4,49205,4,1,18,261049
2,0,4,49205,4,1,19,687884
2,0,4,49205,4,2,0,172158
2,0,4,49205,4,2,1,494264
2,0,4,49205,4,2,2,292725
2,0,4,49205,4,2,3,300644
2,0,4,49205,4,2,4,727479
2,0,4,49205,4,2,5,316482
2,0,4,49205,4,2,6,533859
2,0,4,49205,4,2,7,541778
2,0,4,49205,4,2,8,235510
2,0,4,49205,4,2,9,138700
2,0,4,49205,4,2,10,41890
2,0,4,49205,4,2,11,573454
2,0,4,49205,4,2,12,162457
2,0,4,49205,4,2,13,275105
2,0,4,49205,4,2,14,283024
2,0,4,49205,4,2,15,186214
2,0,4,49205,4,2,16,403591
2,0,4,49205,4,2,17,306781
2,0,4,49205,4,2,18,628887
2,0,4,49205,4,2,19,636806
2,0,4,49205,4,3,0,330538
2,0,4,49205,4,3,1,128999
2,0,4,49205,4,3,2,346376
2,0,4,49205,4,3,3,354295
2,0,4,49205,4,3,4,362214
2,0,4,49205,4,3,5,370133
2,0,4,49205,4,3,6,378052
2,0,4,49205,4,3,7,595429
2,0,4,49205,4,3,8,603348
2,0,4,49205,4,3,9,611267
2,0,4,49205,4,3,10,723915
2,0,4,49205,4,3,11,417647
2,0,4,49205,4,3,12,739753
2,0,4,49205,4,3,13,852401
2,0,4,49205,4,3,14,441404
2,0,4,49205,4,3,15,449323
2,0,4,49205,4,3,16,457242
2,0,4,49205,4,3,17,465161
2,0,4,49205,4,3,18,473080
2,0,4,49205,4,3,19,480999
2,0,4,49205,4,4,0,488918
2,0,4,49205,4,4,1,496837
2,0,4,49205,4,4,2,504756
2,0,4,49205,4,4,3,512675
2,0,4,49205,4,4,4,520594
2,0,4,49205,4,4,5,528513
2,0,4,49205,4,4,6,536432
2,0,4,49205,4,4,7,544351
2,0,4,49205,4,4,8,227928
2,0,4,49205,4,4,9,560189
2,0,4,49205,4,4,10,568108
2,0,4,49205,4,4,11,576027
2,0,4,49205,4,4,12,735962
2,0,4,49205,4,4,13,220236
2,0,4,49205,4,4,14,599784
2,0,4,49205,4,4,15,712432
2,0,4,49205,4,4,16,243993
2,0,4,49205,4,4,17,623541
2,0,4,49205,4,4,18,783476
2,0,4,49205,4,4,19,639379
2,0,4,49205,5,0,0,437840
2,0,4,49205,5,0,1,445759
2,0,4,49205,5,0,2,872594
2,0,4,49205,5,0,3,461597
2,0,4,49205,5,0,4,888432
2,0,4,49205,5,0,5,477435
2,0,4,49205,5,0,6,485354
2,0,4,49205,5,0,7,493273
2,0,4,49205,5,0,8,920108
2,0,4,49205,5,0,9,928027
2,0,4,49205,5,0,10,517030
2,0,4,49205,5,0,11,524949
2,0,4,49205,5,0,12,532868
2,0,4,49205,5,0,13,540787
2,0,4,49205,5,0,14,548706
2,0,4,49205,5,0,15,556625
2,0,4,49205,5,0,16,983460
2,0,4,49205,5,0,17,572463
2,0,4,49205,5,0,18,580382
2,0,4,49205,5,0,19,588301
2,0,4,49205,5,1,0,596220
2,0,4,49205,5,1,1,604139
2,0,4,49205,5,1,2,612058
2,0,4,49205,5,1,3,619977
2,0,4,49205,5,1,4,46809
2,0,4,49205,5,1,5,635815
2,0,4,49205,5,1,6,643734
2,0,4,49205,5,1,7,651653
2,0,4,49205,5,1,8,78485
2,0,4,49205,5,1,9,772220
2,0,4,49205,5,1,10,989597
2,0,4,49205,5,1,11,788058
2,0,4,49205,5,1,12,795977
2,0,4,49205,5,1,13,699167
2,0,4,49205,5,1,14,707086
2,0,4,49205,5,1,15,819734
2,0,4,49205,5,1,16,827653
2,0,4,49205,5,1,17,149756
2,0,4,49205,5,1,18,52946
2,0,4,49205,5,1,19,165594
2,0,4,49205,5,2,0,278242
2,0,4,49205,5,2,1,181432
2,0,4,49205,5,2,2,770438
2,0,4,49205,5,2,3,197270
2,0,4,49205,5,2,4,891005
2,0,4,49205,5,2,5,794195
2,0,4,49205,5,2,6,802114
2,0,4,49205,5,2,7,914762
2,0,4,49205,5,2,8,817952
2,0,4,49205,5,2,9,825871
2,0,4,49205,5,2,10,833790
2,0,4,49205,5,2,11,260622
2,0,4,49205,5,2,12,268541
2,0,4,49205,5,2,13,962276
2,0,4,49205,5,2,14,74921
2,0,4,49205,5,2,15,187569
2,0,4,49205,5,2,16,300217
2,0,4,49205,5,2,17,203407
2,0,4,49205,5,2,18,1868
2,0,4,49205,5,2,19,323974
2,0,4,49205,5,3,0,912980
2,0,4,49205,5,3,1,920899
2,0,4,49205,5,3,2,928818
2,0,4,49205,5,3,3,41463
2,0,4,49205,5,3,4,468298
2,0,4,49205,5,3,5,57301
2,0,4,49205,5,3,6,693594
2,0,4,49205,5,3,7,387326
2,0,4,49205,5,3,8,499974
2,0,4,49205,5,3,9,717351
2,0,4,49205,5,3,10,725270
2,0,4,49205,5,3,11,314273
2,0,4,49205,5,3,12,741108
2,0,4,49205,5,3,13,15924
2,0,4,49205,5,3,14,547488
2,0,4,49205,5,3,15,450678
2,0,4,49205,5,3,16,982242
2,0,4,49205,5,3,17,780703
2,0,4,49205,5,3,18,788622
2,0,4,49205,5,3,19,739099
2,0,4,49205,5,4,0,118644
2,0,4,49205,5,4,1,173850
2,0,4,49205,5,4,2,333785
2,0,4,49205,5,4,3,655891
2,0,4,49205,5,4,4,930710
2,0,4,49205,5,4,5,110952
2,0,4,49205,5,4,6,166158
2,0,4,49205,5,4,7,373380
2,0,4,49205,5,4,8,867812
2,0,4,49205,5,4,9,970305
2,0,4,49205,5,4,10,883650
2,0,4,49205,5,4,11,834127
2,0,4,49205,5,4,12,946775
2,0,4,49205,5,4,13,221591
2,0,4,49205,5,4,14,638271
2,0,4,49205,5,4,15,237429
2,0,4,49205,5,4,16,339922
2,0,4,49205,5,4,17,452570
2,0,4,49205,5,4,18,984134
2,0,4,49205,5,4,19,677866
2,0,4,49205,6,0,0,229737
2,0,4,49205,6,0,1,237656
2,0,4,49205,6,0,2,245575
2,0,4,49205,6,0,3,253494
2,0,4,49205,6,0,4,261413
2,0,4,49205,6,0,5,269332
2,0,4,49205,6,0,6,277251
2,0,4,49205,6,0,7,285170
2,0,4,49205,6,0,8,293089
2,0,4,49205,6,0,9,405737
2,0,4,49205,6,0,10,308927
2,0,4,49205,6,0,11,526304
2,0,4,49205,6,0,12,429494
2,0,4,49205,6,0,13,332684
2,0,4,49205,6,0,14,445332
2,0,4,49205,6,0,15,348522
2,0,4,49205,6,0,16,461170
2,0,4,49205,6,0,17,469089
2,0,4,49205,6,0,18,477008
2,0,4,49205,6,0,19,484927
2,0,4,49205,6,1,0,492846
2,0,4,49205,6,1,1,396036
2,0,4,49205,6,1,2,403955
2,0,4,49205,6,1,3,411874
2,0,4,49205,6,1,4,524522
2,0,4,49205,6,1,5,532441
2,0,4,49205,6,1,6,435631
2,0,4,49205,6,1,7,548279
2,0,4,49205,6,1,8,556198
2,0,4,49205,6,1,9,564117
2,0,4,49205,6,1,10,572036
2,0,4,49205,6,1,11,684684
2,0,4,49205,6,1,12,587874
2,0,4,49205,6,1,13,595793
2,0,4,49205,6,1,14,498983
2,0,4,49205,6,1,15,506902
2,0,4,49205,6,1,16,619550
2,0,4,49205,6,1,17,627469
2,0,4,49205,6,1,18,740117
2,0,4,49205,6,1,19,166949
2,0,4,49205,6,2,0,174868
2,0,4,49205,6,2,1,554416
2,0,4,49205,6,2,2,981251
2,0,4,49205,6,2,3,303354
2,0,4,49205,6,2,4,892360
2,0,4,49205,6,2,5,795550
2,0,4,49205,6,2,6,594011
2,0,4,49205,6,2,7,230301
2,0,4,49205,6,2,8,609849
2,0,4,49205,6,2,9,617768
2,0,4,49205,6,2,10,254058
2,0,4,49205,6,2,11,261977
2,0,4,49205,6,2,12,165167
2,0,4,49205,6,2,13,68357
2,0,4,49205,6,2,14,76276
2,0,4,49205,6,2,15,979469
2,0,4,49205,6,2,16,196843
2,0,4,49205,6,2,17,100033
2,0,4,49205,6,2,18,689039
2,0,4,49205,6,2,19,801687
2,0,4,49205,6,3,0,809606
2,0,4,49205,6,3,1,817525
2,0,4,49205,6,3,2,720715
2,0,4,49205,6,3,3,728634
2,0,4,49205,6,3,4,155466
2,0,4,49205,6,3,5,744472
2,0,4,49205,6,3,6,276033
2,0,4,49205,6,3,7,760310
2,0,4,49205,6,3,8,396600
2,0,4,49205,6,3,9,776148
2,0,4,49205,6,3,10,202980
2,0,4,49205,6,3,11,896715
2,0,4,49205,6,3,12,799905
2,0,4,49205,6,3,13,807824
2,0,4,49205,6,3,14,920472
2,0,4,49205,6,3,15,928391
2,0,4,49205,6,3,16,936310
2,0,4,49205,6,3,17,48955
2,0,4,49205,6,3,18,161603
2,0,4,49205,6,3,19,960067
2,0,4,49205,6,4,0,491628
2,0,4,49205,6,4,1,975905
2,0,4,49205,6,4,2,983824
2,0,4,49205,6,4,3,991743
2,0,4,49205,6,4,4,999662
2,0,4,49205,6,4,5,902852
2,0,4,49205,6,4,6,15497
2,0,4,49205,6,4,7,23416
2,0,4,49205,6,4,8,392809
2,0,4,49205,6,4,9,458170
2,0,4,49205,6,4,10,570818
2,0,4,49205,6,4,11,578737
2,0,4,49205,6,4,12,796114
2,0,4,49205,6,4,13,594575
2,0,4,49205,6,4,14,707223
2,0,4,49205,6,4,15,505684
2,0,4,49205,6,4,16,94687
2,0,4,49205,6,4,17,626251
2,0,4,49205,6,4,18,634170
2,0,4,49205,6,4,19,746818
2,0,4,49205,7,0,0,21634
2,0,4,49205,7,0,1,29553
2,0,4,49205,7,0,2,37472
2,0,4,49205,7,0,3,150120
2,0,4,49205,7,0,4,262768
2,0,4,49205,7,0,5,270687
2,0,4,49205,7,0,6,278606
2,0,4,49205,7,0,7,77067
2,0,4,49205,7,0,8,189715
2,0,4,49205,7,0,9,197634
2,0,4,49205,7,0,10,310282
2,0,4,49205,7,0,11,108743
2,0,4,49205,7,0,12,326120
2,0,4,49205,7,0,13,438768
2,0,4,49205,7,0,14,237229
2,0,4,49205,7,0,15,349877
2,0,4,49205,7,0,16,148338
2,0,4,49205,7,0,17,260986
2,0,4,49205,7,0,18,268905
2,0,4,49205,7,0,19,276824
2,0,4,49205,7,1,0,180014
2,0,4,49205,7,1,1,292662
2,0,4,49205,7,1,2,195852
2,0,4,49205,7,1,3,203771
2,0,4,49205,7,1,4,211690
2,0,4,49205,7,1,5,219609
2,0,4,49205,7,1,6,227528
2,0,4,49205,7,1,7,235447
2,0,4,49205,7,1,8,348095
2,0,4,49205,7,1,9,251285
2,0,4,49205,7,1,10,259204
2,0,4,49205,7,1,11,267123
2,0,4,49205,7,1,12,379771
2,0,4,49205,7,1,13,282961
2,0,4,49205,7,1,14,290880
2,0,4,49205,7,1,15,403528
2,0,4,49205,7,1,16,306718
2,0,4,49205,7,1,17,314637
2,0,4,49205,7,1,18,427285
2,0,4,49205,7,1,19,435204
2,0,4,49205,7,2,0,338394
2,0,4,49205,7,2,1,346313
2,0,4,49205,7,2,2,458961
2,0,4,49205,7,2,3,362151
2,0,4,49205,7,2,4,370070
2,0,4,49205,7,2,5,377989
2,0,4,49205,7,2,6,385908
2,0,4,49205,7,2,7,393827
2,0,4,49205,7,2,8,401746
2,0,4,49205,7,2,9,409665
2,0,4,49205,7,2,10,417584
2,0,4,49205,7,2,11,425503
2,0,4,49205,7,2,12,433422
2,0,4,49205,7,2,13,441341
2,0,4,49205,7,2,14,553989
2,0,4,49205,7,2,15,561908
2,0,4,49205,7,2,16,569827
2,0,4,49205,7,2,17,577746
2,0,4,49205,7,2,18,795123
2,0,4,49205,7,2,19,593584
2,0,4,49205,7,3,0,20416
2,0,4,49205,7,3,1,609422
2,0,4,49205,7,3,2,617341
2,0,4,49205,7,3,3,148902
2,0,4,49205,7,3,4,633179
2,0,4,49205,7,3,5,641098
2,0,4,49205,7,3,6,649017
2,0,4,49205,7,3,7,656936
2,0,4,49205,7,3,8,874313
2,0,4,49205,7,3,9,777503
2,0,4,49205,7,3,10,785422
2,0,4,49205,7,3,11,688612
2,0,4,49205,7,3,12,696531
2,0,4,49205,7,3,13,704450
2,0,4,49205,7,3,14,712369
2,0,4,49205,7,3,15,720288
2,0,4,49205,7,3,16,728207
2,0,4,49205,7,3,17,631397
2,0,4,49205,7,3,18,744045
2,0,4,49205,7,3,19,275606
2,0,4,49205,7,4,0,759883
2,0,4,49205,7,4,1,767802
2,0,4,49205,7,4,2,670992
2,0,4,49205,7,4,3,783640
2,0,4,49205,7,4,4,524659
