qualification_schema,tnn_r32_e45_native_v1
native_target,linux_x86_64_generic
feature_dimension_per_arm,32
feature_masking,zero_mask_equal_capacity
initiation_policy,one_shared_frozen_value_and_common_feature_block_across_all_arms
shadow_estimator,reduced_e45_12_learner_visible_features_not_v28_parity
temporal_detector,reduced_ordered_best_split_not_full_v16_tv_volatility
hazard_auxiliary,reduced_global_horizon_forecast_not_v40_parity
training_seed_set,45001_45002_45003
validation_seed_set,45101_45102_45103
confirmation_seed_set,45201_45202_45203_45204_45205_45206
confirmation_episodes_per_seed_mode_resource,40
shadow_validation_n,2700
shadow_target_mean,406
shadow_mae_learned_reduced12,196
shadow_mae_raw_cost,395
shadow_mae_fixed_055,269
shadow_mae_learned_global_scalar,280
shadow_mse_div100_learned_reduced12,847
shadow_mse_div100_raw_cost,2896
shadow_mse_div100_fixed_055,1772
shadow_mse_div100_learned_global_scalar,1723
shadow_r2_per_mille_learned_reduced12,749
shadow_global_ratio_per_mille,632
cell_columns,seed_index,mode,resource,arm,episodes,initiated,beneficial,true_positive,false_positive,completed,success,success_given_oracle_positive_init,premature,regret_sum,resource_spend_sum,opportunity_loss_sum,observations,warrant,budget_refusal,safety_cap,utility_sum,resolvable,unknown_choice,wrong_nonunknown_commit,oracle_positive_success,init_recall_pm,init_precision_pm,completion_given_init_pm,success_given_oracle_positive_init_pm,mean_observations_x1000
cell,2,0,4,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,0,4,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,0,4,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,0,4,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,0,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,0,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,0,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,0,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,1,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,1,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,1,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,1,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,2,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,2,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,2,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,2,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,3,arm,0,40,10,0,0,10,0,0,0,0,50060,8445,2060,25,0,0,0,-50060,0,0,40,0,0,0,0,0,2500
cell,2,1,3,arm,1,40,10,0,0,10,0,0,0,0,50060,8445,2060,25,0,0,0,-50060,0,0,40,0,0,0,0,0,2500
cell,2,1,3,arm,2,40,10,0,0,10,0,0,0,0,50060,8445,2060,25,0,0,0,-50060,0,0,40,0,0,0,0,0,2500
cell,2,1,3,arm,3,40,10,0,0,10,0,0,0,0,50060,8445,2060,25,0,0,0,-50060,0,0,40,0,0,0,0,0,2500
cell,2,1,4,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,4,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,4,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,1,4,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,2,2,0,arm,0,40,1,0,0,1,0,40,0,0,1642,4928,1642,16,1,0,1,38358,0,0,0,0,0,0,0,0,16000
cell,2,2,0,arm,1,40,1,0,0,1,0,40,0,0,1642,4928,1642,16,1,0,1,38358,0,0,0,0,0,0,0,0,16000
cell,2,2,0,arm,2,40,1,0,0,1,0,40,0,0,1642,4928,1642,16,1,0,1,38358,0,0,0,0,0,0,0,0,16000
cell,2,2,0,arm,3,40,1,0,0,1,0,40,0,0,1642,4928,1642,16,1,0,1,38358,0,0,0,0,0,0,0,0,16000
cell,2,2,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,2,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,2,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,2,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,2,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,2,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,2,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,2,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,2,3,arm,0,40,5,0,0,5,0,40,0,0,427,2812,427,7,0,0,0,39573,0,0,0,0,0,0,0,0,1400
cell,2,2,3,arm,1,40,5,0,0,5,0,40,0,0,427,2812,427,7,0,0,0,39573,0,0,0,0,0,0,0,0,1400
cell,2,2,3,arm,2,40,5,0,0,5,0,40,0,0,427,2812,427,7,0,0,0,39573,0,0,0,0,0,0,0,0,1400
cell,2,2,3,arm,3,40,5,0,0,5,0,40,0,0,427,2812,427,7,0,0,0,39573,0,0,0,0,0,0,0,0,1400
cell,2,2,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,2,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,2,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,2,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,3,0,arm,0,40,1,0,0,1,0,40,0,0,1323,4368,1323,14,0,0,0,38677,0,0,0,0,0,0,0,0,14000
cell,2,3,0,arm,1,40,1,0,0,1,0,40,0,0,1323,4368,1323,14,0,0,0,38677,0,0,0,0,0,0,0,0,14000
cell,2,3,0,arm,2,40,1,0,0,1,0,40,0,0,1323,4368,1323,14,0,0,0,38677,0,0,0,0,0,0,0,0,14000
cell,2,3,0,arm,3,40,1,0,0,1,0,40,0,0,1323,4368,1323,14,0,0,0,38677,0,0,0,0,0,0,0,0,14000
cell,2,3,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,3,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,3,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,3,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,3,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,3,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,3,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,3,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,3,3,arm,0,40,21,0,0,21,0,40,0,0,4171,18300,4171,56,0,0,0,35829,0,0,0,0,0,0,0,0,2666
cell,2,3,3,arm,1,40,21,0,0,21,0,40,0,0,4171,18300,4171,56,0,0,0,35829,0,0,0,0,0,0,0,0,2666
cell,2,3,3,arm,2,40,21,0,0,21,0,40,0,0,4171,18300,4171,56,0,0,0,35829,0,0,0,0,0,0,0,0,2666
cell,2,3,3,arm,3,40,21,0,0,21,0,40,0,0,4171,18300,4171,56,0,0,0,35829,0,0,0,0,0,0,0,0,2666
cell,2,3,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,3,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,3,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,3,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,4,0,arm,0,40,1,17,1,0,1,1,1,0,81656,3510,702,9,1,0,0,-77702,40,0,39,1,58,1000,1000,1000,9000
cell,2,4,0,arm,1,40,1,17,1,0,1,1,1,0,81656,3510,702,9,1,0,0,-77702,40,0,39,1,58,1000,1000,1000,9000
cell,2,4,0,arm,2,40,1,17,1,0,1,1,1,0,81656,3510,702,9,1,0,0,-77702,40,0,39,1,58,1000,1000,1000,9000
cell,2,4,0,arm,3,40,1,17,1,0,1,1,1,0,81656,3510,702,9,1,0,0,-77702,40,0,39,1,58,1000,1000,1000,9000
cell,2,4,1,arm,0,40,0,1,0,0,0,0,0,0,80229,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,2,4,1,arm,1,40,0,1,0,0,0,0,0,0,80229,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,2,4,1,arm,2,40,0,1,0,0,0,0,0,0,80229,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,2,4,1,arm,3,40,0,1,0,0,0,0,0,0,80229,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,2,4,2,arm,0,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,2,4,2,arm,1,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,2,4,2,arm,2,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,2,4,2,arm,3,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,2,4,3,arm,0,40,8,11,6,2,1,1,1,5,80502,5583,724,18,1,0,0,-77724,40,0,39,1,545,750,125,166,2250
cell,2,4,3,arm,1,40,8,11,6,2,1,1,1,5,80502,5583,724,18,1,0,0,-77724,40,0,39,1,545,750,125,166,2250
cell,2,4,3,arm,2,40,8,11,6,2,1,1,1,5,80502,5583,724,18,1,0,0,-77724,40,0,39,1,545,750,125,166,2250
cell,2,4,3,arm,3,40,8,11,6,2,1,1,1,5,80502,5583,724,18,1,0,0,-77724,40,0,39,1,545,750,125,166,2250
cell,2,4,4,arm,0,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,2,4,4,arm,1,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,2,4,4,arm,2,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,2,4,4,arm,3,40,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,-80000,40,0,40,0,0,0,0,0,0
cell,2,5,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,3,arm,0,40,9,0,0,9,0,40,0,0,4344,16890,4344,54,0,0,0,35656,0,0,0,0,0,0,0,0,6000
cell,2,5,3,arm,1,40,9,0,0,9,0,40,0,0,4344,16890,4344,54,0,0,0,35656,0,0,0,0,0,0,0,0,6000
cell,2,5,3,arm,2,40,9,0,0,9,0,40,0,0,4344,16890,4344,54,0,0,0,35656,0,0,0,0,0,0,0,0,6000
cell,2,5,3,arm,3,40,9,0,0,9,0,40,0,0,4344,16890,4344,54,0,0,0,35656,0,0,0,0,0,0,0,0,6000
cell,2,5,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,5,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,6,0,arm,0,40,1,0,0,1,0,40,0,0,447,2548,447,7,0,0,0,39553,0,0,0,0,0,0,0,0,7000
cell,2,6,0,arm,1,40,1,0,0,1,0,40,0,0,447,2548,447,7,0,0,0,39553,0,0,0,0,0,0,0,0,7000
cell,2,6,0,arm,2,40,1,0,0,1,0,40,0,0,447,2548,447,7,0,0,0,39553,0,0,0,0,0,0,0,0,7000
cell,2,6,0,arm,3,40,1,0,0,1,0,40,0,0,447,2548,447,7,0,0,0,39553,0,0,0,0,0,0,0,0,7000
cell,2,6,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,6,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,6,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,6,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,6,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,6,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,6,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,6,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,6,3,arm,0,40,9,0,0,9,0,40,0,0,1146,5814,1146,16,0,0,0,38854,0,0,0,0,0,0,0,0,1777
cell,2,6,3,arm,1,40,9,0,0,9,0,40,0,0,1146,5814,1146,16,0,0,0,38854,0,0,0,0,0,0,0,0,1777
cell,2,6,3,arm,2,40,9,0,0,9,0,40,0,0,1146,5814,1146,16,0,0,0,38854,0,0,0,0,0,0,0,0,1777
cell,2,6,3,arm,3,40,9,0,0,9,0,40,0,0,1146,5814,1146,16,0,0,0,38854,0,0,0,0,0,0,0,0,1777
cell,2,6,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,6,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,6,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,6,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,7,0,arm,0,40,2,0,0,2,0,40,0,0,1532,6889,1532,20,0,0,0,38468,0,0,0,0,0,0,0,0,10000
cell,2,7,0,arm,1,40,2,0,0,2,0,40,0,0,1532,6889,1532,20,0,0,0,38468,0,0,0,0,0,0,0,0,10000
cell,2,7,0,arm,2,40,2,0,0,2,0,40,0,0,1532,6889,1532,20,0,0,0,38468,0,0,0,0,0,0,0,0,10000
cell,2,7,0,arm,3,40,2,0,0,2,0,40,0,0,1532,6889,1532,20,0,0,0,38468,0,0,0,0,0,0,0,0,10000
cell,2,7,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,7,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,7,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,7,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,7,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,7,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,7,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,7,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,7,3,arm,0,40,1,0,0,1,0,40,0,0,610,2541,610,7,0,0,0,39390,0,0,0,0,0,0,0,0,7000
cell,2,7,3,arm,1,40,1,0,0,1,0,40,0,0,610,2541,610,7,0,0,0,39390,0,0,0,0,0,0,0,0,7000
cell,2,7,3,arm,2,40,1,0,0,1,0,40,0,0,610,2541,610,7,0,0,0,39390,0,0,0,0,0,0,0,0,7000
cell,2,7,3,arm,3,40,1,0,0,1,0,40,0,0,610,2541,610,7,0,0,0,39390,0,0,0,0,0,0,0,0,7000
cell,2,7,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,7,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,7,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,7,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,0,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,0,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,0,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,0,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,1,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,1,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,1,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,1,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,2,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,2,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,2,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,2,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,3,arm,0,40,10,0,0,10,0,40,0,0,3573,15405,3573,47,0,0,0,36427,0,0,0,0,0,0,0,0,4700
cell,2,8,3,arm,1,40,10,0,0,10,0,40,0,0,3573,15405,3573,47,0,0,0,36427,0,0,0,0,0,0,0,0,4700
cell,2,8,3,arm,2,40,10,0,0,10,0,40,0,0,3573,15405,3573,47,0,0,0,36427,0,0,0,0,0,0,0,0,4700
cell,2,8,3,arm,3,40,10,0,0,10,0,40,0,0,3573,15405,3573,47,0,0,0,36427,0,0,0,0,0,0,0,0,4700
cell,2,8,4,arm,0,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,4,arm,1,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,4,arm,2,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,2,8,4,arm,3,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0
cell,3,0,0,arm,0,40,3,0,0,3,0,0,0,0,53352,13020,5352,44,0,0,2,-53352,0,0,40,0,0,0,0,0,14666
cell,3,0,0,arm,1,40,3,0,0,3,0,0,0,0,53352,13020,5352,44,0,0,2,-53352,0,0,40,0,0,0,0,0,14666
cell,3,0,0,arm,2,40,3,0,0,3,0,0,0,0,53352,13020,5352,44,0,0,2,-53352,0,0,40,0,0,0,0,0,14666
cell,3,0,0,arm,3,40,3,0,0,3,0,0,0,0,53352,13020,5352,44,0,0,2,-53352,0,0,40,0,0,0,0,0,14666
cell,3,0,1,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,0,1,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,0,1,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,0,1,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,0,2,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,0,2,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,0,2,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,0,2,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,0,3,arm,0,40,6,0,0,6,0,0,0,0,49133,5923,1133,16,0,0,0,-49133,0,0,40,0,0,0,0,0,2666
cell,3,0,3,arm,1,40,6,0,0,6,0,0,0,0,49133,5923,1133,16,0,0,0,-49133,0,0,40,0,0,0,0,0,2666
cell,3,0,3,arm,2,40,6,0,0,6,0,0,0,0,49133,5923,1133,16,0,0,0,-49133,0,0,40,0,0,0,0,0,2666
cell,3,0,3,arm,3,40,6,0,0,6,0,0,0,0,49133,5923,1133,16,0,0,0,-49133,0,0,40,0,0,0,0,0,2666
cell,3,0,4,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,0,4,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,0,4,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,0,4,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,1,0,arm,0,40,1,0,0,1,0,0,0,0,49925,6224,1925,16,0,0,0,-49925,0,0,40,0,0,0,0,0,16000
cell,3,1,0,arm,1,40,1,0,0,1,0,0,0,0,49925,6224,1925,16,0,0,0,-49925,0,0,40,0,0,0,0,0,16000
cell,3,1,0,arm,2,40,1,0,0,1,0,0,0,0,49925,6224,1925,16,0,0,0,-49925,0,0,40,0,0,0,0,0,16000
cell,3,1,0,arm,3,40,1,0,0,1,0,0,0,0,49925,6224,1925,16,0,0,0,-49925,0,0,40,0,0,0,0,0,16000
cell,3,1,1,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,1,1,arm,1,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,1,1,arm,2,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,1,1,arm,3,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
cell,3,1,2,arm,0,40,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,-48000,0,0,40,0,0,0,0,0,0
