trial_idx,fixture_id,fixture_path,task,truth,stratum,judgment,confidence,measure,operations,percept_bytes,program,tests,decision,chain_hash
7803,r21n_pitchdisc_158,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_158.r2a,pitchdisc,LOWER,gen_normal,LOWER,low,6,6000,21,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,ef3bd4c7fa6ad69529d263374821f5492b1fd1fc3441387c8c5d8cac6b4f3d1f
7804,r21n_pitchdisc_159,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_159.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,ac8afa401ad52fffcc11931d6349019d60db9a279da2b992fa76a7340300caee
7805,r21n_pitchdisc_16,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_16.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,168,6000,25,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,e85a6e7b62b6106fd778bbf780e8390036393a52c0688b173a6da4004864582e
7806,r21n_pitchdisc_160,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_160.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,152,6000,25,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,3a94c81343a95c6cf45580953f1132ba689f12b49b82f38d838656fa3d4714eb
7807,r21n_pitchdisc_161,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_161.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,36,6000,23,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,b70a0a2cd45c6f09af8acc9c5337970b22c5c26e18978ce09b0ee78a0bc0e7e9
7808,r21n_pitchdisc_162,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_162.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,7467ca13ec97e52f98d21255ba0da89f7d7520559bdd24436ba24c9578dfc986
7809,r21n_pitchdisc_163,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_163.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,148,6000,25,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,b82d30c285a1af21045e3c85acf2c39ad982bd16f3bcc1ccf46c128281a75569
7810,r21n_pitchdisc_164,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_164.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,192,6000,24,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,12a474a146d823a4505306defe1dae43a0164243bff3b1eaa98ef9a231273a58
7811,r21n_pitchdisc_165,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_165.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,57fd2b45f3248396cda3bba562ff233591e92394078385be9f4a2809eefd4e94
7812,r21n_pitchdisc_166,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_166.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,low,6,6000,22,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,57c5b36ed282a5ff12b6b3f008931657d5b40ba810b04ded573248bdf80b6ffe
7813,r21n_pitchdisc_167,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_167.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,203,6000,24,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,0bba7655e7f22d8abc06547a332bb0420b972196df44c5cad6ec4aa50244d4b0
7814,r21n_pitchdisc_168,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_168.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,eb0e55fdf4adfe63fcd415c0d1075c496d1c614046b40f180721625ce733c515
7815,r21n_pitchdisc_169,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_169.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,35,6000,24,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,2d62c34dd5b0393fb0b9fbb5d2098753f78d14efe3f4734261029e8efa080a4b
7816,r21n_pitchdisc_17,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_17.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,31,6000,23,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,a2bfeecc8e70489c0c26d84bc447d2467939c80437f47246947b7579d212b040
7817,r21n_pitchdisc_170,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_170.r2a,pitchdisc,LOWER,gen_normal,LOWER,low,5,6000,21,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,4ca6c01a259541d1339f73b8730e8530ee133cbddc5cfbd9cebd17d721dd0279
7818,r21n_pitchdisc_171,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_171.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,6f41b6061e6bf5584e45628af3fcb896650a3ec1934fceef7890c1afeb68f5c1
7819,r21n_pitchdisc_172,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_172.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,232,6000,25,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,68b5edd6a7065e54c0fe2d3ada06adce52d8b80a80e13164e5acb6e2aacf078d
7820,r21n_pitchdisc_173,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_173.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,27,6000,23,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,81aec258ec2ed0126901d9f18537dcfdb6ecd72974ea2c83f23bd580061626d1
7821,r21n_pitchdisc_174,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_174.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,ae1236f9d93d277e479e0998383e2dfe0d640bde9433472c3df243314861adbc
7822,r21n_pitchdisc_175,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_175.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,108,6000,25,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,d00f12368d9ca8258a9ff6870d26552185a1d4f8731f356193cb62798e71ec94
7823,r21n_pitchdisc_176,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_176.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,226,6000,24,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,0fd856731fdd0d0b28da8c6e9c76759d907c960e93257545d1bd6a6655710284
7824,r21n_pitchdisc_177,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_177.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,0075c8df861ebaacfa1d04563144b373c48edc20fbd4387aa723dca17b610a8a
7825,r21n_pitchdisc_178,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_178.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,low,6,6000,22,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,afcb68008d8e691c92aa4b207f21debe6c477fefaad4d918415ef7cd9ea35707
7826,r21n_pitchdisc_179,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_179.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,178,6000,24,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,293ac1a016ceaa2c915b5c980524a97674bda382bdd83721a1ceac2895445a98
7827,r21n_pitchdisc_18,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_18.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,7922e7363e4db29f60a401a257f447ff78fef867983d927c1ae006273c16a2e2
7828,r21n_pitchdisc_180,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_180.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,d99745e20a9e56d02023f99519a782fe7fc2be6a172aad77d6c2a79b88354a14
7829,r21n_pitchdisc_181,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_181.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,43,6000,24,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,39af989e58434a6e28cdded9ee325123fa8a3e440c7921fb35329815a2b9f193
7830,r21n_pitchdisc_182,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_182.r2a,pitchdisc,LOWER,gen_normal,LOWER,low,5,6000,21,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,33c70f1ea605cd96aa5f1b78c4a32dfd5ee9ddab3042cecd0a2c444c3479311a
7831,r21n_pitchdisc_183,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_183.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,c01a6c01c6cb8338de67692882134861adaab5b1740dcde26a4d806bbdd96bb5
7832,r21n_pitchdisc_184,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_184.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,242,6000,25,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,ab38361f4fb90a47aaa90881d4b38de599d20b3111d92c788574a9a9d7a24d88
7833,r21n_pitchdisc_185,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_185.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,38,6000,23,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,e0d05cf75105fde334a3159c6c34fb9a609054ab81c84301dd894f12451a1ffd
7834,r21n_pitchdisc_186,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_186.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,be0e46611c50ecf452a4a0c704f17812b68832e7a069bc483aabefb34062c589
7835,r21n_pitchdisc_187,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_187.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,160,6000,25,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,22f2ddda717fb1844021f1ed368050bbdf232a5ed410b3a7310f0555e0058b65
7836,r21n_pitchdisc_188,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_188.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,110,6000,24,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,4feb047933b106b6fe2d1038b4a4c0211f126e2b864962d79b2d3adb5a860398
7837,r21n_pitchdisc_189,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_189.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,2c35615192861c9acfc8f42686aa8007f8ae4ec1cf8308790ab7744d9a21f511
7838,r21n_pitchdisc_19,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_19.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,219,6000,25,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,ad870029452e347b29533a42222e5a05dafa7c0b5b4cc5f750eb4d8777c0f524
7839,r21n_pitchdisc_190,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_190.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,low,6,6000,22,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,92b2b7f70af8a527459458a8b64dc8385fc75b942f077e1dd65401935b53e2da
7840,r21n_pitchdisc_191,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_191.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,113,6000,24,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,f68a5ab3bd7f7c11570b24deb2feb23b7d46edc3326b8b318b6bad9dd16c7cf0
7841,r21n_pitchdisc_192,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_192.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,0bcf39d63cdbaf226c6994f94b2dc85c51f0e547ad3b6f597896511b608b053a
7842,r21n_pitchdisc_193,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_193.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,46,6000,24,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,56e7ecdcf06b2fc9be2f354563ad95a677b1a642b316765de4604720049ec212
7843,r21n_pitchdisc_194,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_194.r2a,pitchdisc,LOWER,gen_normal,LOWER,low,6,6000,21,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,5322f8cc134f3ae87d14e27bf1725d882daf007b7eabd02eb5590050be9dd1aa
7844,r21n_pitchdisc_195,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_195.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,28962e1451f6872f398690e33bad5b1c60a0a828817d3b07ee3da001c5807757
7845,r21n_pitchdisc_196,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_196.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,157,6000,25,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,e457ae1e42bb944339d1eb21731b0fded7a0f7f5c26881da30a46099a97182c1
7846,r21n_pitchdisc_197,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_197.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,33,6000,23,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,8605dcfcefab017d69aedd5860e06e31bc4471e50fa0b06b7da8e60a1d424aae
7847,r21n_pitchdisc_198,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_198.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,604624de013cb3c266b92532c3aebc0a1f2aaeb643d8818bef70743103c91a54
7848,r21n_pitchdisc_199,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_199.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,199,6000,25,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,f0387a6dfe2a96eed5075941bfcccfb105e2f5bfb48d81098a786fa6ed74e652
7849,r21n_pitchdisc_2,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_2.r2a,pitchdisc,LOWER,gen_normal,LOWER,low,6,6000,21,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,bc65b798c55d23c01a93173a1f6f8645a336b2716412d9616060cc081ebb90c8
7850,r21n_pitchdisc_20,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_20.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,117,6000,24,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,87cb061d1e13410dee4b47f5a07aace702fc9f6da5151655d39747252cef055d
7851,r21n_pitchdisc_200,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_200.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,162,6000,24,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,f1063085740b250e21c4a193973f5df72ccfe89a14c2680932b3816ea64b38e1
7852,r21n_pitchdisc_201,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_201.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,f4fb7cd130e7bf400eba93eef65e07bef9becab3b2b2f895a7b568ec99e44357
7853,r21n_pitchdisc_202,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_202.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,low,7,6000,22,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,745c5544e9efe1033945d850d730023500644fd9acdc70d9a6bb0212d7b6619f
7854,r21n_pitchdisc_203,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_203.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,195,6000,24,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,2635b8b6df70ac7ca7477c91befec547c1d6d3775ba68d12574f3d54e6d9c2e4
7855,r21n_pitchdisc_204,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_204.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,ad9d9dae3645fe745d8e07f61c9e3e23cbbafbb31261ad38f7c9b14292c393e8
7856,r21n_pitchdisc_205,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_205.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,30,6000,24,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,72aa100c7b2375c2488ad64d5e033ba9a0d461fed92c24ef9f1bdf38c59f4a95
7857,r21n_pitchdisc_206,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_206.r2a,pitchdisc,LOWER,gen_normal,LOWER,low,7,6000,21,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,84fea9c8c06c3c8a6f4022e656062ce5e589df63d55fffe7d3e7d749d59fd3d8
7858,r21n_pitchdisc_207,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_207.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,c2d301c6991e2eb24d622fe973d79a8a598ff58f969055421c2726334be6c7f1
7859,r21n_pitchdisc_208,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_208.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,246,6000,25,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,c20ae7640093e1f04e5d3ff76d1c03642ca57574601f27672e85d78a6ae66628
7860,r21n_pitchdisc_209,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_209.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,33,6000,23,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,f278d47d22bebd95b479dc5594b77b09f9215f53c795b357e9608ba13b14bff9
7861,r21n_pitchdisc_21,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_21.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,b06881340dd29f91107c0453d80fd538e9ed09a1dbba1b289e02d3a93cea81d0
7862,r21n_pitchdisc_210,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_210.r2a,pitchdisc,SAME,gen_normal,SAME,high,0,6000,21,JUDGE_PITCHDISC[expect=SAME;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,061dd7bb95642aa009fba705a6626537ccbca351e9dfc31efb12f88950668161
7863,r21n_pitchdisc_211,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_211.r2a,pitchdisc,HIGHER,gen_normal,HIGHER,high,123,6000,25,JUDGE_PITCHDISC[expect=HIGHER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,07f234e0e547f7fa296d05e7dbb7049931f531799fe9fd3490c16673055f7d63
7864,r21n_pitchdisc_212,/home/hatch/workspace/tnn-lab/senses/pam-rebuild/round2/forks/R2-1/src/../suite/r21n_pitchdisc_212.r2a,pitchdisc,LOWER,gen_normal,LOWER,high,129,6000,24,JUDGE_PITCHDISC[expect=LOWER;rule=relpermille_lt_5;budget=1000000],T1_formation:PASS;T2_disjoint:PASS,INSTALL,821fa713c189f3ccbbd07061c5b9acd49909c059705cdbd553bba740899ba0a2
