replica,checkpoint,arm,cohort,reachable,known,no_unique,union,union_lost,union_rescued,hybrid,hybrid_lost,hybrid_rescued,anchor_lost,anchor_gained,t0success,t0unknown,t0wrong
1,3,2,A,512,398,114,523,11,0,513,2,1,2,0,356,155,29
1,3,2,B,514,402,112,526,12,0,516,2,0,1,2,336,179,25
1,3,2,C,525,410,115,529,7,3,525,4,4,3,1,338,178,24
1,3,2,D,528,411,117,532,4,0,527,1,2,2,3,352,156,32
1,3,3,A,513,398,115,523,12,2,513,4,4,3,2,357,157,26
1,3,3,B,508,398,110,526,18,0,516,8,0,6,1,337,180,23
1,3,3,C,527,411,116,529,6,4,525,3,5,4,4,338,181,21
1,3,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,3,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,3,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,3,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,3,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,4,0,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,4,0,B,513,400,113,526,13,0,516,3,0,0,0,336,180,24
1,4,0,C,527,409,118,529,4,2,525,1,3,0,0,338,178,24
1,4,0,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,4,1,A,511,398,113,523,12,0,513,2,0,3,0,357,156,27
1,4,1,B,515,402,113,526,11,0,516,2,1,2,4,336,179,25
1,4,1,C,526,408,118,529,5,2,525,2,3,3,2,337,179,24
1,4,1,D,528,413,115,532,6,2,527,2,3,2,3,354,157,29
1,4,2,A,511,398,113,523,12,0,513,2,0,4,1,357,156,27
1,4,2,B,513,401,112,526,13,0,516,4,1,4,4,336,180,24
1,4,2,C,527,409,118,529,4,2,525,1,3,3,3,337,179,24
1,4,2,D,529,413,116,532,5,2,527,1,3,2,4,354,157,29
1,4,3,A,513,398,115,523,12,2,513,4,4,3,2,358,157,25
1,4,3,B,508,398,110,526,18,0,516,8,0,6,1,337,180,23
1,4,3,C,527,411,116,529,6,4,525,3,5,4,4,338,181,21
1,4,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,4,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,4,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,4,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,4,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,5,0,A,514,399,115,523,11,2,513,3,4,2,2,357,157,26
1,5,0,B,508,398,110,526,18,0,516,8,0,6,1,337,180,23
1,5,0,C,526,411,115,529,7,4,525,4,5,5,4,339,180,21
1,5,0,D,529,413,116,532,5,2,527,3,5,3,5,355,157,28
1,5,1,A,512,398,114,523,11,0,513,2,1,2,0,357,156,27
1,5,1,B,511,399,112,526,15,0,516,6,1,4,2,336,180,24
1,5,1,C,527,411,116,529,6,4,525,3,5,3,3,338,179,23
1,5,1,D,528,412,116,532,5,1,527,1,2,2,3,354,157,29
1,5,2,A,512,398,114,523,11,0,513,2,1,2,0,357,155,28
1,5,2,B,513,400,113,526,13,0,516,4,1,3,3,336,179,25
1,5,2,C,527,410,117,529,5,3,525,2,4,2,2,338,178,24
1,5,2,D,528,412,116,532,5,1,527,1,2,2,3,353,156,31
1,5,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,5,3,B,508,398,110,526,18,0,516,8,0,6,1,337,180,23
1,5,3,C,526,410,116,529,7,4,525,4,5,5,4,338,181,21
1,5,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,5,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,5,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,5,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,5,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,6,0,A,512,398,114,523,11,0,513,2,1,2,0,356,156,28
1,6,0,B,515,403,112,526,11,0,516,2,1,2,4,336,179,25
1,6,0,C,524,409,115,529,8,3,525,5,4,4,1,338,179,23
1,6,0,D,526,410,116,532,6,0,527,3,2,4,3,354,153,33
1,6,1,A,512,398,114,523,11,0,513,2,1,2,0,356,155,29
1,6,1,B,512,399,113,526,14,0,516,5,1,2,1,335,179,26
1,6,1,C,525,408,117,529,5,1,525,2,2,2,0,338,178,24
1,6,1,D,526,410,116,532,6,0,527,2,1,3,2,353,155,32
1,6,2,A,511,398,113,523,12,0,513,2,0,3,0,357,156,27
1,6,2,B,512,400,112,526,14,0,516,4,0,3,2,336,180,24
1,6,2,C,527,411,116,529,6,4,525,3,5,3,3,338,179,23
1,6,2,D,528,412,116,532,5,1,527,1,2,2,3,354,157,29
1,6,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,6,3,B,508,398,110,526,18,0,516,8,0,6,1,337,180,23
1,6,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,6,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,6,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,6,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,6,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,6,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,7,0,A,513,400,113,523,11,1,513,1,1,3,2,358,155,27
1,7,0,B,513,401,112,526,13,0,516,5,2,4,4,335,177,28
1,7,0,C,528,411,117,529,4,3,525,1,4,2,3,339,177,24
1,7,0,D,527,411,116,532,6,1,527,1,1,3,3,353,155,32
1,7,1,A,511,398,113,523,12,0,513,2,0,3,0,357,156,27
1,7,1,B,513,401,112,526,13,0,516,3,0,2,2,336,180,24
1,7,1,C,527,411,116,529,5,3,525,2,4,3,3,338,179,23
1,7,1,D,528,412,116,532,5,1,527,1,2,2,3,354,157,29
1,7,2,A,512,398,114,523,11,0,513,2,1,2,0,357,156,27
1,7,2,B,513,400,113,526,13,0,516,4,1,3,3,336,179,25
1,7,2,C,527,410,117,529,5,3,525,2,4,2,2,338,178,24
1,7,2,D,527,411,116,532,5,0,527,1,1,2,2,353,157,30
1,7,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,7,3,B,508,398,110,526,18,0,516,8,0,6,1,336,181,23
1,7,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,7,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,7,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,7,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,7,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,7,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,8,0,A,515,399,116,523,9,1,513,1,3,0,1,357,155,28
1,8,0,B,512,400,112,526,14,0,516,4,0,1,0,336,179,25
1,8,0,C,528,410,118,529,3,2,525,0,3,0,1,338,178,24
1,8,0,D,527,411,116,532,5,0,527,2,2,0,0,352,157,31
1,8,1,A,514,401,113,523,9,0,513,1,2,3,3,357,156,27
1,8,1,B,515,402,113,526,11,0,516,1,0,1,3,336,180,24
1,8,1,C,526,410,116,529,6,3,525,3,4,4,3,338,181,21
1,8,1,D,529,413,116,532,5,2,527,2,4,2,4,354,157,29
1,8,2,A,511,398,113,523,12,0,513,2,0,3,0,358,156,26
1,8,2,B,513,401,112,526,13,0,516,3,0,2,2,337,180,23
1,8,2,C,527,411,116,529,6,4,525,3,5,3,3,338,179,23
1,8,2,D,527,412,115,532,6,1,527,2,2,3,3,354,157,29
1,8,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,8,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,8,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,8,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,8,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,8,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,8,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,8,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,9,0,A,514,399,115,523,11,2,513,3,4,2,2,357,156,27
1,9,0,B,510,400,110,526,17,1,516,7,1,5,2,336,179,25
1,9,0,C,527,412,115,529,7,5,525,4,6,4,4,339,179,22
1,9,0,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,9,1,A,511,398,113,523,12,0,513,2,0,3,0,357,156,27
1,9,1,B,509,399,110,526,17,0,516,7,0,6,2,336,180,24
1,9,1,C,527,410,117,529,5,3,525,2,4,3,3,338,179,23
1,9,1,D,530,413,117,532,4,2,527,1,4,1,4,354,157,29
1,9,2,A,512,399,113,523,11,0,513,1,0,3,1,357,156,27
1,9,2,B,512,400,112,526,14,0,516,5,1,5,4,336,180,24
1,9,2,C,527,409,118,529,4,2,525,1,3,3,3,338,181,21
1,9,2,D,529,413,116,532,5,2,527,1,3,2,4,354,157,29
1,9,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,9,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,9,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,9,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,9,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,9,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,9,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,9,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,10,0,A,512,398,114,523,11,0,513,2,1,2,0,353,155,32
1,10,0,B,515,403,112,526,11,0,516,3,2,2,4,335,178,27
1,10,0,C,524,409,115,529,8,3,525,5,4,4,1,337,178,25
1,10,0,D,526,410,116,532,6,0,527,3,2,4,3,354,149,37
1,10,1,A,513,398,115,523,10,0,513,2,2,1,0,357,156,27
1,10,1,B,510,399,111,526,16,0,516,6,0,5,2,337,179,24
1,10,1,C,525,409,116,529,7,3,525,4,4,4,2,338,179,23
1,10,1,D,527,411,116,532,5,0,527,1,1,2,2,353,157,30
1,10,2,A,511,398,113,523,12,0,513,2,0,3,0,354,155,31
1,10,2,B,513,401,112,526,13,0,516,3,0,1,1,335,178,27
1,10,2,C,525,410,115,529,7,3,525,4,4,3,1,337,178,25
1,10,2,D,526,411,115,532,6,0,527,2,1,3,2,355,148,37
1,10,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,10,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,10,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,10,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,10,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,10,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,10,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,10,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,11,0,A,514,401,113,523,11,2,513,1,2,3,3,359,154,27
1,11,0,B,514,402,112,526,13,1,516,5,3,4,5,336,175,29
1,11,0,C,529,412,117,529,4,4,525,1,5,2,4,340,175,25
1,11,0,D,527,411,116,532,6,1,527,1,1,3,3,353,154,33
1,11,1,A,511,398,113,523,12,0,513,2,0,3,0,356,155,29
1,11,1,B,513,401,112,526,13,0,516,4,1,3,3,335,179,26
1,11,1,C,526,410,116,529,5,2,525,2,3,3,2,338,178,24
1,11,1,D,525,409,116,532,7,0,527,2,0,4,2,353,156,31
1,11,2,A,512,399,113,523,11,0,513,1,0,3,1,357,156,27
1,11,2,B,512,400,112,526,14,0,516,5,1,5,4,336,180,24
1,11,2,C,527,409,118,529,4,2,525,1,3,3,3,338,181,21
1,11,2,D,530,413,117,532,4,2,527,1,4,1,4,354,157,29
1,11,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,11,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,11,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,11,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,11,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,11,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,11,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,11,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,12,0,A,515,399,116,523,9,1,513,1,3,0,1,358,155,27
1,12,0,B,510,399,111,526,16,0,516,6,0,3,0,335,177,28
1,12,0,C,528,410,118,529,3,2,525,0,3,0,1,338,178,24
1,12,0,D,527,411,116,532,5,0,527,2,2,0,0,353,155,32
1,12,1,A,512,398,114,523,11,0,513,2,1,2,0,356,156,28
1,12,1,B,512,400,112,526,14,0,516,4,0,1,0,335,179,26
1,12,1,C,526,410,116,529,6,3,525,3,4,2,1,338,178,24
1,12,1,D,527,411,116,532,5,0,527,1,1,2,2,353,154,33
1,12,2,A,510,397,113,523,13,0,513,3,0,4,0,355,155,30
1,12,2,B,513,401,112,526,13,0,516,3,0,1,1,335,178,27
1,12,2,C,525,410,115,529,7,3,525,4,4,3,1,337,178,25
1,12,2,D,526,411,115,532,6,0,527,2,1,3,2,355,148,37
1,12,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,12,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,12,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,12,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,12,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,12,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,12,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,12,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,13,0,A,514,399,115,523,11,2,513,3,4,2,2,357,156,27
1,13,0,B,510,400,110,526,17,1,516,7,1,5,2,336,179,25
1,13,0,C,527,412,115,529,7,5,525,4,6,4,4,339,178,23
1,13,0,D,528,413,115,532,6,2,527,3,4,3,4,356,157,27
1,13,1,A,512,398,114,523,11,0,513,2,1,2,0,357,156,27
1,13,1,B,511,400,111,526,15,0,516,5,0,4,2,337,180,23
1,13,1,C,527,411,116,529,5,3,525,2,4,2,2,338,179,23
1,13,1,D,526,411,115,532,6,0,527,2,1,3,2,354,157,29
1,13,2,A,511,398,113,523,12,0,513,2,0,3,0,358,156,26
1,13,2,B,515,403,112,526,11,0,516,1,0,1,3,337,179,24
1,13,2,C,526,410,116,529,6,3,525,3,4,3,2,338,179,23
1,13,2,D,527,411,116,532,5,0,527,1,1,2,2,352,157,31
1,13,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,13,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,13,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,13,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,13,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,13,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,13,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,13,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,14,0,A,512,398,114,523,11,0,513,2,1,2,0,352,154,34
1,14,0,B,517,405,112,526,10,1,516,2,3,2,6,335,178,27
1,14,0,C,523,409,114,529,9,3,525,6,4,5,1,335,177,28
1,14,0,D,526,410,116,532,6,0,527,3,2,4,3,353,149,38
1,14,1,A,511,398,113,523,12,0,513,2,0,3,0,357,156,27
1,14,1,B,514,402,112,526,12,0,516,2,0,2,3,336,179,25
1,14,1,C,525,409,116,529,7,3,525,4,4,3,1,338,179,23
1,14,1,D,527,411,116,532,5,0,527,1,1,2,2,352,157,31
1,14,2,A,511,398,113,523,12,0,513,2,0,3,0,357,156,27
1,14,2,B,513,400,113,526,13,0,516,4,1,3,3,336,179,25
1,14,2,C,525,409,116,529,7,3,525,4,4,4,2,338,179,23
1,14,2,D,527,411,116,532,5,0,527,1,1,2,2,353,157,30
1,14,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,14,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,14,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,14,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,14,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,14,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,14,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,14,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,15,0,A,514,401,113,523,11,2,513,1,2,3,3,357,154,29
1,15,0,B,513,401,112,526,13,0,516,5,2,4,4,335,176,29
1,15,0,C,529,412,117,529,4,4,525,1,5,2,4,340,175,25
1,15,0,D,527,411,116,532,6,1,527,1,1,3,3,355,149,36
1,15,1,A,511,398,113,523,12,0,513,2,0,3,0,358,156,26
1,15,1,B,514,403,111,526,12,0,516,2,0,2,3,336,179,25
1,15,1,C,527,411,116,529,5,3,525,2,4,3,3,338,179,23
1,15,1,D,527,411,116,532,6,1,527,1,1,3,3,353,157,30
1,15,2,A,511,398,113,523,12,0,513,2,0,3,0,358,156,26
1,15,2,B,515,403,112,526,11,0,516,1,0,1,3,336,179,25
1,15,2,C,526,410,116,529,6,3,525,3,4,3,2,338,179,23
1,15,2,D,527,411,116,532,5,0,527,1,1,2,2,352,157,31
1,15,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,15,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,15,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,15,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,15,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,15,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,15,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,15,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,16,0,A,515,399,116,523,9,1,513,1,3,0,1,357,155,28
1,16,0,B,510,399,111,526,16,0,516,6,0,3,0,335,177,28
1,16,0,C,528,410,118,529,3,2,525,0,3,0,1,338,178,24
1,16,0,D,527,411,116,532,5,0,527,2,2,0,0,353,154,33
1,16,1,A,512,398,114,523,11,0,513,2,1,2,0,357,156,27
1,16,1,B,512,400,112,526,14,0,516,4,0,3,2,337,180,23
1,16,1,C,527,411,116,529,6,4,525,3,5,2,2,338,179,23
1,16,1,D,527,412,115,532,6,1,527,2,2,3,3,355,157,28
1,16,2,A,511,397,114,523,12,0,513,3,1,3,0,357,156,27
1,16,2,B,513,400,113,526,13,0,516,4,1,3,3,336,179,25
1,16,2,C,525,409,116,529,7,3,525,4,4,4,2,338,179,23
1,16,2,D,527,411,116,532,5,0,527,1,1,2,2,353,156,31
1,16,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,16,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,16,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,16,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,16,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,16,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,16,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,16,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,17,0,A,514,399,115,523,11,2,513,3,4,2,2,357,156,27
1,17,0,B,510,400,110,526,17,1,516,7,1,5,2,336,179,25
1,17,0,C,527,412,115,529,7,5,525,4,6,4,4,339,177,24
1,17,0,D,528,413,115,532,6,2,527,3,4,3,4,356,157,27
1,17,1,A,511,397,114,523,12,0,513,3,1,3,0,356,156,28
1,17,1,B,511,399,112,526,15,0,516,5,0,3,1,337,179,24
1,17,1,C,527,411,116,529,5,3,525,2,4,2,2,338,178,24
1,17,1,D,527,411,116,532,5,0,527,1,1,2,2,354,157,29
1,17,2,A,511,398,113,523,12,0,513,2,0,3,0,355,156,29
1,17,2,B,514,402,112,526,12,0,516,2,0,1,2,335,179,26
1,17,2,C,526,410,116,529,5,2,525,2,3,3,2,338,178,24
1,17,2,D,527,411,116,532,5,0,527,1,1,2,2,354,150,36
1,17,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,17,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,17,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,17,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,17,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,17,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,17,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,17,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,18,0,A,511,398,113,523,12,0,513,3,1,3,0,351,151,38
1,18,0,B,516,404,112,526,11,1,516,3,3,2,5,335,177,28
1,18,0,C,522,409,113,529,10,3,525,7,4,6,1,334,177,29
1,18,0,D,526,410,116,532,6,0,527,3,2,4,3,351,147,42
1,18,1,A,514,401,113,523,9,0,513,1,2,3,3,358,156,26
1,18,1,B,515,402,113,526,11,0,516,2,1,2,4,337,179,24
1,18,1,C,525,409,116,529,7,3,525,4,4,4,2,338,179,23
1,18,1,D,528,412,116,532,5,1,527,1,2,2,3,353,157,30
1,18,2,A,512,399,113,523,11,0,513,1,0,3,1,358,156,26
1,18,2,B,513,400,113,526,13,0,516,4,1,4,4,337,180,23
1,18,2,C,526,410,116,529,6,3,525,3,4,4,3,338,179,23
1,18,2,D,528,413,115,532,6,2,527,2,3,3,4,354,157,29
1,18,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,18,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,18,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,18,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,18,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,18,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,18,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,18,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,19,0,A,515,401,114,523,10,2,513,1,3,2,3,354,152,34
1,19,0,B,514,402,112,526,13,1,516,5,3,4,5,336,175,29
1,19,0,C,527,412,115,529,6,4,525,3,5,4,4,337,174,29
1,19,0,D,526,411,115,532,7,1,527,2,1,4,3,353,147,40
1,19,1,A,511,398,113,523,12,0,513,2,0,3,0,358,156,26
1,19,1,B,512,400,112,526,14,0,516,4,0,3,2,337,179,24
1,19,1,C,525,409,116,529,6,2,525,3,3,4,2,338,179,23
1,19,1,D,527,411,116,532,5,0,527,1,1,2,2,353,157,30
1,19,2,A,511,398,113,523,12,0,513,2,0,3,0,353,155,32
1,19,2,B,513,401,112,526,13,0,516,3,0,1,1,335,178,27
1,19,2,C,526,411,115,529,6,3,525,3,4,3,2,336,178,26
1,19,2,D,527,411,116,532,5,0,527,1,1,2,2,354,149,37
1,19,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,19,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,19,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,19,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,19,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,19,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,19,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,19,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,20,0,A,515,399,116,523,9,1,513,1,3,0,1,355,154,31
1,20,0,B,511,400,111,526,16,1,516,6,1,3,1,334,174,32
1,20,0,C,527,409,118,529,4,2,525,1,3,1,1,338,177,25
1,20,0,D,526,411,115,532,6,0,527,3,2,1,0,352,148,40
1,20,1,A,512,399,113,523,11,0,513,1,0,3,1,357,156,27
1,20,1,B,516,403,113,526,10,0,516,1,1,1,4,336,180,24
1,20,1,C,525,409,116,529,7,3,525,4,4,4,2,338,179,23
1,20,1,D,528,412,116,532,5,1,527,1,2,2,3,354,157,29
1,20,2,A,513,400,113,523,10,0,513,1,1,3,2,358,156,26
1,20,2,B,513,400,113,526,13,0,516,4,1,4,4,337,180,23
1,20,2,C,526,410,116,529,6,3,525,3,4,4,3,338,179,23
1,20,2,D,529,413,116,532,5,2,527,1,3,2,4,354,157,29
1,20,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,20,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,20,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,20,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,20,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,20,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,20,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,20,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,21,0,A,514,399,115,523,11,2,513,3,4,2,2,358,156,26
1,21,0,B,510,400,110,526,17,1,516,7,1,5,2,337,175,28
1,21,0,C,526,411,115,529,8,5,525,5,6,5,4,340,176,24
1,21,0,D,527,412,115,532,6,1,527,3,3,3,3,354,155,31
1,21,1,A,513,398,115,523,10,0,513,2,2,1,0,357,156,27
1,21,1,B,511,400,111,526,15,0,516,5,0,4,2,337,180,23
1,21,1,C,528,412,116,529,6,5,525,3,6,3,4,338,179,23
1,21,1,D,528,413,115,532,6,2,527,2,3,3,4,355,157,28
1,21,2,A,512,397,115,523,11,0,513,3,2,2,0,357,156,27
1,21,2,B,513,400,113,526,13,0,516,4,1,3,3,336,179,25
1,21,2,C,526,410,116,529,6,3,525,3,4,4,3,338,178,24
1,21,2,D,527,412,115,532,6,1,527,2,2,3,3,354,153,33
1,21,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,21,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
1,21,3,C,525,410,115,529,8,4,525,5,5,6,4,338,181,21
1,21,3,D,529,413,116,532,5,2,527,3,5,3,5,356,157,27
1,21,4,A,514,398,116,523,9,0,513,1,2,0,0,357,156,27
1,21,4,B,513,400,113,526,13,0,516,3,0,0,0,336,179,25
1,21,4,C,527,409,118,529,4,2,525,1,3,0,0,337,179,24
1,21,4,D,527,411,116,532,5,0,527,2,2,0,0,354,157,29
1,22,0,A,511,398,113,523,12,0,513,3,1,3,0,353,146,41
1,22,0,B,516,404,112,526,11,1,516,3,3,2,5,334,175,31
1,22,0,C,522,409,113,529,10,3,525,7,4,6,1,333,173,34
1,22,0,D,526,410,116,532,6,0,527,3,2,4,3,348,147,45
1,22,1,A,512,398,114,523,11,0,513,2,1,2,0,357,156,27
1,22,1,B,512,399,113,526,14,0,516,5,1,2,1,336,179,25
1,22,1,C,523,408,115,529,7,1,525,4,2,4,0,338,179,23
1,22,1,D,525,410,115,532,7,0,527,3,1,4,2,353,154,33
1,22,2,A,511,398,113,523,12,0,513,2,0,3,0,357,156,27
1,22,2,B,511,400,111,526,15,0,516,5,0,4,2,336,179,25
1,22,2,C,526,411,115,529,6,3,525,3,4,3,2,338,178,24
1,22,2,D,527,411,116,532,5,0,527,1,1,2,2,354,157,29
1,22,3,A,512,397,115,523,12,1,513,4,3,3,1,358,157,25
1,22,3,B,507,398,109,526,19,0,516,9,0,7,1,336,181,23
