# hash-chained ledger
# genesis_sha256=612075f5d9ad36d47d8084bdfd33a8cbe91e484c2bb07f55d163f66652303296
0|prev=612075f5d9ad36d47d8084bdfd33a8cbe91e484c2bb07f55d163f66652303296|event=RUN_START|data=corpus=rconf records=370|hash=538d23e29478acc1c79880a9db41a689c30f8e07d1dcead0d3556d8cc48ca0ac
156|prev=312732a0c0bb1d1d764d9745e4793f367a1679f0031f03eae809ea2caaa5ed48|event=HIT|data=seq=182 class=C4-challenger d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Captain Venn commanded the Alder until 1846.|hash=6140a704f63db2738a1aa70776b8fea368b3b18e093caaec6ed1445cf40cf6f0
157|prev=6140a704f63db2738a1aa70776b8fea368b3b18e093caaec6ed1445cf40cf6f0|event=HIT|data=seq=185 class=C4-challenger d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The Gull Rock lighthouse was electrified in 1899.|hash=58a2517fe27379b7185d5dda495f50f404b758845c13f176ca779fb43463021a
158|prev=58a2517fe27379b7185d5dda495f50f404b758845c13f176ca779fb43463021a|event=HIT|data=seq=186 class=C4-challenger d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The Gull Rock lighthouse was electrified in 1899.|hash=3dd2d8bcc7ba351e0082d4ed5815ea28019e3c46740c6d9464a463499b7be853
159|prev=3dd2d8bcc7ba351e0082d4ed5815ea28019e3c46740c6d9464a463499b7be853|event=HIT|data=seq=189 class=C4-challenger d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The ferry Murre ran the dawn crossing until 1935.|hash=001d081cd666cae2d12a9d053e9764e13447736a7bceec35d2627e0e56db6959
160|prev=001d081cd666cae2d12a9d053e9764e13447736a7bceec35d2627e0e56db6959|event=HIT|data=seq=190 class=C4-challenger d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The ferry Murre ran the dawn crossing until 1935.|hash=84512c3d5ad681500700a0a58c9fd2225fd42189a12978aaadf5b817776b3875
161|prev=84512c3d5ad681500700a0a58c9fd2225fd42189a12978aaadf5b817776b3875|event=HIT|data=seq=193 class=C4-challenger d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Harbor-master Sloane issued the mooring edict in 1877.|hash=b314ac61560607ed95f8f6292b6885652b231de474ed93e225aa1f03582a814c
162|prev=b314ac61560607ed95f8f6292b6885652b231de474ed93e225aa1f03582a814c|event=HIT|data=seq=194 class=C4-challenger d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Harbor-master Sloane issued the mooring edict in 1877.|hash=25cbfd143c0549d2818e1afddf66306f2c7b67a9b6c51113f456db292305248f
163|prev=25cbfd143c0549d2818e1afddf66306f2c7b67a9b6c51113f456db292305248f|event=HIT|data=seq=197 class=C4-challenger d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Four schooners sank off Brine Point in the November 1893 storm.|hash=61fd445e0dc7e68580fe3cdcbd3234bef51d01f2b2ae4e9db7262e512b5c0efe
164|prev=61fd445e0dc7e68580fe3cdcbd3234bef51d01f2b2ae4e9db7262e512b5c0efe|event=HIT|data=seq=198 class=C4-challenger d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Four schooners sank off Brine Point in the November 1893 storm.|hash=0d05f4f1598b2b237c480afe84fc37d0712c6fafc3d353203d067a477ba99a8c
165|prev=0d05f4f1598b2b237c480afe84fc37d0712c6fafc3d353203d067a477ba99a8c|event=HIT|data=seq=201 class=C4-challenger d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Ropewalk Lane was paved with cobbles in 1868.|hash=49f7bd12228eb0a60b81b3b43987d9ada0f88e2b3ae098f9d8834fdcf5dc4518
166|prev=49f7bd12228eb0a60b81b3b43987d9ada0f88e2b3ae098f9d8834fdcf5dc4518|event=HIT|data=seq=202 class=C4-challenger d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Ropewalk Lane was paved with cobbles in 1868.|hash=fc7a5bec64dbc4944da74fc76ff0d5fb2b36eb595db5f09dbc05a9e78f715db6
167|prev=fc7a5bec64dbc4944da74fc76ff0d5fb2b36eb595db5f09dbc05a9e78f715db6|event=HIT|data=seq=205 class=C4-challenger d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The chandlery Tide and Twine closed in 1917.|hash=5d6ec977c10b96db29c5792513b6b4879023c53b29c3f5ae77cb0759f8c5af05
168|prev=5d6ec977c10b96db29c5792513b6b4879023c53b29c3f5ae77cb0759f8c5af05|event=HIT|data=seq=206 class=C4-challenger d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The chandlery Tide and Twine closed in 1917.|hash=d5e8b69aefce8c0bdfcca2edf673b3d34ca792d95328468e0f1fe030a43ea04c
169|prev=d5e8b69aefce8c0bdfcca2edf673b3d34ca792d95328468e0f1fe030a43ea04c|event=HIT|data=seq=209 class=C4-challenger d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Pilot Mara Quill guided 500 vessels through the Narrows.|hash=a9c3273552add05fa5a3e96845337e91594c670e18afaae1e70b116f80d623f9
170|prev=a9c3273552add05fa5a3e96845337e91594c670e18afaae1e70b116f80d623f9|event=HIT|data=seq=210 class=C4-challenger d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Pilot Mara Quill guided 500 vessels through the Narrows.|hash=523d529b9e299ca02ee0a617b8415932133132f036a7c9abe1f91e5c40d13aae
171|prev=523d529b9e299ca02ee0a617b8415932133132f036a7c9abe1f91e5c40d13aae|event=HIT|data=seq=213 class=C4-challenger d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The great ice-harvest was in the winter of 1873.|hash=fad1b0289515484fc9e79625dc3dd2ecadb8be7be5a9524271c5b148d19f62c4
172|prev=fad1b0289515484fc9e79625dc3dd2ecadb8be7be5a9524271c5b148d19f62c4|event=HIT|data=seq=214 class=C4-challenger d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The great ice-harvest was in the winter of 1873.|hash=876684cc1ab85e2be419d1282f10d72a432783ae82d98159ae75e787e775b3b2
173|prev=876684cc1ab85e2be419d1282f10d72a432783ae82d98159ae75e787e775b3b2|event=HIT|data=seq=217 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The Kestrel Bay tide-mill was decommissioned in 1847. (refined measurement)|hash=3cae0e1f3e77cf558bb742e3bdb8166ad7b132551e7febb6ed59c5e736dac34c
174|prev=3cae0e1f3e77cf558bb742e3bdb8166ad7b132551e7febb6ed59c5e736dac34c|event=HIT|data=seq=218 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The Kestrel Bay tide-mill was decommissioned in 1847. (refined measurement)|hash=767549dc4b9e521a8b1fc7d191564b8f8db7cce541fb0563edf3d31fb0ea4b1f
175|prev=767549dc4b9e521a8b1fc7d191564b8f8db7cce541fb0563edf3d31fb0ea4b1f|event=HIT|data=seq=219 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The Kestrel Bay tide-mill was decommissioned in 1847. (refined measurement)|hash=df475684c80b2af3a2b62b665a5705e2cb468fbb131988728560a9af6c136392
176|prev=df475684c80b2af3a2b62b665a5705e2cb468fbb131988728560a9af6c136392|event=HIT|data=seq=222 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Captain Venn commanded the Alder until 1846. (refined measurement)|hash=0e29cd50fa8a8a488fbfdd4d16b54dfa0ddb86179f21760767bd02bc9c3bdffe
177|prev=0e29cd50fa8a8a488fbfdd4d16b54dfa0ddb86179f21760767bd02bc9c3bdffe|event=HIT|data=seq=223 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Captain Venn commanded the Alder until 1846. (refined measurement)|hash=e9e2ebfa906ea38b4b235805340373fd49402dcea6621eec6aa8ccc4683b5792
178|prev=e9e2ebfa906ea38b4b235805340373fd49402dcea6621eec6aa8ccc4683b5792|event=HIT|data=seq=224 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Captain Venn commanded the Alder until 1846. (refined measurement)|hash=a8e1ffcc00dde5b3a9592db3d4e49375eb5437ed10955b6c0031fad909e43123
179|prev=a8e1ffcc00dde5b3a9592db3d4e49375eb5437ed10955b6c0031fad909e43123|event=HIT|data=seq=227 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The Gull Rock lighthouse was electrified in 1899. (refined measurement)|hash=045c86db71aa7ae6ec373835384c55bbaefad2be1b6e1bcf516b59e7e9837fae
180|prev=045c86db71aa7ae6ec373835384c55bbaefad2be1b6e1bcf516b59e7e9837fae|event=HIT|data=seq=228 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The Gull Rock lighthouse was electrified in 1899. (refined measurement)|hash=f7f2b0307d94fa49fd7a947c3d8dc958267316df411d4149af30bacf7084db9c
181|prev=f7f2b0307d94fa49fd7a947c3d8dc958267316df411d4149af30bacf7084db9c|event=HIT|data=seq=229 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The Gull Rock lighthouse was electrified in 1899. (refined measurement)|hash=4bfa70df89035cc7c457321430a633d2fba1dcbb4fc7e4f5fe6c6d86709eb93e
182|prev=4bfa70df89035cc7c457321430a633d2fba1dcbb4fc7e4f5fe6c6d86709eb93e|event=HIT|data=seq=232 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The ferry Murre ran the dawn crossing until 1935. (refined measurement)|hash=f950d801ed4746fa4e2f58852a275eda331f88e7df854a5d2ec02f53b654132a
183|prev=f950d801ed4746fa4e2f58852a275eda331f88e7df854a5d2ec02f53b654132a|event=HIT|data=seq=233 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The ferry Murre ran the dawn crossing until 1935. (refined measurement)|hash=1cb7e8abab3d2255eb9294b8e7fe2a0aa530dc787060321d72baaee65960003b
184|prev=1cb7e8abab3d2255eb9294b8e7fe2a0aa530dc787060321d72baaee65960003b|event=HIT|data=seq=234 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The ferry Murre ran the dawn crossing until 1935. (refined measurement)|hash=81ded50738a88333f3a33a0f6450049e98763cbb21aec8284d7ee84b2e3e5bd9
185|prev=81ded50738a88333f3a33a0f6450049e98763cbb21aec8284d7ee84b2e3e5bd9|event=HIT|data=seq=237 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Harbor-master Sloane issued the mooring edict in 1877. (refined measurement)|hash=d142fea43f01fbd50a9d4c092a21e7adad5393c4a0d1076e16f2d5b579c6da1b
186|prev=d142fea43f01fbd50a9d4c092a21e7adad5393c4a0d1076e16f2d5b579c6da1b|event=HIT|data=seq=238 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Harbor-master Sloane issued the mooring edict in 1877. (refined measurement)|hash=d984e7a51a82a0782c4dd5acdd27427283d3568895ed533f1368407030733c5f
187|prev=d984e7a51a82a0782c4dd5acdd27427283d3568895ed533f1368407030733c5f|event=HIT|data=seq=239 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Harbor-master Sloane issued the mooring edict in 1877. (refined measurement)|hash=000d0bcaa80cf5f8e89795fffed6b6b74eb38ab0e377ca962e067073d796ecbb
188|prev=000d0bcaa80cf5f8e89795fffed6b6b74eb38ab0e377ca962e067073d796ecbb|event=HIT|data=seq=242 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Four schooners sank off Brine Point in the November 1893 storm. (refined measure|hash=73fd71f6379b48bcd70a4106cdbb818e29d0aa56573bde13bdb1f345f5c3ec4a
189|prev=73fd71f6379b48bcd70a4106cdbb818e29d0aa56573bde13bdb1f345f5c3ec4a|event=HIT|data=seq=243 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Four schooners sank off Brine Point in the November 1893 storm. (refined measure|hash=431265cb051e8ed9616f6ee38d9255541fa1d5df4910cc60fb67c02f7a4c03ac
190|prev=431265cb051e8ed9616f6ee38d9255541fa1d5df4910cc60fb67c02f7a4c03ac|event=HIT|data=seq=244 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Four schooners sank off Brine Point in the November 1893 storm. (refined measure|hash=3a469d9648eef9e7a71731b934b7e9f423e0b74812b2cdc25210e72dcb98fffe
191|prev=3a469d9648eef9e7a71731b934b7e9f423e0b74812b2cdc25210e72dcb98fffe|event=HIT|data=seq=247 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Ropewalk Lane was paved with cobbles in 1868. (refined measurement)|hash=7dd2b682f338a474cc8cf0ac3701d383cec59b6333931334c9b2484168bedb41
192|prev=7dd2b682f338a474cc8cf0ac3701d383cec59b6333931334c9b2484168bedb41|event=HIT|data=seq=248 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Ropewalk Lane was paved with cobbles in 1868. (refined measurement)|hash=5c056d353687ef0817ec171cc05d86cde622d30386e66398296ca87346299eef
193|prev=5c056d353687ef0817ec171cc05d86cde622d30386e66398296ca87346299eef|event=HIT|data=seq=249 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Ropewalk Lane was paved with cobbles in 1868. (refined measurement)|hash=e4fb9ec5a13489f715a4fb7685b543b5f76fba79e82ec2994b063f927603b9ef
194|prev=e4fb9ec5a13489f715a4fb7685b543b5f76fba79e82ec2994b063f927603b9ef|event=HIT|data=seq=252 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The chandlery Tide and Twine closed in 1917. (refined measurement)|hash=02f97a4fec03296ff25d008a19aab61f0e801098529879de622cbf8e05a39a98
195|prev=02f97a4fec03296ff25d008a19aab61f0e801098529879de622cbf8e05a39a98|event=HIT|data=seq=253 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The chandlery Tide and Twine closed in 1917. (refined measurement)|hash=95c76e0898fea6a4c2ea106432ba926d0f7db8f8fc50b5e881a7f90085d411f2
196|prev=95c76e0898fea6a4c2ea106432ba926d0f7db8f8fc50b5e881a7f90085d411f2|event=HIT|data=seq=254 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The chandlery Tide and Twine closed in 1917. (refined measurement)|hash=0ec74dd7887bb5081a4d679d2a38110bfd90658223ec8ecb00301b3525f7a22f
197|prev=0ec74dd7887bb5081a4d679d2a38110bfd90658223ec8ecb00301b3525f7a22f|event=HIT|data=seq=257 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Pilot Mara Quill guided 500 vessels through the Narrows. (refined measurement)|hash=789c3cf507ccdd25c23deac7bd09f574edbb727847c755394573d7e28d6ee7de
198|prev=789c3cf507ccdd25c23deac7bd09f574edbb727847c755394573d7e28d6ee7de|event=HIT|data=seq=258 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Pilot Mara Quill guided 500 vessels through the Narrows. (refined measurement)|hash=8e0e723c82de2fb536cbfb3fa16fb1c82a84e970adfa90a8f4923c3cf1f09397
199|prev=8e0e723c82de2fb536cbfb3fa16fb1c82a84e970adfa90a8f4923c3cf1f09397|event=HIT|data=seq=259 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Pilot Mara Quill guided 500 vessels through the Narrows. (refined measurement)|hash=26c2bd40d7624da58becd15ca4300ddc918af2e6695760dd60715892fb763602
200|prev=26c2bd40d7624da58becd15ca4300ddc918af2e6695760dd60715892fb763602|event=HIT|data=seq=262 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The great ice-harvest was in the winter of 1873. (refined measurement)|hash=c7228006181fe6110847073e035e33b8c2a8dcfc658d7baafb314a9209ce2e13
201|prev=c7228006181fe6110847073e035e33b8c2a8dcfc658d7baafb314a9209ce2e13|event=HIT|data=seq=263 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The great ice-harvest was in the winter of 1873. (refined measurement)|hash=4a65cadf3209db8703825e69e80ece0f150444bfb2bbaf0901b58b83b7f01f3b
202|prev=4a65cadf3209db8703825e69e80ece0f150444bfb2bbaf0901b58b83b7f01f3b|event=HIT|data=seq=264 class=C5-tolerance d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The great ice-harvest was in the winter of 1873. (refined measurement)|hash=5a3dee23ee8c8173d117b9e37caf28c37def7ef30e56f760d0849802c6cabede
203|prev=5a3dee23ee8c8173d117b9e37caf28c37def7ef30e56f760d0849802c6cabede|event=HIT|data=seq=267 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The Kestrel Bay tide-mill was decommissioned in 1847.|hash=24c3b31d44169d19bd8c00de5a4fd73f40f1a7170beaccc12c0607ab273c543a
204|prev=24c3b31d44169d19bd8c00de5a4fd73f40f1a7170beaccc12c0607ab273c543a|event=HIT|data=seq=270 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Captain Venn commanded the Alder until 1846.|hash=b0f3733462a76cf0e79bfb01efbcaa67950a2d4fd4c752ac250b80b4473b3d5b
205|prev=b0f3733462a76cf0e79bfb01efbcaa67950a2d4fd4c752ac250b80b4473b3d5b|event=HIT|data=seq=273 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The Gull Rock lighthouse was electrified in 1899.|hash=cde6d3e2a71539fa03df28c3a23c733d159a1597537b46809e6d631d07f93f99
206|prev=cde6d3e2a71539fa03df28c3a23c733d159a1597537b46809e6d631d07f93f99|event=HIT|data=seq=276 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The ferry Murre ran the dawn crossing until 1935.|hash=abe6b30669ef2953e76183ffaebe9a3091a3c0245af80e6e539c670e86eb6708
207|prev=abe6b30669ef2953e76183ffaebe9a3091a3c0245af80e6e539c670e86eb6708|event=HIT|data=seq=279 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Harbor-master Sloane issued the mooring edict in 1877.|hash=8232943960e36387b3df1dcfe710c5fbec965058f7e295f772f9cc6e67ad3215
208|prev=8232943960e36387b3df1dcfe710c5fbec965058f7e295f772f9cc6e67ad3215|event=HIT|data=seq=282 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Four schooners sank off Brine Point in the November 1893 storm.|hash=7e00962166d225daddba2fcda4cd418ec06de5b3f97d70fad05e895530ff0d96
209|prev=7e00962166d225daddba2fcda4cd418ec06de5b3f97d70fad05e895530ff0d96|event=HIT|data=seq=285 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Ropewalk Lane was paved with cobbles in 1868.|hash=c4be2aca3f2219127b4f1af2ac8b9da69288a4042729ed20727bb16c5c09238c
210|prev=c4be2aca3f2219127b4f1af2ac8b9da69288a4042729ed20727bb16c5c09238c|event=HIT|data=seq=288 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The chandlery Tide and Twine closed in 1917.|hash=ba9d3859b47f84c855f5aa41b661140036303513b04301ccfd6b7f1eac25f1fc
211|prev=ba9d3859b47f84c855f5aa41b661140036303513b04301ccfd6b7f1eac25f1fc|event=HIT|data=seq=291 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Pilot Mara Quill guided 500 vessels through the Narrows.|hash=92e8e2999031f44c611475803f99052d99753441de388ec3433ad8c0bac67a4e
212|prev=92e8e2999031f44c611475803f99052d99753441de388ec3433ad8c0bac67a4e|event=HIT|data=seq=294 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The great ice-harvest was in the winter of 1873.|hash=99632a09a4a891d080008dd1fe5ef9bb62960528b75d81dd07760150c3f8c116
213|prev=99632a09a4a891d080008dd1fe5ef9bb62960528b75d81dd07760150c3f8c116|event=HIT|data=seq=297 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Beacon Hill's signal flags spelled storm warnings from 1842.|hash=430f395b9a94410e0bf70b0dafb7cc2d0cf048c675f0380e9a63cccdc6c54e0e
214|prev=430f395b9a94410e0bf70b0dafb7cc2d0cf048c675f0380e9a63cccdc6c54e0e|event=HIT|data=seq=300 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The East Channel dredging finished in April 1905.|hash=61951b434a72c492117a7afcff6dee4055aea93370ea81bb9a44ef755656f5a1
215|prev=61951b434a72c492117a7afcff6dee4055aea93370ea81bb9a44ef755656f5a1|event=HIT|data=seq=303 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Tomas Beck devised the double-sheet bend knot variant in 1835.|hash=6dde0ef40afbd52edefc128ce8a5aaa3260df73e0993bbbc3b69018d8275b27a
216|prev=6dde0ef40afbd52edefc128ce8a5aaa3260df73e0993bbbc3b69018d8275b27a|event=HIT|data=seq=306 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The Saltmarsh oyster beds were closed by ordinance in 1897.|hash=9bcb8a1d50ef4f3c64a2990a0f4f8ed4fc19e72a59bc27b5bccc176947ec02f3
217|prev=9bcb8a1d50ef4f3c64a2990a0f4f8ed4fc19e72a59bc27b5bccc176947ec02f3|event=HIT|data=seq=309 class=C6-negevasion d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The regatta cup was first awarded in 1874.|hash=4e02ddc7c0a26c7111eb88c85136bb7a2b2ae447c51c0430cc8d16311bfb6be1
218|prev=4e02ddc7c0a26c7111eb88c85136bb7a2b2ae447c51c0430cc8d16311bfb6be1|event=HIT|data=seq=310 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=A skiff named Wren once moored at Kestrel Bay.|hash=f05c61529f3c92b9af53e8f615f87739fc27fb75b32717215a4e70c8a753a39f
219|prev=f05c61529f3c92b9af53e8f615f87739fc27fb75b32717215a4e70c8a753a39f|event=HIT|data=seq=311 class=C7-softening d1=2(CORROBORATED) d2=2(CORROBORATED) draft=A skiff named Wren once moored at Kestrel Bay.|hash=810244631e8180b936f9652552d16f753a8428fdfd2448c6942e5ae6830417df
220|prev=810244631e8180b936f9652552d16f753a8428fdfd2448c6942e5ae6830417df|event=HIT|data=seq=312 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Therefore: The sloop Wren of 1872 was that same Kestrel Bay skiff, later rerigge|hash=abfa876b320988c0ce97e6491f8045f4a60e21901860ff99c6d9aac00a03eb56
221|prev=abfa876b320988c0ce97e6491f8045f4a60e21901860ff99c6d9aac00a03eb56|event=HIT|data=seq=313 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Venn's first command was a harbor skiff.|hash=78a103ad7bb5caf01af7189c061b25b6aaaa7e1b611197ebc881055729c1b3f2
222|prev=78a103ad7bb5caf01af7189c061b25b6aaaa7e1b611197ebc881055729c1b3f2|event=HIT|data=seq=314 class=C7-softening d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Venn's first command was a harbor skiff.|hash=53dfaf5bece432b68ad5f1e61b34291cee3f329ec56d4669a03ba959c6a76b32
223|prev=53dfaf5bece432b68ad5f1e61b34291cee3f329ec56d4669a03ba959c6a76b32|event=HIT|data=seq=315 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Therefore: Venn's harbor-skiff years explain his Alder appointment in 1838.|hash=f07092c65cfdcffd81d0f3232760695b4835eadcac2ed41fb32d3361d91aa2a4
224|prev=f07092c65cfdcffd81d0f3232760695b4835eadcac2ed41fb32d3361d91aa2a4|event=HIT|data=seq=316 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The 1893 storm broke every window in Gull Rock village.|hash=def15953b25e874829cffcd8365c3598d7b84f89ff09da5e74ac8420cadf395e
225|prev=def15953b25e874829cffcd8365c3598d7b84f89ff09da5e74ac8420cadf395e|event=HIT|data=seq=317 class=C7-softening d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The 1893 storm broke every window in Gull Rock village.|hash=ac4bd8e1e5f3d82eebb5fa62a1f2d8c4a3e7b0f67ad7ac57f4ac1cb0c72e8c81
226|prev=ac4bd8e1e5f3d82eebb5fa62a1f2d8c4a3e7b0f67ad7ac57f4ac1cb0c72e8c81|event=HIT|data=seq=318 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Therefore: Gull Rock village voted to fund the lighthouse repairs after the 1893|hash=b6453f5110da32046d65e1e77ed79f921d4d6c0bfcdd0005a53d9e432a408a7f
227|prev=b6453f5110da32046d65e1e77ed79f921d4d6c0bfcdd0005a53d9e432a408a7f|event=HIT|data=seq=319 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Sloane kept a private tide-table.|hash=1bf0a08cd855ae5726bc58d59a29def2b3c4e016bd36150b0efec58bd3bc6420
228|prev=1bf0a08cd855ae5726bc58d59a29def2b3c4e016bd36150b0efec58bd3bc6420|event=HIT|data=seq=320 class=C7-softening d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Sloane kept a private tide-table.|hash=be57172cb5da9cc1bb3419e995be83d5a2c6c5f23af4d38ab7b8f0aaa466cd2c
229|prev=be57172cb5da9cc1bb3419e995be83d5a2c6c5f23af4d38ab7b8f0aaa466cd2c|event=HIT|data=seq=321 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Therefore: Sloane's private tide-table contradicts the official 1879 edict.|hash=56308a36e15b3c8bec2fa919c8dbd2bd2459408e5c5a28726dbd2398909f8b77
230|prev=56308a36e15b3c8bec2fa919c8dbd2bd2459408e5c5a28726dbd2398909f8b77|event=HIT|data=seq=322 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=The Murre's bell is now in the chandlery.|hash=ece030602410f88b365c75e14d7bbeee45df36c790ffdeb570c29ca57de2f468
231|prev=ece030602410f88b365c75e14d7bbeee45df36c790ffdeb570c29ca57de2f468|event=HIT|data=seq=323 class=C7-softening d1=2(CORROBORATED) d2=2(CORROBORATED) draft=The Murre's bell is now in the chandlery.|hash=6a2d570df78d1cd5bd50da664077b8ca932e821e9f979ae92c2ede7f36f8806a
232|prev=6a2d570df78d1cd5bd50da664077b8ca932e821e9f979ae92c2ede7f36f8806a|event=HIT|data=seq=324 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Therefore: The Murre's bell proves the ferry ran a night crossing too.|hash=9d838fdecf78876881cb36fabac75c209996373a3252e26ee1d6426d7d03d97f
233|prev=9d838fdecf78876881cb36fabac75c209996373a3252e26ee1d6426d7d03d97f|event=HIT|data=seq=325 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Beck once mended nets for the Alder.|hash=83967eaf8fc9ab40cbc321b2b9d28569405151176afac0ebae1119a178ceca46
234|prev=83967eaf8fc9ab40cbc321b2b9d28569405151176afac0ebae1119a178ceca46|event=HIT|data=seq=326 class=C7-softening d1=2(CORROBORATED) d2=2(CORROBORATED) draft=Beck once mended nets for the Alder.|hash=c9253f19f04ea3a2cc295260e42aa680ee319a2576eb62ad732fe1bd1b9afbd2
235|prev=c9253f19f04ea3a2cc295260e42aa680ee319a2576eb62ad732fe1bd1b9afbd2|event=HIT|data=seq=327 class=C7-softening d1=8(CHALLENGER_PROV) d2=7(REVISED_INSTALL) draft=Therefore: Beck's knot was first tied aboard the Alder.|hash=709b9c8ee63f9b764969c3bddc1487639779e5483b180f9ee6482d0a85b8b72a
