C events parsed: 11
C regions=4 starts: 0 88200 264600 418950
C rg=3 rb=538 g=59364 m=0 T=0 st=3
C rg=3 rb=539 g=59364 m=0 T=0 st=3
C rg=3 rb=540 g=59364 m=0 T=0 st=3
C rg=3 rb=541 g=59364 m=0 T=0 st=3
C rg=3 rb=542 g=59364 m=0 T=0 st=3
C rg=3 rb=543 g=59364 m=0 T=0 st=3
C rg=3 rb=544 g=59364 m=0 T=0 st=3
C rg=3 rb=545 g=59364 m=0 T=0 st=3
C rg=3 rb=546 g=59364 m=0 T=0 st=3
C rg=3 rb=547 g=59364 m=0 T=0 st=3
C rg=3 rb=548 g=59364 m=0 T=0 st=3
C rg=3 rb=549 g=59364 m=0 T=0 st=3
C rg=3 rb=550 g=59364 m=0 T=0 st=3
C rg=3 rb=551 g=59364 m=0 T=0 st=3
C rg=3 rb=552 g=59364 m=0 T=0 st=3
C rg=3 rb=553 g=59364 m=0 T=0 st=3
C rg=3 rb=554 g=59364 m=0 T=0 st=3
C rg=3 rb=555 g=59364 m=0 T=0 st=3
C rg=3 rb=556 g=59364 m=0 T=0 st=3
C rg=3 rb=557 g=59364 m=0 T=0 st=3
C rg=3 rb=558 g=59364 m=0 T=0 st=3
C rg=3 rb=559 g=59364 m=0 T=0 st=3
C rg=3 rb=560 g=59364 m=0 T=0 st=3
C rg=3 rb=561 g=59364 m=0 T=0 st=3
C rg=3 rb=562 g=59364 m=0 T=0 st=3
C rg=3 rb=563 g=59364 m=0 T=0 st=3
C rg=3 rb=564 g=59364 m=0 T=0 st=3
C rg=3 rb=565 g=59364 m=0 T=0 st=3
C rg=3 rb=566 g=59364 m=0 T=0 st=3
C rg=3 rb=567 g=59364 m=0 T=0 st=3
C rg=3 rb=568 g=59364 m=0 T=0 st=3
C rg=3 rb=569 g=59364 m=0 T=0 st=3
C rg=3 rb=570 g=59364 m=0 T=0 st=3
C rg=3 rb=571 g=59364 m=0 T=0 st=3
C rg=3 rb=572 g=59364 m=0 T=0 st=3
C rg=3 rb=573 g=59364 m=0 T=0 st=3
C rg=3 rb=574 g=59364 m=0 T=0 st=3
C rg=3 rb=575 g=59364 m=0 T=0 st=3
C rg=3 rb=576 g=59364 m=0 T=0 st=3
C rg=3 rb=577 g=59364 m=0 T=0 st=3
C rg=3 rb=578 g=59364 m=0 T=0 st=3
C rg=3 rb=579 g=59364 m=0 T=0 st=3
C rg=3 rb=580 g=59364 m=0 T=0 st=3
C rg=3 rb=581 g=59364 m=0 T=0 st=3
C rg=3 rb=582 g=59364 m=0 T=0 st=3
C rg=3 rb=583 g=59364 m=0 T=0 st=3
C rg=3 rb=584 g=59364 m=0 T=0 st=3
C rg=3 rb=585 g=59364 m=0 T=0 st=3
C rg=3 rb=586 g=59364 m=0 T=0 st=3
C rg=3 rb=587 g=59364 m=0 T=0 st=3
C rg=3 rb=588 g=59364 m=0 T=0 st=3
C rg=3 rb=589 g=59364 m=0 T=0 st=3
C rg=3 rb=590 g=59364 m=0 T=0 st=3
C rg=3 rb=591 g=59364 m=0 T=0 st=3
C rg=3 rb=592 g=59364 m=0 T=0 st=3
C rg=3 rb=593 g=59364 m=0 T=0 st=3
C rg=3 rb=594 g=59364 m=0 T=0 st=3
C rg=3 rb=595 g=59364 m=0 T=0 st=3
C rg=3 rb=596 g=59364 m=0 T=0 st=3
C rg=3 rb=597 g=59364 m=0 T=0 st=3
C rg=3 rb=598 g=59364 m=0 T=0 st=3
C rg=3 rb=599 g=59364 m=0 T=0 st=3
C rg=3 rb=600 g=59364 m=0 T=0 st=3
C rg=3 rb=601 g=59364 m=0 T=0 st=3
C rg=3 rb=602 g=59364 m=0 T=0 st=3
C rg=3 rb=603 g=59364 m=0 T=0 st=3
C rg=3 rb=604 g=59364 m=0 T=0 st=3
C rg=3 rb=605 g=59364 m=0 T=0 st=3
C rg=3 rb=606 g=59364 m=0 T=0 st=3
C rg=3 rb=607 g=59364 m=0 T=0 st=3
C rg=3 rb=608 g=59364 m=0 T=0 st=3
C rg=3 rb=609 g=59364 m=0 T=0 st=3
C rg=3 rb=610 g=59364 m=0 T=0 st=3
C rg=3 rb=611 g=59364 m=0 T=0 st=3
C rg=3 rb=612 g=59364 m=0 T=0 st=3
C rg=3 rb=613 g=59364 m=0 T=0 st=3
C rg=3 rb=614 g=59364 m=0 T=0 st=3
C rg=3 rb=615 g=59364 m=0 T=0 st=3
C rg=3 rb=616 g=59364 m=0 T=0 st=3
C rg=3 rb=617 g=59364 m=0 T=0 st=3
C rg=3 rb=618 g=59364 m=0 T=0 st=3
C rg=3 rb=619 g=59364 m=0 T=0 st=3
C rg=3 rb=620 g=59364 m=0 T=0 st=3
C rg=3 rb=621 g=59364 m=0 T=0 st=3
C rg=3 rb=622 g=59364 m=0 T=0 st=3
C rg=3 rb=623 g=59364 m=0 T=0 st=3
C rg=3 rb=624 g=59364 m=0 T=0 st=3
C rg=3 rb=625 g=59364 m=0 T=0 st=3
C rg=3 rb=626 g=59364 m=0 T=0 st=3
C rg=3 rb=627 g=59364 m=0 T=0 st=3
C rg=3 rb=628 g=59364 m=0 T=0 st=3
C rg=3 rb=629 g=59364 m=0 T=0 st=3
C rg=3 rb=630 g=59364 m=0 T=0 st=3
C rg=3 rb=631 g=59364 m=0 T=0 st=3
C rg=3 rb=632 g=59364 m=0 T=0 st=3
C rg=3 rb=633 g=59364 m=0 T=0 st=3
C rg=3 rb=634 g=59364 m=0 T=0 st=3
C rg=3 rb=635 g=59364 m=0 T=0 st=3
C rg=3 rb=636 g=59364 m=0 T=0 st=3
C rg=3 rb=637 g=59364 m=0 T=0 st=3
C rg=3 rb=638 g=59364 m=0 T=0 st=3
C rg=3 rb=639 g=59364 m=0 T=0 st=3
C rg=3 rb=640 g=59364 m=0 T=0 st=3
C rg=3 rb=641 g=59364 m=0 T=0 st=3
C rg=3 rb=642 g=59364 m=0 T=0 st=3
C rg=3 rb=643 g=59364 m=0 T=0 st=3
C rg=3 rb=644 g=59364 m=0 T=0 st=3
C rg=3 rb=645 g=59364 m=0 T=0 st=3
C rg=3 rb=646 g=59364 m=0 T=0 st=3
C rg=3 rb=647 g=59364 m=0 T=0 st=3
C rg=3 rb=648 g=59364 m=0 T=0 st=3
C rg=3 rb=649 g=59364 m=0 T=0 st=3
C rg=3 rb=650 g=59364 m=0 T=0 st=3
C rg=3 rb=651 g=59364 m=0 T=0 st=3
C rg=3 rb=652 g=59364 m=0 T=0 st=3
C rg=3 rb=653 g=59364 m=0 T=0 st=3
C rg=3 rb=654 g=59364 m=0 T=0 st=3
C rg=3 rb=655 g=59364 m=0 T=0 st=3
C rg=3 rb=656 g=59364 m=0 T=0 st=3
C rg=3 rb=657 g=59364 m=0 T=0 st=3
C rg=3 rb=658 g=59364 m=0 T=0 st=3
C rg=3 rb=659 g=59364 m=0 T=0 st=3
C rg=3 rb=660 g=59364 m=0 T=0 st=3
C rg=3 rb=661 g=59364 m=0 T=0 st=3
C rg=3 rb=662 g=59364 m=0 T=0 st=3
C rg=3 rb=663 g=59364 m=0 T=0 st=3
C rg=3 rb=664 g=59364 m=0 T=0 st=3
C rg=3 rb=665 g=59364 m=0 T=0 st=3
C rg=3 rb=666 g=59364 m=0 T=0 st=3
C rg=3 rb=667 g=59364 m=0 T=0 st=3
C rg=3 rb=668 g=59364 m=0 T=0 st=3
C rg=3 rb=669 g=59364 m=0 T=0 st=3
C rg=3 rb=670 g=59364 m=0 T=0 st=3
C rg=3 rb=671 g=59364 m=0 T=0 st=3
C rg=3 rb=672 g=59364 m=0 T=0 st=3
C rg=3 rb=673 g=59364 m=0 T=0 st=3
C rg=3 rb=674 g=59364 m=0 T=0 st=3
C rg=3 rb=675 g=59364 m=0 T=0 st=3
C rg=3 rb=676 g=59364 m=0 T=0 st=3
C rg=3 rb=677 g=59364 m=0 T=0 st=3
C rg=3 rb=678 g=59364 m=0 T=0 st=3
C rg=3 rb=679 g=59364 m=0 T=0 st=3
C rg=3 rb=680 g=59364 m=0 T=0 st=3
C rg=3 rb=681 g=59364 m=0 T=0 st=3
C rg=3 rb=682 g=59364 m=0 T=0 st=3
C rg=3 rb=683 g=59364 m=0 T=0 st=3
C rg=3 rb=684 g=59364 m=0 T=0 st=3
C rg=3 rb=685 g=59364 m=0 T=0 st=3
C rg=3 rb=686 g=59364 m=0 T=0 st=3
C rg=3 rb=687 g=59364 m=0 T=0 st=3
C rg=3 rb=688 g=59364 m=0 T=0 st=3
C rg=3 rb=689 g=59364 m=0 T=0 st=3
C rg=3 rb=690 g=59364 m=0 T=0 st=3
C rg=3 rb=691 g=59364 m=0 T=0 st=3
C rg=3 rb=692 g=59364 m=0 T=0 st=3
C rg=3 rb=693 g=59364 m=0 T=0 st=3
C rg=3 rb=694 g=59364 m=0 T=0 st=3
C rg=3 rb=695 g=59364 m=0 T=0 st=3
C rg=3 rb=696 g=59364 m=0 T=0 st=3
C rg=3 rb=697 g=59364 m=0 T=0 st=3
C rg=3 rb=698 g=59364 m=0 T=0 st=3
C rg=3 rb=699 g=59364 m=0 T=0 st=3
C rg=3 rb=700 g=59364 m=0 T=0 st=3
C rg=3 rb=701 g=59364 m=0 T=0 st=3
C rg=3 rb=702 g=59364 m=0 T=0 st=3
C rg=3 rb=703 g=59364 m=0 T=0 st=3
C rg=3 rb=704 g=59364 m=0 T=0 st=3
C rg=3 rb=705 g=59364 m=0 T=0 st=3
C rg=3 rb=706 g=59364 m=0 T=0 st=3
C rg=3 rb=707 g=59364 m=0 T=0 st=3
C rg=3 rb=708 g=59364 m=0 T=0 st=3
C rg=3 rb=709 g=59364 m=0 T=0 st=3
C rg=3 rb=710 g=59364 m=0 T=0 st=3
C rg=3 rb=711 g=59364 m=0 T=0 st=3
C rg=3 rb=712 g=59364 m=0 T=0 st=3
C rg=3 rb=713 g=59364 m=0 T=0 st=3
C rg=3 rb=714 g=59364 m=0 T=0 st=3
C rg=3 rb=715 g=59364 m=0 T=0 st=3
C rg=3 rb=716 g=59364 m=0 T=0 st=3
C rg=3 rb=717 g=59364 m=0 T=0 st=3
C rg=3 rb=718 g=59364 m=0 T=0 st=3
C rg=3 rb=719 g=59364 m=0 T=0 st=3
C rg=3 rb=720 g=59364 m=0 T=0 st=3
C rg=3 rb=721 g=59364 m=0 T=0 st=3
C rg=3 rb=722 g=59364 m=0 T=0 st=3
C rg=3 rb=723 g=59364 m=0 T=0 st=3
C rg=3 rb=724 g=59364 m=0 T=0 st=3
C rg=3 rb=725 g=59364 m=0 T=0 st=3
C rg=3 rb=726 g=59364 m=0 T=0 st=3
C rg=3 rb=727 g=59364 m=0 T=0 st=3
C rg=3 rb=728 g=59364 m=0 T=0 st=3
C rg=3 rb=729 g=59364 m=0 T=0 st=3
C rg=3 rb=730 g=59364 m=0 T=0 st=3
C rg=3 rb=731 g=59364 m=0 T=0 st=3
C rg=3 rb=732 g=59364 m=0 T=0 st=3
C rg=3 rb=733 g=59364 m=0 T=0 st=3
C rg=3 rb=734 g=59364 m=0 T=0 st=3
C rg=3 rb=735 g=59364 m=0 T=0 st=3
C rg=3 rb=736 g=59364 m=0 T=0 st=3
C rg=3 rb=737 g=59364 m=0 T=0 st=3
C rg=3 rb=738 g=59364 m=0 T=0 st=3
C rg=3 rb=739 g=59364 m=0 T=0 st=3
C rg=3 rb=740 g=59364 m=0 T=0 st=3
C rg=3 rb=741 g=59364 m=0 T=0 st=3
C rg=3 rb=742 g=59364 m=0 T=0 st=3
C rg=3 rb=743 g=59364 m=0 T=0 st=3
C rg=3 rb=744 g=59364 m=0 T=0 st=3
C rg=3 rb=745 g=59364 m=0 T=0 st=3
C rg=3 rb=746 g=59364 m=0 T=0 st=3
C rg=3 rb=747 g=59364 m=0 T=0 st=3
C rg=3 rb=748 g=59364 m=0 T=0 st=3
C rg=3 rb=749 g=59364 m=0 T=0 st=3
C rg=3 rb=750 g=59364 m=0 T=0 st=3
C rg=3 rb=751 g=59364 m=0 T=0 st=3
C rg=3 rb=752 g=59364 m=0 T=0 st=3
C rg=3 rb=753 g=59364 m=0 T=0 st=3
C rg=3 rb=754 g=59364 m=0 T=0 st=3
C rg=3 rb=755 g=59364 m=0 T=0 st=3
C rg=3 rb=756 g=59364 m=0 T=0 st=3
C rg=3 rb=757 g=59364 m=0 T=0 st=3
C rg=3 rb=758 g=59364 m=0 T=0 st=3
C rg=3 rb=759 g=59364 m=0 T=0 st=3
C rg=3 rb=760 g=59364 m=0 T=0 st=3
C rg=3 rb=761 g=59364 m=0 T=0 st=3
C rg=3 rb=762 g=59364 m=0 T=0 st=3
C rg=3 rb=763 g=59364 m=0 T=0 st=3
C rg=3 rb=764 g=59364 m=0 T=0 st=3
C rg=3 rb=765 g=59364 m=0 T=0 st=3
C rg=3 rb=766 g=59364 m=0 T=0 st=3
C rg=3 rb=767 g=59364 m=0 T=0 st=3
C rg=3 rb=768 g=59364 m=0 T=0 st=3
C rg=3 rb=769 g=59364 m=0 T=0 st=3
C rg=3 rb=770 g=59364 m=0 T=0 st=3
C rg=3 rb=771 g=59364 m=0 T=0 st=3
C rg=3 rb=772 g=59364 m=0 T=0 st=3
C rg=3 rb=773 g=59364 m=0 T=0 st=3
C rg=3 rb=774 g=59364 m=0 T=0 st=3
C rg=3 rb=775 g=59364 m=0 T=0 st=3
C rg=3 rb=776 g=59364 m=0 T=0 st=3
C rg=3 rb=777 g=59364 m=0 T=0 st=3
C rg=3 rb=778 g=59364 m=0 T=0 st=3
C rg=3 rb=779 g=59364 m=0 T=0 st=3
C rg=3 rb=780 g=59364 m=0 T=0 st=3
C rg=3 rb=781 g=59364 m=0 T=0 st=3
C rg=3 rb=782 g=59364 m=0 T=0 st=3
C rg=3 rb=783 g=59364 m=0 T=0 st=3
C rg=3 rb=784 g=59364 m=0 T=0 st=3
C rg=3 rb=785 g=59364 m=0 T=0 st=3
C rg=3 rb=786 g=59364 m=0 T=0 st=3
C rg=3 rb=787 g=59364 m=0 T=0 st=3
C rg=3 rb=788 g=59364 m=0 T=0 st=3
C rg=3 rb=789 g=59364 m=0 T=0 st=3
C rg=3 rb=790 g=59364 m=0 T=0 st=3
C rg=3 rb=791 g=59364 m=0 T=0 st=3
C rg=3 rb=792 g=59364 m=0 T=0 st=3
C rg=3 rb=793 g=59364 m=0 T=0 st=3
C rg=3 rb=794 g=59364 m=0 T=0 st=3
C rg=3 rb=795 g=59364 m=0 T=0 st=3
C rg=3 rb=796 g=59364 m=0 T=0 st=3
C rg=3 rb=797 g=59364 m=0 T=0 st=3
C rg=3 rb=798 g=59364 m=0 T=0 st=3
C rg=3 rb=799 g=59364 m=0 T=0 st=3
C rg=3 rb=800 g=59364 m=0 T=0 st=3
C rg=3 rb=801 g=59364 m=0 T=0 st=3
C rg=3 rb=802 g=59364 m=0 T=0 st=3
C rg=3 rb=803 g=59364 m=0 T=0 st=3
C rg=3 rb=804 g=59364 m=0 T=0 st=3
C rg=3 rb=805 g=59364 m=0 T=0 st=3
C rg=3 rb=806 g=59364 m=0 T=0 st=3
C rg=3 rb=807 g=59364 m=0 T=0 st=3
C rg=3 rb=808 g=59364 m=0 T=0 st=3
C rg=3 rb=809 g=59364 m=0 T=0 st=3
C rg=3 rb=810 g=59364 m=0 T=0 st=3
C rg=3 rb=811 g=59364 m=0 T=0 st=3
C rg=3 rb=812 g=59364 m=0 T=0 st=3
C rg=3 rb=813 g=59364 m=0 T=0 st=3
C rg=3 rb=814 g=59364 m=0 T=0 st=3
C rg=3 rb=815 g=59364 m=0 T=0 st=3
C rg=3 rb=816 g=59364 m=0 T=0 st=3
C rg=3 rb=817 g=59364 m=0 T=0 st=3
C rg=3 rb=818 g=59364 m=0 T=0 st=3
C rg=3 rb=819 g=59364 m=0 T=0 st=3
C rg=3 rb=820 g=59364 m=0 T=0 st=3
C rg=3 rb=821 g=59364 m=0 T=0 st=3
C rg=3 rb=822 g=59364 m=0 T=0 st=3
C rg=3 rb=823 g=59364 m=0 T=0 st=3
C rg=3 rb=824 g=59364 m=0 T=0 st=3
C rg=3 rb=825 g=59364 m=0 T=0 st=3
C rg=3 rb=826 g=59364 m=0 T=0 st=3
C rg=3 rb=827 g=59364 m=0 T=0 st=3
C rg=3 rb=828 g=59364 m=0 T=0 st=3
C rg=3 rb=829 g=59364 m=0 T=0 st=3
C rg=3 rb=830 g=59364 m=0 T=0 st=3
C rg=3 rb=831 g=59364 m=0 T=0 st=3
C rg=3 rb=832 g=59364 m=0 T=0 st=3
C rg=3 rb=833 g=59364 m=0 T=0 st=3
C rg=3 rb=834 g=59364 m=0 T=0 st=3
C rg=3 rb=835 g=59364 m=0 T=0 st=3
C rg=3 rb=836 g=59364 m=0 T=0 st=3
C rg=3 rb=837 g=59364 m=0 T=0 st=3
C rg=3 rb=838 g=59364 m=0 T=0 st=3
C rg=3 rb=839 g=59364 m=0 T=0 st=3
C rg=3 rb=840 g=59364 m=0 T=0 st=3
C rg=3 rb=841 g=59364 m=0 T=0 st=3
C rg=3 rb=842 g=59364 m=0 T=0 st=3
C rg=3 rb=843 g=59364 m=0 T=0 st=3
C rg=3 rb=844 g=59364 m=0 T=0 st=3
C rg=3 rb=845 g=59364 m=0 T=0 st=3
C rg=3 rb=846 g=59364 m=0 T=0 st=3
C rg=3 rb=847 g=59364 m=0 T=0 st=3
C rg=3 rb=848 g=59364 m=0 T=0 st=3
C rg=3 rb=849 g=59364 m=0 T=0 st=3
C rg=3 rb=850 g=59364 m=0 T=0 st=3
C rg=3 rb=851 g=59364 m=0 T=0 st=3
C rg=3 rb=852 g=59364 m=0 T=0 st=3
C rg=3 rb=853 g=59364 m=0 T=0 st=3
C rg=3 rb=854 g=59364 m=0 T=0 st=3
C rg=3 rb=855 g=59364 m=0 T=0 st=3
C rg=3 rb=856 g=59364 m=0 T=0 st=3
C rg=3 rb=857 g=59364 m=0 T=0 st=3
C rg=3 rb=858 g=59364 m=0 T=0 st=3
C rg=3 rb=859 g=59364 m=0 T=0 st=3
C rg=3 rb=860 g=59364 m=0 T=0 st=3
C rg=3 rb=861 g=59364 m=0 T=0 st=3
C rg=3 rb=862 g=59364 m=0 T=0 st=3
C rg=3 rb=863 g=59364 m=0 T=0 st=3
C rg=3 rb=864 g=59364 m=0 T=0 st=3
C rg=3 rb=865 g=59364 m=0 T=0 st=3
C rg=3 rb=866 g=59364 m=0 T=0 st=3
C rg=3 rb=867 g=59364 m=0 T=0 st=3
C rg=3 rb=868 g=59364 m=0 T=0 st=3
C rg=3 rb=869 g=59364 m=0 T=0 st=3
C rg=3 rb=870 g=59364 m=0 T=0 st=3
C rg=3 rb=871 g=59364 m=0 T=0 st=3
C rg=3 rb=872 g=59364 m=0 T=0 st=3
C rg=3 rb=873 g=59364 m=0 T=0 st=3
C rg=3 rb=874 g=59364 m=0 T=0 st=3
C rg=3 rb=875 g=59364 m=0 T=0 st=3
C rg=3 rb=876 g=59364 m=0 T=0 st=3
C rg=3 rb=877 g=59364 m=0 T=0 st=3
C rg=3 rb=878 g=59364 m=0 T=0 st=3
C rg=3 rb=879 g=59364 m=0 T=0 st=3
C rg=3 rb=880 g=59364 m=0 T=0 st=3
C rg=3 rb=881 g=59364 m=0 T=0 st=3
C rg=3 rb=882 g=59364 m=0 T=0 st=3
C blocks=1294 vetoes=0 adapts=64 latched=0 kept=0
C wrote results/c_edge15.s32 rc=0
