name,clip,seal_match,byte_identical,deterministic,sem_rms,sem_corr,sem_maxd,size_match,stage
speech-e22-019,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-019.wav,True,True,True,649.7980469754631,0.9941229443973031,8951.0,True,done
speech-e22-020,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-020.wav,True,True,True,648.5042543634063,0.9879893391570985,24053.0,True,done
speech-e22-021,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-021.wav,True,True,True,1018.1348124380545,0.9877224002693572,25206.0,True,done
speech-e22-022,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-022.wav,True,True,True,500.88917336166264,0.9878316696636628,36286.0,True,done
speech-e22-023,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-023.wav,True,True,True,412.4893276987785,0.9924526664308939,20742.0,True,done
speech-e22-024,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-024.wav,True,True,True,139.56452029173832,0.9976893109416304,6484.0,True,done
speech-e22-025,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-025.wav,True,True,True,227.76872631207772,0.9982974057208346,8474.0,True,done
speech-e22-026,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-026.wav,True,True,True,75.59302325964269,0.9983384421743455,2569.0,True,done
speech-e22-027,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-027.wav,True,True,True,46.25695525320546,0.9990007706154066,1789.0,True,done
speech-e22-028,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-028.wav,True,True,True,46.82524141486182,0.9990750436771771,2051.0,True,done
speech-e22-029,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-029.wav,True,True,True,53.0272311424082,0.9988611626407239,2336.0,True,done
speech-e22-030,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-030.wav,True,True,True,246.03403847984723,0.9986381729312159,7601.0,True,done
speech-e22-031,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-031.wav,True,True,True,102.20023217088263,0.9984583283795435,3092.0,True,done
speech-e22-032,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-032.wav,True,True,True,53.042687935481155,0.9987253557675724,1545.0,True,done
speech-e22-033,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-033.wav,True,True,True,71.62721467491367,0.9990450955915181,2892.0,True,done
speech-e22-034,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-034.wav,True,True,True,126.11155496140938,0.9974233896484347,3398.0,True,done
speech-e22-035,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-035.wav,True,True,True,60.51831123704504,0.9985633355242526,1718.0,True,done
speech-e22-036,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-036.wav,True,True,True,68.0094360866593,0.9986520991251265,2546.0,True,done
speech-e22-037,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-e22-037.wav,True,True,True,117.880147923119,0.9985583711319682,6099.0,True,done
speech-vox-000,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-000.wav,True,True,True,38.10835958546083,0.9983274637622288,995.0,True,done
speech-vox-001,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-001.wav,True,True,True,15.869634085209753,0.9979719921470483,368.0,True,done
speech-vox-002,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-002.wav,True,True,True,113.8651127178134,0.9971670476082628,2890.0,True,done
speech-vox-003,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-003.wav,True,True,True,73.70458065886403,0.9976992293162661,2219.0,True,done
speech-vox-004,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-004.wav,True,True,True,75.47381077205094,0.9979744746779977,1786.0,True,done
speech-vox-005,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-005.wav,True,True,True,178.88946305171166,0.997567986669032,5152.0,True,done
speech-vox-006,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-006.wav,True,True,True,88.97572063028208,0.9987024893645535,1300.0,True,done
speech-vox-007,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-007.wav,True,True,True,59.71838594328745,0.99831242010503,2289.0,True,done
speech-vox-008,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-008.wav,True,True,True,21.67645643897928,0.99818684928305,562.0,True,done
speech-vox-009,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-009.wav,True,True,True,20.83731726694928,0.9978709251308636,828.0,True,done
speech-vox-010,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-010.wav,True,True,True,114.51661849871677,0.9981723918432223,4808.0,True,done
speech-vox-011,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-011.wav,True,True,True,159.66679054032866,0.9973607733786674,6086.0,True,done
speech-vox-012,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-012.wav,True,True,True,81.69100369053713,0.997746949120376,2161.0,True,done
speech-vox-013,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-013.wav,True,True,True,251.33165983130755,0.9985227776198752,10613.0,True,done
speech-vox-014,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-014.wav,True,True,True,97.7943156362431,0.9979510240224113,2333.0,True,done
speech-vox-015,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-015.wav,True,True,True,190.1725082243849,0.9984650186733952,4969.0,True,done
speech-vox-016,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-016.wav,True,True,True,49.346606092818774,0.9978636226332803,1828.0,True,done
speech-vox-017,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-017.wav,True,True,True,47.0478616727887,0.9978599625561415,931.0,True,done
speech-vox-018,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-018.wav,True,True,True,48.572866269285655,0.9981911223007647,3582.0,True,done
speech-vox-019,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-019.wav,True,True,True,38.469269196285595,0.9984977404404642,678.0,True,done
speech-vox-020,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-020.wav,True,True,True,405.6443189450551,0.9975397951222296,8766.0,True,done
speech-vox-021,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-021.wav,True,True,True,104.6488077718527,0.997878096605705,1490.0,True,done
speech-vox-022,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-022.wav,True,True,True,171.789599495673,0.9981853239760017,5011.0,True,done
speech-vox-023,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-023.wav,True,True,True,90.44633297900188,0.9979968959057142,3340.0,True,done
speech-vox-024,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-024.wav,True,True,True,154.30157022846248,0.9980967569161684,3078.0,True,done
speech-vox-025,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-025.wav,True,True,True,60.72761041459368,0.9984836000939075,1465.0,True,done
speech-vox-026,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-026.wav,True,True,True,84.34701695875954,0.9975706709074318,2048.0,True,done
speech-vox-027,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-027.wav,True,True,True,80.80230242448235,0.9972563528829944,2169.0,True,done
speech-vox-028,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-028.wav,True,True,True,157.75755509792927,0.9984808011851674,2829.0,True,done
speech-vox-029,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-029.wav,True,True,True,79.27642001866039,0.9981304976540628,2418.0,True,done
speech-vox-030,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-030.wav,True,True,True,99.78231562993342,0.9975919877337877,2700.0,True,done
speech-vox-031,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-031.wav,True,True,True,139.46149664914344,0.9982606576283216,4609.0,True,done
speech-vox-032,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-032.wav,True,True,True,116.5921470461646,0.9981126807298554,2720.0,True,done
speech-vox-033,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-033.wav,True,True,True,148.6594954189987,0.998423945827411,3280.0,True,done
speech-vox-034,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-034.wav,True,True,True,52.10588927027022,0.997959702642515,1446.0,True,done
speech-vox-035,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-035.wav,True,True,True,37.496868537762715,0.9978427068548288,1342.0,True,done
speech-vox-036,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-036.wav,True,True,True,121.5768118781489,0.998089280339109,2368.0,True,done
speech-vox-037,/home/hatch/workspace/audio_longhorizon/corpus/speech/speech-vox-037.wav,True,True,True,83.31107907205174,0.998295170930847,1580.0,True,done
