CC_ARGV1,b7c2
B7C2,start
TEACHER_REP_SCAN,0,0,overlap
TEACHER_REP_SCAN,1,0,overlap
TEACHER_REP_SCAN,2,0,overlap
TEACHER_REP_SCAN,3,0,overlap
TEACHER_REP_SCAN,4,0,overlap
TEACHER_REP_FALLBACK,no_disjoint_rep_in_0_to_4
B7C2_REP,0
CC_GEOMETRY,lane_n,48,48,48,96,missing,0,base,0,48,96,144
CCM,0,182,0,4,4,4,4,4,4,4,4,4,4
CCM,0,219,0,40,40,40,40,40,40,40,40,40,40
CCM,0,160,0,18,18,18,18,18,18,18,18,18,18
CCM,0,197,0,7,7,7,7,7,7,7,7,7,7
CCM,0,234,0,31,31,31,31,31,31,31,31,31,31
CCM,0,175,0,7,7,7,7,7,7,7,7,7,7
CCM,0,212,0,5,5,5,5,5,5,5,5,5,5
CCM,0,153,0,60,60,60,60,60,60,60,60,60,60
CCM,0,190,0,12,12,12,12,12,12,12,12,12,12
CCM,0,227,0,100,100,100,100,100,100,100,100,100,100
CCM,0,168,0,4,4,4,4,4,4,4,4,4,4
CCM,0,205,0,38,38,38,38,38,38,38,38,38,38
CCM,0,183,0,13,13,13,13,13,13,13,13,13,13
CCM,0,220,0,12,12,12,12,12,12,12,12,12,12
CCM,0,161,0,4,4,4,4,4,4,4,4,4,4
CCM,0,198,0,9,9,9,9,9,9,9,9,9,9
CCM,0,235,0,28,28,28,28,28,28,28,28,28,28
CCM,0,176,0,5,5,5,5,5,5,5,5,5,5
CCM,0,213,0,4,4,4,4,4,4,4,4,4,4
CCM,0,154,0,168,168,168,168,168,168,168,168,168,168
CCM,0,191,0,32,32,32,32,32,32,32,32,32,32
CCM,0,228,0,16,16,16,16,16,16,16,16,16,16
CCM,0,169,0,8,8,8,8,8,8,8,8,8,8
CCM,0,206,0,12,12,12,12,12,12,12,12,12,12
CCM,0,184,0,52,52,52,52,52,52,52,52,52,52
CCM,0,221,0,12,12,12,12,12,12,12,12,12,12
CCM,0,162,0,2,2,2,2,2,2,2,2,2,2
CCM,0,199,0,3,3,3,3,3,3,3,3,3,3
CCM,0,236,0,29,29,29,29,29,29,29,29,29,29
CCM,0,177,0,15,15,15,15,15,15,15,15,15,15
CCM,0,214,0,7,7,7,7,7,7,7,7,7,7
CCM,0,155,0,27,27,27,27,27,27,27,27,27,27
CCM,0,192,0,2,2,2,2,2,2,2,2,2,2
CCM,0,229,0,118,118,118,118,118,118,118,118,118,118
CCM,0,170,0,4,4,4,4,4,4,4,4,4,4
CCM,0,207,0,4,4,4,4,4,4,4,4,4,4
CCM,0,148,0,12,12,12,12,12,12,12,12,12,12
CCM,0,185,0,64,64,64,64,64,64,64,64,64,64
CCM,0,222,0,144,144,144,144,144,144,144,144,144,144
CCM,0,163,0,4,4,4,4,4,4,4,4,4,4
CCM,0,200,0,12,12,12,12,12,12,12,12,12,12
CCM,0,237,0,10,10,10,10,10,10,10,10,10,10
CCM,0,178,0,10,10,10,10,10,10,10,10,10,10
CCM,0,215,0,101,101,101,101,101,101,101,101,101,101
CCM,0,156,0,10,10,10,10,10,10,10,10,10,10
CCM,0,193,0,2,2,2,2,2,2,2,2,2,2
CCM,0,230,0,4,4,4,4,4,4,4,4,4,4
CCM,0,171,0,5,5,5,5,5,5,5,5,5,5
CCM,0,208,0,56,56,56,56,56,56,56,56,56,56
CCM,0,149,0,4,4,4,4,4,4,4,4,4,4
CCM,0,186,0,16,16,16,16,16,16,16,16,16,16
CCM,0,223,0,20,20,20,20,20,20,20,20,20,20
CCM,0,164,0,3,3,3,3,3,3,3,3,3,3
CCM,0,201,0,10,10,10,10,10,10,10,10,10,10
CCM,0,179,0,5,5,5,5,5,5,5,5,5,5
CCM,0,216,0,12,12,12,12,12,12,12,12,12,12
CCM,0,157,0,100,100,100,100,100,100,100,100,100,100
CCM,0,231,0,7,7,7,7,7,7,7,7,7,7
CCM,0,172,0,50,50,50,50,50,50,50,50,50,50
CCM,0,209,0,3,3,3,3,3,3,3,3,3,3
CCM,0,150,0,52,52,52,52,52,52,52,52,52,52
CCM,0,187,0,8,8,8,8,8,8,8,8,8,8
CCM,0,224,0,30,30,30,30,30,30,30,30,30,30
CCM,0,165,0,7,7,7,7,7,7,7,7,7,7
CCM,0,202,0,7,7,7,7,7,7,7,7,7,7
CCM,0,180,0,11,11,11,11,11,11,11,11,11,11
CCM,0,217,0,8,8,8,8,8,8,8,8,8,8
CCM,0,158,0,12,12,12,12,12,12,12,12,12,12
CCM,0,195,0,12,12,12,12,12,12,12,12,12,12
CCM,0,232,0,12,12,12,12,12,12,12,12,12,12
CCM,0,173,0,13,13,13,13,13,13,13,13,13,13
CCM,0,210,0,7,7,7,7,7,7,7,7,7,7
CCM,0,151,0,24,24,24,24,24,24,24,24,24,24
CCM,0,188,0,6,6,6,6,6,6,6,6,6,6
CCM,0,225,0,9,9,9,9,9,9,9,9,9,9
CCM,0,166,0,88,88,88,88,88,88,88,88,88,88
CCM,0,203,0,66,66,66,66,66,66,66,66,66,66
CL_CHECK,cc_b7c2_geometry,0,0
B7C2,held,228,withheld,0
B7C2,held_wrong,0
CL_CHECK,c2_verify_kills_disagreement,0,0
CL_CHECK,c2_verify_accepts_agreement,1,1
CL_CHECK,cc_slice_stim_placed,72,72
CL_CHECK,cc_slice_emit_ok,0,0
CL_CHECK,cc_slice_manifest_n,12,12
CL_CHECK,cc_slice_tripwire_fired,0,0
CL_CHECK,cc_slice_manifest_init,0,0
CL_CHECK,cc_slice_leak,0,0
CL_CHECK,cc_slice_hnm12,12,12
CC_SLICE,C2,0,12,0,0,120,1,0,24,0,0
CL_CHECK,cc_slice_stim_placed,72,72
CL_CHECK,cc_slice_emit_ok,0,0
CL_CHECK,cc_slice_manifest_n,12,12
CL_CHECK,cc_slice_tripwire_fired,0,0
CL_CHECK,cc_slice_manifest_init,0,0
CL_CHECK,cc_slice_leak,0,0
CL_CHECK,cc_slice_hnm12,12,12
CC_SLICE,C2,1,12,0,0,120,1,2,24,0,0
CL_CHECK,cc_slice_stim_placed,72,72
CL_CHECK,cc_slice_emit_ok,0,0
CL_CHECK,cc_slice_manifest_n,12,12
CL_CHECK,cc_slice_tripwire_fired,0,0
CL_CHECK,cc_slice_manifest_init,0,0
CL_CHECK,cc_slice_leak,0,0
CL_CHECK,cc_slice_hnm12,12,12
CC_SLICE,C2,2,12,0,0,120,1,0,24,0,0
CL_CHECK,cc_slice_stim_placed,72,72
CL_CHECK,cc_slice_emit_ok,0,0
CL_CHECK,cc_slice_manifest_n,12,12
CL_CHECK,cc_slice_tripwire_fired,0,0
CL_CHECK,cc_slice_manifest_init,0,0
CL_CHECK,cc_slice_leak,0,0
CL_CHECK,cc_slice_hnm12,12,12
CC_SLICE,C2,3,12,0,0,120,1,0,24,0,0
CL_CHECK,cc_slice_stim_placed,72,72
CL_CHECK,cc_slice_emit_ok,0,0
CL_CHECK,cc_slice_manifest_n,12,12
CL_CHECK,cc_slice_tripwire_fired,0,0
CL_CHECK,cc_slice_manifest_init,0,0
CL_CHECK,cc_slice_leak,0,0
CL_CHECK,cc_slice_hnm12,12,12
CC_SLICE,C2,4,12,0,0,120,1,2,24,0,0
CL_CHECK,cc_slice_stim_placed,72,72
CL_CHECK,cc_slice_emit_ok,0,0
CL_CHECK,cc_slice_manifest_n,12,12
CL_CHECK,cc_slice_tripwire_fired,0,0
CL_CHECK,cc_slice_manifest_init,0,0
CL_CHECK,cc_slice_leak,0,0
CL_CHECK,cc_slice_hnm12,12,12
CC_SLICE,C2,5,12,0,0,120,1,2,24,0,0
CL_CHECK,cc_slice_stim_placed,72,72
CL_CHECK,cc_slice_emit_ok,0,0
CL_CHECK,cc_slice_manifest_n,12,12
CL_CHECK,cc_slice_tripwire_fired,0,0
CL_CHECK,cc_slice_manifest_init,0,0
CL_CHECK,cc_slice_leak,0,0
CL_CHECK,cc_slice_hnm12,12,12
CC_SLICE,C2,6,12,0,0,120,1,0,24,0,0
CL_CHECK,cc_slice_stim_placed,72,72
CL_CHECK,cc_slice_emit_ok,0,0
CL_CHECK,cc_slice_manifest_n,12,12
CL_CHECK,cc_slice_tripwire_fired,0,0
CL_CHECK,cc_slice_manifest_init,0,0
CL_CHECK,cc_slice_leak,0,0
CL_CHECK,cc_slice_hnm12,12,12
CC_SLICE,C2,7,12,0,0,120,1,1,24,0,0
B7C2,slices_done,hits,96,fp,0,pass,8
CL_CHECK,c2_flaw_hits,96,96
CL_CHECK,c2_slice_pass,8,8
CL_CHECK,c2_fp,0,0
CL_CHECK,c2_tripwire,0,0
CL_CHECK,c2_leak,0,0
DIGEST,C2,0,1,e3ecea12472ea970df3379b6694c12aa9027d53e15331428751c845fd4d8fde0
B7C2,done,fails,0
